time_s,CF955_flow_ml_min,F50_flow_ml_min,F100_flow_ml_min,F200_flow_ml_min,F350_flow_ml_min,F500_flow_ml_min,F1000_flow_ml_min,F5000_flow_ml_min,F12500_flow_ml_min
1286,,,0.024,,0.063,,,,
1286.5,,,0.024,,0.06,,,,
1287,,,0.023,,0.054,,,,
1287.5,,,0.021,,0.054,,,,
1288,,,0.023,,0.051,,,,
1288.5,,,0.023,,0.051,,,,
1289,,,0.027,,0.052,,,,
1289.5,,,0.025,,0.055,,,,
1290,,,0.022,,0.058,,,,
1290.5,,,0.021,,0.064,,,,
1291,,,0.017,,0.064,,,,
1291.5,,,0.017,,0.062,,,,
1292,,,0.015,,0.053,,,,
1292.5,,,0.018,,0.048,,,,
1293,,,0.026,,0.045,,,,
1293.5,,,0.025,,0.041,,,,
1294,,,0.03,,0.036,,,,
1294.5,,,0.027,,0.039,,,,
1295,,,0.03,,0.041,,,,
1295.5,,,0.029,,0.042,,,,
1296,,,0.028,,0.043,,,,
1296.5,,,0.028,,0.032,,,,
1297,,,0.022,,0.026,,,,
1297.5,,,0.024,,0.028,,,,
1298,,,0.025,,0.029,,,,
1298.5,,,0.025,,0.026,,,,
1299,,,0.025,,0.024,,,,
1299.5,,,0.02,,0.03,,,,
1300,,,0.023,,0.034,,,,
1300.5,,,0.018,,0.033,,,,
1301,,,0.021,,0.026,,,,
1301.5,,,0.018,,0.017,,,,
1302,,,0.02,,0.021,,,,
1302.5,,,0.028,,0.022,,,,
1303,,,0.028,,0.022,,,,
1303.5,,,0.032,,0.017,,,,
1304,,,0.032,,0.019,,,,
1304.5,,,0.033,,0.024,,,,
1305,,,0.035,,0.02,,,,
1305.5,,,0.03,,0.002,,,,
1306,,,0.035,,-0.036,,,,
1306.5,,,0.033,,-0.064,,,,
1307,,,0.034,,-0.054,,,,
1307.5,,,0.03,,-0.048,,,,
1308,,,0.023,,-0.047,,,,
1308.5,,,0.026,,-0.037,,,,
1309,,,0.024,,-0.035,,,,
1309.5,,,0.025,,-0.046,,,,
1310,,,0.022,,-0.045,,,,
1310.5,,,0.022,,-0.05,,,,
1311,,,0.02,,-0.042,,,,
1311.5,,,0.015,,-0.027,,,,
1312,,,0.022,,-0.023,,,,
1312.5,,,0.025,,-0.016,,,,
1313,,,0.028,,-0.018,,,,
1313.5,,,0.026,,-0.014,,,,
1314,,,0.025,,-0.003,,,,
1314.5,,,0.027,,0.014,,,,
1315,,,0.024,,0.019,,,,
1315.5,,,0.027,,0.01,,,,
1316,,,0.026,,0.01,,,,
1316.5,,,0.022,,0.021,,,,
1317,,,0.012,,0.024,,,,
1317.5,,,0.012,,0.026,,,,
1318,,,0.016,,0.035,,,,
1318.5,,,0.015,,0.045,,,,
1319,,,0.017,,0.05,,,,
1319.5,,,0.017,,0.044,,,,
1320,,,0.015,,0.039,,,,
1320.5,,,0.017,,0.042,,,,
1321,,,0.013,,,,,,
1321.5,,,0.01,,,,,,
1322,,,0.015,,,,,,
1322.5,,,0.017,,,,,,
1323,,,0.02,,,,,,
1323.5,,,0.018,,,,,,
1324,,,0.02,,,,,,
1324.5,,,0.019,,,,,,
1325,,,0.02,,,,,,
1325.5,,,0.019,,,,,,
1326,,,0.01,,,,,,
1326.5,,,0.005,,,,,,
1327,,,0.003,,,,,,
1327.5,,,0.009,,,,,,
1328,,,0.012,,,,,,
1328.5,,,0.009,,,,,,
1329,,,0.01,,,,,,
1329.5,,,0.01,,,,,,
1330,,,0.009,,,,,,
1330.5,,,0.007,,,,,,
1331,,,0.004,,,,,,
1331.5,,,0.008,,,,,,
1332,,,0.009,,,,,,
1332.5,,,0.014,,,,,,
1333,,,0.013,,,,,,
1333.5,,,0.014,,,,,,
1334,,,0.011,,,,,,
1334.5,,,0.008,,,,,,
1335,,,0.01,,,,,,
1335.5,,,0.006,,,,,,
1336,,,0.005,,,,,,
1336.5,,,-0.001,,,,,,
1337,,,-0.001,,,,,,
1337.5,,,0.002,,,,,,
1338,,,0.002,,,,,,
1338.5,,,0.004,,,,,,
1339,,,0.003,,,,,,
1339.5,,,0.003,,,,,,
1340,,,0,,,,,,
1340.5,,,-0.003,,,,,,
1341,,,0.003,,,,,,
1341.5,,,0.003,,,,,,
1342,,,0.004,,,,,,
1342.5,,,0.003,,,,,,
1343,,,-0.002,,,,,,
1343.5,,,-0.013,,,,,,
1344,,,-0.034,,,,,,
1344.5,,,-0.053,,,,,,
1345,,,-0.073,,,,,,
1345.5,,,-0.057,,,,,,
1346,,,-0.034,,,,,,
1346.5,,,-0.016,,,,,,
1347,,,-0.01,,,,,,
1347.5,,,-0.011,,,,,,
1348,,,-0.014,,,,,,
1348.5,,,-0.018,,,,,,
1349,,,-0.017,,,,,,
1349.5,,,-0.023,,,,,,
1350,,,-0.024,,,,,,
1350.5,,,-0.021,,,,,,
1351,,,-0.02,,,,,,
1351.5,,,-0.026,,,,,,
1352,,,-0.026,,,,,,
1352.5,,,-0.024,,,,,,
1353,,,-0.028,,,,,,
1353.5,,,-0.041,,,,,,
1354,,,-0.045,,,,,,
1354.5,,,-0.047,,,,,,
1355,,,-0.045,,,,,,
1355.5,,,-0.039,,,,,,
1356,,,-0.028,,,,,,
1356.5,,,-0.017,,,,,,
1357,,,-0.008,,,,,,
1357.5,,,-0.005,,,,,,
1358,,,-0.043,,,,,,
1358.5,,,-0.03,,,,,,
1359,,,-0.029,,,,,,
1359.5,,,-0.025,,,,,,
1360,,,-0.016,,,,,,
1360.5,,,-0.008,,,,,,
1361,,,-0.005,,,,,,
1361.5,,,0,,,,,,
1362,,,-0.004,,,,,,
1362.5,,,-0.008,,,,,,
1363,,,-0.011,,,,,,
1363.5,,,-0.011,,,,,,
1364,,,-0.019,,,,,,
1364.5,,,-0.017,,,,,,
1365,,,-0.002,,,,,,
1365.5,,,0.002,,,,,,
1366,,,0.006,,,,,,
1366.5,,,0.01,,,,,,
1367,,,0.011,,,,,,
1367.5,,,0.002,,,,,,
1368,,,0.005,,,,,,
1368.5,,,0.01,,,,,,
1369,,,0.012,,,,,,
1369.5,,,0.016,,,,,,
1370,,,0.021,,,,,,
1370.5,,,0.022,,,,,,
1371,,,0.024,,,,,,
1371.5,,,0.022,,,,,,
1372,,,0.014,,,,,,
1372.5,,,0.014,,,,,,
1373,,,0.018,,,,,,
1373.5,,,0.022,,,,,,
1374,,,0.019,,,,,,
1374.5,,,0.02,,,,,,
1375,,,0.019,,,,,,
1375.5,,,0.017,,,,,,
1376,,,0.016,,,,,,
1376.5,,,0.012,,,,,,
1377,,,0.016,,,,,,
1377.5,,,0.022,,,,,,
1378,,,0.021,,,,,,
1378.5,,,0.024,,,,,,
1379,,,0.024,,,,,,
1379.5,,,0.027,,,,,,
1380,,,0.026,,,,,,
1380.5,,,0.026,,,,,,
1381,,,0.023,,,,,,
1381.5,,,0.017,,,,,,
1382,,,0.015,,,,,,
1382.5,,,0.017,,,,,,
1383,,,0.023,,,,,,
1383.5,,,0.021,,,,,,
1384,,,0.02,,,,,,
1384.5,,,0.019,,,,,,
1385,,,0.016,,,,,,
1385.5,,,0.017,,,,,,
1386,,,0.014,,,,,,
1386.5,,,0.015,,,,,,
1387,,,0.023,,,,,,
1387.5,,,0.022,,,,,,
1388,,,0.026,,,,,,
1388.5,,,0.025,,,,,,
1389,,,0.031,,,,,,
1389.5,,,0.031,,,,,,
1390,,,0.029,,,,,,
1390.5,,,0.029,,,,,,
1391,,,0.023,,,,,,
1391.5,,,0.016,,,,,,
1392,,,0.021,,,,,,
1392.5,,,0.024,,,,,,
1393,,,0.024,,,,,,
1393.5,,,0.021,,,,,,
1394,,,0.022,,,,,,
1394.5,,,0.018,,,,,,
1395,,,0.017,,,,,,
1395.5,,,0.015,,,,,,
1396,,,0.011,,,,,,
1396.5,,,0.018,,,,,,
1397,,,0.02,,,,,,
1397.5,,,0.023,,,,,,
1398,,,0.023,,,,,,
1398.5,,,0.026,,,,,,
1399,,,0.026,,,,,,
1399.5,,,0.023,,,,,,
1400,,,0.025,,,,,,
1400.5,,,0.023,,,,,,
1401,,,0.013,,,,,,
1401.5,,,0.012,,,,,,
1402,,,0.014,,,,,,
1402.5,,,0.02,,,,,,
1403,,,0.018,,,,,,
1403.5,,,0.02,,,,,,
1404,,,0.016,,,,,,
1404.5,,,0.016,,,,,,
1405,,,0.013,,,,,,
1405.5,,,0.01,,,,,,
1406,,,0.009,,,,,,
1406.5,,,0.013,,,,,,
1407,,,0.02,,,,,,
1407.5,,,0.027,,,,,,
1408,,,0.026,,,,,,
1408.5,,,0.028,,,,,,
1409,,,0.025,,,,,,
1409.5,,,0.027,,,,,,
1410,,,0.024,,,,,,
1410.5,,,0.02,,,,,,
1411,,,0.012,,,,,,
1411.5,,,0.014,,,,,,
1412,,,0.023,,,,,,
1412.5,,,0.024,,,,,,
1413,,,0.023,,,,,,
1413.5,,,0.023,,,,,,
1414,,,0.017,,,,,,
1414.5,,,0.02,,,,,,
1415,,,0.015,,,,,,
1415.5,,,0.011,,,,,,
1416,,,0.009,,,,,,
1416.5,,,0.021,,,,,,
1417,,,0.024,,,,,,
1417.5,,,0.025,,,,,,
1418,,,0.03,,,,,,
1418.5,,,0.027,,,,,,
1419,,,0.028,,,,,,
1419.5,,,0.028,,,,,,
1420,,,0.024,,,,,,
1420.5,,,0.024,,,,,,
1421,,,0.019,,,,,,
1421.5,,,0.017,,,,,,
1422,,,0.017,,,,,,
1422.5,,,0.02,,,,,,
1423,,,0.023,,,,,,
1423.5,,,0.02,,,,,,
1424,,,0.021,,,,,,
1424.5,,,0.018,,,,,,
1425,,,0.015,,,,,,
1425.5,,,0.013,,,,,,
1426,,,0.01,,,,,,
1426.5,,,0.023,,,,,,
1427,,,0.023,,,,,,
1427.5,,,0.025,,,,,,
1428,,,0.026,,,,,,
1428.5,,,0.027,,,,,,
1429,,,0.029,,,,,,
1429.5,,,0.023,,,,,,
1430,,,0.022,,,,,,
1430.5,,,0.024,,,,,,
1431,,,0.022,,,,,,
1431.5,,,0.024,,,,,,
1432,,,0.022,,,,,,
1432.5,,,0.024,,,,,,
1433,,,0.022,,,,,,
1433.5,,,0.022,,,,,,
1434,,,0.019,,,,,,
1434.5,,,0.015,,,,,,
1435,,,0.015,,,,,,
1435.5,,,0.011,,,,,,
1436,,,0.01,,,,,,
1436.5,,,0.017,,,,,,
1437,,,0.023,,,,,,
1437.5,,,0.026,,,,,,
1438,,,0.027,,,,,,
1438.5,,,0.03,,,,,,
1439,,,0.026,,,,,,
1439.5,,,0.027,,,,,,
1440,,,0.026,,,,,,
1440.5,,,0.022,,,,,,
1441,,,0.024,,,,,,
1441.5,,,0.022,,,,,,
1442,,,0.025,,,,,,
1442.5,,,0.024,,,,,,
1443,,,0.022,,,,,,
1443.5,,,0.022,,,,,,
1444,,,0.018,,,,,,
1444.5,,,0.018,,,,,,
1445,,,0.015,,,,,,
1445.5,,,0.014,,,,,,
1446,,,0.02,,,,,,
1446.5,,,0.022,,,,,,
1447,,,0.026,,,,,,
1447.5,,,0.025,,,,,,
1448,,,0.029,,,,,,
1448.5,,,0.03,,,,,,
1449,,,0.027,,,,,,
1449.5,,,0.028,,,,,,
1450,,,0.024,,,,,,
1450.5,,,0.026,,,,,,
1451,,,0.024,,,,,,
1451.5,,,0.023,,,,,,
1452,,,0.023,,,,,,
1452.5,,,0.004,,,,,,
1453,,,-0.019,,,,,,
