time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,0.043,30.8,0.044,30.7,0.042,30.8,0.043,30.8
0.5,0.046,30.8,0.048,30.8,0.046,30.8,0.047,30.8
1.0,0.046,30.8,0.047,30.8,0.046,30.8,0.047,30.8
1.5,0.044,30.8,0.045,30.8,0.045,30.8,0.046,30.8
2.0,0.045,30.9,0.045,30.8,0.046,30.8,0.045,30.8
2.5,0.037,30.9,0.036,30.9,0.039,30.9,0.037,30.9
3.0,0.033,30.9,0.033,30.9,0.034,30.9,0.034,30.9
3.5,0.034,30.9,0.033,30.9,0.035,30.9,0.036,30.9
4.0,0.033,31.0,0.033,31.0,0.033,30.9,0.036,30.9
4.5,0.030,31.0,0.030,31.0,0.030,30.9,0.029,31.0
5.0,0.034,31.0,0.034,31.0,0.032,31.0,0.032,31.0
5.5,0.033,31.0,0.034,31.1,0.033,31.0,0.036,31.1
6.0,0.034,31.1,0.034,31.1,0.032,31.1,0.036,31.1
6.5,0.033,31.1,0.034,31.1,0.033,31.1,0.035,31.1
7.0,0.031,31.1,0.030,31.1,0.032,31.1,0.031,31.1
7.5,0.025,31.1,0.025,31.1,0.027,31.1,0.028,31.1
8.0,0.023,31.1,0.022,31.1,0.023,31.1,0.024,31.1
8.5,0.023,31.2,0.024,31.2,0.023,31.2,0.024,31.1
9.0,0.019,31.2,0.020,31.2,0.021,31.2,0.020,31.2
9.5,0.017,31.2,0.018,31.2,0.018,31.2,0.016,31.2
10.0,0.012,31.3,0.013,31.2,0.013,31.2,0.014,31.3
10.5,-0.004,31.3,-0.003,31.3,-0.000,31.3,0.002,31.3
11.0,-0.026,31.4,-0.026,31.3,-0.009,31.3,-0.023,31.3
11.5,-0.051,31.4,-0.050,31.4,-0.042,31.4,-0.049,31.4
12.0,-0.067,31.5,-0.067,31.5,-0.062,31.5,-0.066,31.5
12.5,-0.060,31.5,-0.059,31.5,-0.061,31.5,-0.061,31.5
13.0,-0.046,31.5,-0.045,31.5,-0.048,31.5,-0.047,31.5
13.5,-0.034,31.6,-0.033,31.6,-0.038,31.6,-0.034,31.6
