time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,0.245,30.1,0.245,30.1,0.247,30.1,0.248,30.1
0.5,0.240,30.2,0.240,30.2,0.240,30.2,0.241,30.1
1.0,0.233,30.2,0.232,30.1,0.237,30.2,0.234,30.2
1.5,0.227,30.2,0.228,30.2,0.227,30.2,0.227,30.1
2.0,0.219,30.2,0.219,30.2,0.218,30.2,0.222,30.2
2.5,0.207,30.2,0.206,30.2,0.212,30.2,0.208,30.3
3.0,0.192,30.3,0.192,30.2,0.196,30.2,0.198,30.2
3.5,0.165,30.3,0.168,30.3,0.172,30.3,0.174,30.3
4.0,0.130,30.4,0.137,30.4,0.135,30.3,0.133,30.3
4.5,0.069,30.5,0.068,30.4,0.104,30.4,0.079,30.4
5.0,-0.006,30.6,-0.002,30.5,0.003,30.6,0.012,30.5
5.5,-0.106,30.7,-0.093,30.7,-0.097,30.7,-0.101,30.7
6.0,-0.159,30.8,-0.157,30.8,-0.154,30.8,-0.156,30.8
6.5,-0.190,30.8,-0.191,30.8,-0.181,30.8,-0.188,30.8
7.0,-0.202,30.8,-0.204,30.8,-0.200,30.9,-0.199,30.8
7.5,-0.207,30.8,-0.207,30.8,-0.209,30.8,-0.208,30.8
8.0,-0.204,30.8,-0.205,30.8,-0.205,30.8,-0.212,30.8
8.5,-0.198,30.8,-0.197,30.8,-0.197,30.8,-0.206,30.8
9.0,-0.188,30.8,-0.188,30.8,-0.188,30.8,-0.191,30.8
9.5,-0.180,30.8,-0.181,30.8,-0.180,30.8,-0.186,30.9
10.0,-0.169,30.8,-0.169,30.9,-0.168,30.8,-0.176,30.9
10.5,-0.160,30.8,-0.162,30.8,-0.163,30.8,-0.163,30.8
11.0,-0.151,30.9,-0.149,30.9,-0.154,30.9,-0.152,30.8
11.5,-0.141,30.9,-0.142,30.9,-0.144,30.9,-0.144,30.8
12.0,-0.132,30.9,-0.133,30.9,-0.133,31.0,-0.138,30.9
12.5,-0.122,31.0,-0.123,31.0,-0.125,31.0,-0.124,31.0
13.0,-0.113,31.0,-0.114,31.0,-0.113,31.0,-0.116,31.0
13.5,-0.105,31.1,-0.105,31.0,-0.106,31.0,-0.115,31.1
14.0,-0.098,31.1,-0.098,31.1,-0.100,31.1,-0.100,31.1
14.5,-0.089,31.2,-0.089,31.2,-0.096,31.1,-0.088,31.1
15.0,-0.078,31.2,-0.079,31.2,-0.082,31.2,-0.083,31.2
15.5,-0.070,31.3,-0.068,31.3,-0.070,31.2,-0.071,31.3
16.0,-0.061,31.3,-0.062,31.3,-0.063,31.3,-0.060,31.3
16.5,-0.054,31.4,-0.054,31.4,-0.054,31.4,-0.056,31.3
17.0,-0.047,31.4,-0.047,31.4,-0.048,31.4,-0.049,31.3
17.5,-0.039,31.5,-0.038,31.5,-0.040,31.4,-0.040,31.4
18.0,-0.029,31.5,-0.028,31.5,-0.029,31.5,-0.029,31.5
18.5,-0.019,31.6,-0.018,31.5,-0.020,31.6,-0.020,31.6
19.0,-0.011,31.6,-0.010,31.6,-0.012,31.7,-0.014,31.6
19.5,-0.003,31.7,-0.002,31.7,-0.002,31.7,-0.004,31.6
20.0,0.005,31.7,0.004,31.7,0.004,31.8,0.004,31.7
20.5,0.010,31.8,0.010,31.8,0.011,31.8,0.011,31.8
21.0,0.018,31.8,0.018,31.8,0.019,31.8,0.019,31.8
21.5,0.025,31.9,0.025,31.9,0.023,31.9,0.023,31.8
22.0,0.030,31.9,0.030,31.9,0.026,31.9,0.030,31.9
22.5,0.035,31.9,0.034,31.9,0.034,31.9,0.033,31.9
23.0,0.038,31.9,0.040,31.9,0.038,31.9,0.038,31.8
23.5,0.041,31.9,0.041,31.9,0.040,31.9,0.041,31.9
24.0,0.044,31.9,0.044,31.9,0.045,31.9,0.046,31.9
24.5,0.049,31.9,0.049,31.8,0.049,31.9,0.047,31.8
25.0,0.052,31.8,0.053,31.8,0.052,31.8,0.050,31.8
25.5,0.055,31.8,0.054,31.8,0.054,31.8,0.056,31.8
26.0,0.057,31.8,0.058,31.8,0.056,31.8,0.057,31.8
26.5,0.058,31.8,0.059,31.8,0.058,31.8,0.059,31.8
27.0,0.060,31.8,0.059,31.8,0.059,31.8,0.059,31.8
27.5,0.063,31.7,0.064,31.7,0.063,31.8,0.065,31.7
28.0,0.067,31.7,0.069,31.7,0.066,31.7,0.068,31.7
28.5,0.070,31.7,0.071,31.7,0.070,31.7,0.071,31.7
29.0,0.072,31.7,0.072,31.7,0.072,31.7,0.070,31.7
29.5,0.074,31.7,0.074,31.7,0.073,31.7,0.072,31.7
