time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,-0.030,32.1,-0.029,32.1,-0.028,32.0,-0.031,32.0
0.5,-0.030,32.1,-0.028,32.1,-0.026,32.1,-0.037,32.1
1.0,-0.018,32.1,-0.018,32.1,-0.025,32.1,-0.019,32.1
1.5,-0.006,32.1,-0.005,32.1,-0.012,32.1,-0.004,32.1
2.0,-0.012,32.1,-0.014,32.1,-0.012,32.1,-0.012,32.1
2.5,-0.006,32.2,-0.010,32.1,-0.011,32.2,-0.005,32.1
3.0,-0.009,32.2,-0.008,32.2,-0.011,32.2,-0.004,32.2
3.5,-0.015,32.2,-0.016,32.2,-0.014,32.2,-0.012,32.2
4.0,-0.020,32.2,-0.018,32.2,-0.017,32.2,-0.018,32.2
4.5,-0.016,32.2,-0.015,32.2,-0.016,32.2,-0.018,32.2
5.0,-0.014,32.2,-0.014,32.2,-0.012,32.2,-0.011,32.2
5.5,-0.005,32.3,-0.006,32.3,-0.009,32.2,-0.010,32.2
6.0,0.007,32.3,0.007,32.3,0.004,32.3,-0.002,32.3
6.5,0.005,32.3,0.001,32.3,0.006,32.3,0.005,32.3
7.0,0.011,32.3,0.014,32.3,0.010,32.3,0.009,32.3
7.5,0.012,32.3,0.011,32.3,0.011,32.3,0.010,32.3
8.0,0.013,32.3,0.014,32.3,0.007,32.3,0.010,32.3
8.5,0.013,32.3,0.014,32.3,0.011,32.3,0.012,32.3
9.0,0.009,32.2,0.009,32.2,0.009,32.2,0.008,32.3
9.5,0.009,32.3,0.009,32.2,0.006,32.2,0.011,32.3
10.0,0.010,32.3,0.013,32.3,0.008,32.3,0.006,32.3
10.5,0.017,32.3,0.017,32.3,0.017,32.3,0.016,32.3
11.0,0.018,32.2,0.024,32.3,0.016,32.2,0.016,32.3
11.5,0.024,32.2,0.028,32.3,0.021,32.3,0.008,32.3
12.0,0.022,32.2,0.022,32.2,0.018,32.2,0.020,32.2
12.5,0.018,32.2,0.018,32.2,0.017,32.2,0.020,32.3
13.0,0.021,32.2,0.023,32.2,0.019,32.1,0.020,32.2
13.5,0.017,32.2,0.017,32.2,0.018,32.2,0.018,32.2
14.0,0.020,32.2,0.025,32.2,0.012,32.2,0.020,32.2
14.5,0.025,32.2,0.029,32.2,0.023,32.2,0.025,32.2
15.0,0.024,32.2,0.026,32.2,0.025,32.2,0.023,32.1
15.5,0.029,32.1,0.029,32.1,0.028,32.1,0.027,32.2
16.0,0.031,32.1,0.039,32.1,0.029,32.1,0.027,32.1
16.5,0.032,32.1,0.034,32.1,0.034,32.1,0.032,32.1
17.0,0.030,32.1,0.037,32.1,0.026,32.1,0.030,32.1
17.5,0.034,32.1,0.041,32.1,0.033,32.1,0.031,32.0
18.0,0.027,32.1,0.031,32.1,0.027,32.1,0.027,32.1
18.5,0.025,32.1,0.026,32.1,0.026,32.0,0.025,32.1
19.0,0.025,32.1,0.029,32.1,0.025,32.1,0.022,32.1
19.5,0.022,32.1,0.022,32.1,0.018,32.0,0.018,32.1
20.0,0.026,32.1,0.034,32.1,0.023,32.1,0.022,32.1
20.5,0.026,32.1,0.031,32.1,0.024,32.1,0.024,32.0
21.0,0.025,32.1,0.026,32.1,0.027,32.1,0.024,32.1
21.5,0.024,32.1,0.025,32.0,0.025,32.1,0.021,32.1
22.0,0.021,32.1,0.028,32.1,0.025,32.0,0.021,32.1
22.5,0.021,32.1,0.027,32.1,0.022,32.1,0.022,32.1
23.0,0.018,32.1,0.022,32.1,0.016,32.1,0.020,32.1
23.5,0.018,32.1,0.024,32.1,0.014,32.1,0.017,32.1
24.0,0.029,32.1,0.028,32.1,0.024,32.2,0.025,32.1
24.5,0.028,32.1,0.026,32.1,0.023,32.1,0.030,32.1
25.0,0.031,32.1,0.036,32.1,0.025,32.1,0.035,32.1
25.5,0.030,32.1,0.031,32.1,0.028,32.1,0.031,32.1
26.0,0.033,32.1,0.040,32.1,0.031,32.1,0.032,32.1
26.5,0.030,32.1,0.035,32.1,0.030,32.1,0.028,32.1
27.0,0.030,32.1,0.033,32.1,0.026,32.1,0.030,32.0
27.5,0.029,32.1,0.030,32.1,0.027,32.1,0.030,32.1
28.0,0.025,32.1,0.026,32.0,0.023,32.1,0.030,32.1
28.5,0.023,32.1,0.020,32.1,0.026,32.1,0.024,32.1
29.0,0.022,32.1,0.022,32.1,0.023,32.1,0.019,32.1
29.5,0.030,32.1,0.032,32.1,0.035,32.1,0.026,32.1
30.0,0.028,32.1,0.026,32.1,0.031,32.1,0.027,32.1
30.5,0.024,32.1,0.024,32.1,0.028,32.1,0.024,32.1
31.0,0.026,32.1,0.025,32.1,0.033,32.1,0.025,32.1
31.5,0.023,32.1,0.021,32.1,0.029,32.1,0.023,32.1
32.0,0.024,32.1,0.022,32.1,0.022,32.1,0.015,32.1
32.5,0.019,32.1,0.018,32.1,0.019,32.1,0.019,32.1
33.0,0.017,32.2,0.016,32.2,0.015,32.2,0.017,32.2
33.5,0.018,32.2,0.019,32.2,0.017,32.2,0.021,32.2
34.0,0.026,32.2,0.024,32.2,0.020,32.2,0.037,32.2
34.5,0.030,32.2,0.032,32.2,0.024,32.2,0.032,32.2
35.0,0.031,32.2,0.030,32.2,0.037,32.2,0.030,32.2
35.5,0.033,32.2,0.031,32.1,0.045,32.2,0.033,32.2
36.0,0.033,32.2,0.030,32.2,0.062,32.2,0.033,32.2
36.5,0.029,32.1,0.027,32.1,0.041,32.1,0.024,32.1
37.0,0.033,32.1,0.028,32.2,0.039,32.1,0.022,32.1
37.5,0.029,32.1,0.033,32.1,0.029,32.1,0.026,32.2
38.0,0.032,32.1,0.031,32.1,0.030,32.2,0.028,32.2
38.5,0.023,32.1,0.021,32.1,0.018,32.1,0.021,32.1
39.0,0.017,32.1,0.016,32.1,0.009,32.1,0.018,32.1
39.5,0.022,32.2,0.022,32.2,0.016,32.1,0.024,32.2
40.0,0.023,32.2,0.029,32.1,0.023,32.1,0.024,32.2
40.5,0.025,32.2,0.024,32.2,0.028,32.2,0.026,32.2
41.0,0.024,32.2,0.022,32.2,0.026,32.2,0.022,32.2
41.5,0.021,32.2,0.021,32.2,0.021,32.2,0.022,32.2
42.0,0.020,32.2,0.018,32.2,0.024,32.2,0.022,32.2
42.5,0.018,32.2,0.016,32.2,0.022,32.2,0.016,32.2
43.0,0.017,32.2,0.015,32.2,0.015,32.2,0.016,32.2
43.5,0.020,32.3,0.018,32.2,0.015,32.3,0.026,32.3
44.0,0.026,32.3,0.022,32.3,0.022,32.3,0.033,32.2
44.5,0.023,32.3,0.023,32.3,0.024,32.3,0.028,32.3
45.0,0.025,32.3,0.022,32.3,0.026,32.2,0.027,32.2
45.5,0.031,32.3,0.028,32.3,0.030,32.3,0.030,32.3
46.0,0.028,32.3,0.034,32.3,0.028,32.2,0.025,32.3
46.5,0.031,32.3,0.040,32.3,0.028,32.3,0.032,32.3
47.0,0.028,32.3,0.031,32.3,0.027,32.3,0.025,32.2
47.5,0.026,32.2,0.028,32.2,0.025,32.2,0.028,32.3
48.0,0.022,32.3,0.024,32.3,0.018,32.2,0.023,32.3
48.5,0.016,32.3,0.018,32.2,0.014,32.3,0.022,32.3
49.0,0.021,32.3,0.022,32.3,0.020,32.3,0.028,32.3
49.5,0.023,32.3,0.021,32.3,0.023,32.3,0.022,32.3
50.0,0.025,32.3,0.024,32.3,0.024,32.3,0.022,32.3
50.5,0.024,32.3,0.024,32.3,0.025,32.3,0.025,32.3
51.0,0.020,32.3,0.019,32.3,0.020,32.3,0.013,32.3
51.5,0.022,32.3,0.023,32.3,0.021,32.4,0.025,32.3
52.0,0.019,32.3,0.016,32.3,0.024,32.3,0.018,32.3
52.5,0.019,32.3,0.017,32.3,0.023,32.3,0.019,32.3
53.0,0.017,32.3,0.018,32.3,0.029,32.3,0.025,32.3
