time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,0.033,29.3,0.033,29.3,0.039,29.3,0.032,29.3
0.5,0.034,29.3,0.034,29.3,0.035,29.3,0.037,29.3
1.0,0.031,29.3,0.033,29.3,0.035,29.3,0.034,29.3
1.5,0.024,29.3,0.024,29.3,0.025,29.4,0.027,29.3
2.0,0.022,29.4,0.022,29.4,0.023,29.4,0.023,29.4
2.5,0.028,29.4,0.029,29.4,0.028,29.4,0.026,29.4
3.0,0.033,29.4,0.033,29.4,0.031,29.4,0.032,29.4
3.5,0.034,29.4,0.032,29.4,0.034,29.4,0.032,29.4
4.0,0.031,29.4,0.032,29.4,0.033,29.4,0.030,29.5
4.5,0.031,29.5,0.032,29.5,0.033,29.4,0.030,29.4
5.0,0.030,29.5,0.031,29.5,0.029,29.5,0.031,29.5
5.5,0.032,29.5,0.033,29.5,0.030,29.5,0.034,29.4
6.0,0.031,29.5,0.033,29.5,0.032,29.5,0.032,29.5
6.5,0.030,29.5,0.030,29.5,0.030,29.5,0.031,29.5
7.0,0.028,29.5,0.028,29.5,0.029,29.5,0.028,29.5
7.5,0.026,29.6,0.027,29.6,0.028,29.5,0.027,29.6
8.0,0.026,29.6,0.026,29.5,0.028,29.5,0.027,29.6
8.5,0.025,29.6,0.026,29.6,0.030,29.5,0.025,29.6
9.0,0.024,29.6,0.024,29.6,0.026,29.6,0.026,29.6
9.5,0.024,29.6,0.024,29.6,0.024,29.6,0.024,29.6
10.0,0.024,29.6,0.023,29.6,0.025,29.6,0.024,29.6
10.5,0.024,29.7,0.023,29.7,0.025,29.7,0.026,29.6
11.0,0.018,29.7,0.018,29.7,0.018,29.7,0.018,29.7
11.5,0.019,29.7,0.020,29.7,0.019,29.7,0.018,29.7
12.0,0.019,29.7,0.019,29.7,0.019,29.7,0.020,29.7
12.5,0.025,29.8,0.025,29.7,0.022,29.8,0.024,29.7
13.0,0.028,29.8,0.029,29.8,0.027,29.7,0.029,29.8
13.5,0.027,29.8,0.028,29.8,0.026,29.8,0.029,29.8
14.0,0.030,29.8,0.031,29.8,0.030,29.8,0.030,29.8
14.5,0.031,29.8,0.032,29.8,0.030,29.8,0.030,29.8
15.0,0.032,29.8,0.031,29.7,0.028,29.8,0.033,29.8
15.5,0.030,29.8,0.030,29.8,0.029,29.8,0.032,29.8
16.0,0.028,29.8,0.027,29.8,0.027,29.8,0.032,29.8
16.5,0.027,29.8,0.027,29.8,0.026,29.8,0.027,29.8
17.0,0.023,29.8,0.024,29.8,0.024,29.9,0.024,29.8
17.5,0.022,29.9,0.024,29.9,0.024,29.8,0.022,29.9
18.0,0.021,29.8,0.021,29.9,0.019,29.8,0.022,29.9
18.5,0.020,29.9,0.020,29.9,0.018,29.9,0.021,29.9
19.0,0.021,29.9,0.021,29.9,0.019,29.9,0.022,29.9
19.5,0.018,29.9,0.018,29.9,0.018,29.9,0.019,29.9
20.0,0.017,30.0,0.017,29.9,0.017,29.9,0.017,29.9
20.5,0.013,30.0,0.014,30.0,0.014,30.0,0.017,29.9
21.0,0.014,30.0,0.014,30.0,0.013,30.0,0.015,30.0
21.5,0.012,30.0,0.012,30.0,0.014,30.0,0.014,30.0
22.0,0.010,30.1,0.011,30.0,0.012,30.0,0.010,30.0
22.5,0.011,30.1,0.009,30.1,0.010,30.1,0.010,30.1
23.0,0.010,30.1,0.010,30.1,0.010,30.1,0.010,30.1
23.5,0.013,30.1,0.014,30.1,0.012,30.1,0.014,30.1
24.0,0.014,30.1,0.014,30.1,0.016,30.1,0.015,30.1
24.5,0.014,30.1,0.015,30.2,0.015,30.1,0.014,30.1
25.0,0.013,30.2,0.015,30.2,0.014,30.2,0.012,30.2
25.5,0.013,30.2,0.012,30.2,0.013,30.2,0.012,30.2
26.0,0.013,30.2,0.013,30.2,0.012,30.2,0.012,30.2
26.5,0.010,30.2,0.011,30.2,0.012,30.2,0.011,30.2
27.0,0.007,30.2,0.007,30.2,0.010,30.2,0.008,30.3
27.5,0.004,30.2,0.007,30.2,0.006,30.2,0.006,30.3
28.0,0.004,30.3,0.005,30.3,0.006,30.3,0.007,30.2
28.5,0.007,30.3,0.008,30.3,0.007,30.3,0.007,30.3
29.0,0.008,30.3,0.009,30.3,0.013,30.3,0.008,30.3
29.5,0.009,30.3,0.010,30.3,0.013,30.3,0.008,30.3
30.0,0.008,30.4,0.010,30.4,0.007,30.4,0.008,30.3
30.5,0.007,30.4,0.008,30.4,0.007,30.4,0.007,30.4
31.0,0.010,30.4,0.011,30.3,0.010,30.4,0.010,30.4
31.5,0.009,30.4,0.010,30.4,0.007,30.4,0.010,30.4
32.0,0.008,30.4,0.008,30.4,0.009,30.4,0.009,30.4
32.5,0.007,30.4,0.008,30.4,0.009,30.4,0.007,30.4
33.0,0.008,30.5,0.009,30.5,0.007,30.5,0.008,30.4
33.5,0.007,30.5,0.006,30.5,0.006,30.5,0.008,30.5
34.0,0.004,30.5,0.004,30.5,0.006,30.5,0.006,30.5
34.5,0.005,30.5,0.004,30.5,0.005,30.5,0.005,30.5
35.0,0.005,30.5,0.004,30.5,0.006,30.5,0.008,30.5
35.5,0.005,30.5,0.006,30.5,0.006,30.5,0.005,30.5
36.0,0.002,30.6,0.003,30.6,0.002,30.6,0.002,30.5
36.5,0.002,30.6,0.002,30.5,0.000,30.5,0.002,30.6
37.0,0.002,30.6,0.001,30.6,0.003,30.6,0.002,30.6
37.5,-0.001,30.6,-0.002,30.6,-0.001,30.6,-0.000,30.6
38.0,-0.005,30.6,-0.004,30.6,-0.005,30.6,-0.006,30.6
38.5,-0.010,30.7,-0.010,30.7,-0.009,30.6,-0.009,30.6
39.0,-0.023,30.7,-0.022,30.7,-0.020,30.6,-0.020,30.7
39.5,-0.054,30.7,-0.052,30.7,-0.045,30.7,-0.034,30.7
40.0,-0.104,30.7,-0.097,30.7,-0.079,30.7,-0.103,30.7
40.5,-0.142,30.6,-0.141,30.7,-0.119,30.7,-0.143,30.6
41.0,-0.129,30.5,-0.130,30.5,-0.132,30.5,-0.131,30.5
41.5,-0.100,30.4,-0.101,30.4,-0.106,30.4,-0.102,30.5
42.0,-0.061,30.4,-0.068,30.4,-0.072,30.4,-0.064,30.4
42.5,-0.040,30.4,-0.040,30.4,-0.056,30.4,-0.042,30.4
43.0,-0.031,30.5,-0.032,30.5,-0.033,30.5,-0.032,30.5
43.5,-0.025,30.5,-0.025,30.5,-0.027,30.5,-0.026,30.5
44.0,-0.014,30.6,-0.013,30.6,-0.014,30.6,-0.016,30.6
44.5,-0.016,30.7,-0.016,30.7,-0.010,30.7,-0.016,30.7
45.0,-0.021,30.7,-0.021,30.7,-0.017,30.7,-0.023,30.7
45.5,-0.025,30.7,-0.025,30.7,-0.024,30.7,-0.025,30.7
46.0,-0.021,30.8,-0.020,30.8,-0.021,30.8,-0.021,30.7
46.5,-0.020,30.8,-0.019,30.8,-0.019,30.8,-0.020,30.8
47.0,-0.017,30.8,-0.017,30.8,-0.018,30.9,-0.019,30.8
47.5,-0.012,30.9,-0.011,30.9,-0.017,30.8,-0.013,30.8
48.0,-0.007,30.9,-0.007,30.9,-0.012,30.9,-0.005,30.9
48.5,-0.013,30.9,-0.012,30.9,-0.009,31.0,-0.011,30.9
49.0,-0.027,31.0,-0.025,31.0,-0.017,31.0,-0.025,30.9
49.5,-0.039,31.0,-0.039,31.0,-0.028,31.0,-0.035,31.0
50.0,-0.046,31.0,-0.045,31.0,-0.047,31.0,-0.045,31.0
50.5,-0.031,31.0,-0.031,31.0,-0.037,31.0,-0.033,31.0
51.0,-0.020,31.0,-0.020,31.0,-0.019,31.0,-0.028,31.0
51.5,-0.016,31.0,-0.016,31.0,-0.015,31.0,-0.027,31.0
52.0,-0.018,31.1,-0.017,31.0,-0.019,31.1,-0.018,31.1
52.5,-0.014,31.1,-0.012,31.1,-0.015,31.1,-0.016,31.1
53.0,-0.014,31.1,-0.013,31.1,-0.015,31.1,-0.010,31.1
53.5,-0.023,31.1,-0.023,31.1,-0.020,31.1,-0.021,31.1
54.0,-0.031,31.1,-0.030,31.1,-0.028,31.2,-0.031,31.1
54.5,-0.028,31.1,-0.029,31.1,-0.028,31.2,-0.029,31.1
55.0,-0.022,31.2,-0.023,31.1,-0.023,31.1,-0.023,31.2
55.5,-0.017,31.2,-0.018,31.2,-0.017,31.2,-0.018,31.2
56.0,-0.021,31.2,-0.021,31.2,-0.020,31.1,-0.018,31.2
56.5,-0.024,31.2,-0.023,31.2,-0.023,31.2,-0.022,31.2
57.0,-0.015,31.2,-0.015,31.2,-0.016,31.2,-0.018,31.2
57.5,-0.005,31.2,-0.006,31.2,-0.005,31.2,-0.008,31.2
58.0,-0.000,31.2,-0.001,31.2,-0.001,31.2,-0.002,31.2
58.5,0.009,31.3,0.009,31.3,0.009,31.2,0.002,31.2
59.0,0.013,31.2,0.013,31.3,0.014,31.2,0.009,31.3
59.5,0.012,31.2,0.013,31.2,0.014,31.2,0.012,31.2
60.0,0.016,31.2,0.016,31.2,0.016,31.2,0.016,31.2
60.5,0.018,31.2,0.018,31.2,0.018,31.2,0.019,31.2
61.0,0.018,31.2,0.017,31.2,0.018,31.2,0.018,31.2
61.5,0.017,31.2,0.016,31.2,0.014,31.2,0.017,31.2
62.0,0.020,31.2,0.021,31.2,0.017,31.1,0.016,31.1
62.5,0.023,31.1,0.024,31.1,0.024,31.1,0.020,31.1
63.0,0.026,31.1,0.026,31.1,0.027,31.1,0.024,31.1
63.5,0.028,31.1,0.028,31.1,0.028,31.1,0.028,31.1
64.0,0.028,31.1,0.029,31.1,0.028,31.1,0.028,31.1
64.5,0.029,31.0,0.030,31.0,0.029,31.0,0.029,31.0
65.0,0.027,31.0,0.027,31.0,0.027,31.0,0.027,31.0
65.5,0.027,31.0,0.028,31.0,0.024,31.0,0.026,31.0
66.0,0.030,30.9,0.029,30.9,0.027,31.0,0.028,31.0
66.5,0.030,30.9,0.029,30.9,0.030,30.9,0.031,31.0
67.0,0.030,30.9,0.029,30.9,0.032,30.9,0.031,30.9
67.5,0.030,30.9,0.030,30.9,0.030,30.9,0.031,30.9
68.0,0.031,30.9,0.032,30.9,0.031,30.9,0.030,30.9
68.5,0.028,30.9,0.030,30.9,0.028,30.9,0.028,30.8
69.0,0.024,30.9,0.025,30.9,0.024,30.8,0.028,30.9
69.5,0.024,30.9,0.023,30.9,0.024,30.9,0.023,30.9
70.0,0.022,30.9,0.022,30.9,0.023,30.9,0.023,30.9
70.5,0.024,30.9,0.025,30.9,0.024,30.9,0.025,30.9
71.0,0.024,30.9,0.026,30.9,0.024,30.9,0.022,30.9
71.5,0.027,30.9,0.027,30.9,0.027,30.8,0.024,30.9
72.0,0.029,30.9,0.029,30.9,0.030,30.8,0.027,30.9
