sample_name,pump_rollers,cycle_number,a1,a2,a3,a4,h1,h2,h3,h4,b1,b2,b3,b4,duration_sec,flow_max_ml_min,flow_min_ml_min,viscosity_cp
CF955,3,9,0.06725567829282111,0.23223761029766804,0.5000000000000001,0.9720225496926559,0.2330170225163087,0.16608740018988155,-0.010000000000000002,-0.511381894726126,0.030830219363731766,0.050661795166528543,0.041408596691327466,0.034081470958336246,54.5,0.0,-0.089,1.0
F50,3,1,6.52235902903124e-41,0.2067967035962248,0.7251643255250745,0.9848426709623808,0.5431645254833235,0.04313759401370575,-0.049070125937170854,-0.7038471171872762,0.09899999999999999,0.0054664362717883495,0.038436478605712775,0.014499137105208266,109.5,0.032,-0.172,50.0
F50,3,2,0.022756278054146154,0.20095695829205235,0.7698264792044994,0.9850883650341636,0.3842674680413919,0.18226536321022743,-0.038247399877490595,-0.6046818132825028,0.011230868353814429,0.022036575083717404,0.015857631651660726,0.014366756121576193,110.0,0.032,-0.172,50.0
F50,3,3,0.021072848172287387,0.21303551256000838,0.7332752626232606,0.984415622102199,0.49239728088417434,0.16248045926371885,-0.03010743760205,-0.8136452470815673,0.010744487204696278,0.019596276407444397,0.012962338836673129,0.014625320068960416,109.0,0.03,-0.174,50.0
F50,3,4,0.017567787144611966,0.2217668461788459,0.754747043902976,0.9847607689046682,0.33857035825117787,0.15110612119114944,-0.033667944456895346,-0.5935109210102556,0.01011953814321805,0.02062781592174041,0.01921287563658656,0.014261846730079141,110.0,0.028,-0.189,50.0
F50,3,5,0.0232860466932423,0.21371733402349996,0.7694625842594656,0.9849923200464782,0.42686374482919287,0.15524142564906804,-0.03280268149977103,-0.607585159790253,0.01151545108330203,0.0227582210310211,0.014382279648051317,0.013798459263197345,110.5,0.03,-0.189,50.0
F100,3,1,0.0155737887494827,0.1969895945346278,0.7439049520828392,0.9848108231654915,0.5608655672241694,0.18004911492498302,-0.04239174302419779,-0.9132505807123935,0.016124778567694804,0.021170987271694648,0.016276877461599892,0.014447102272985178,112.0,0.031,-0.161,100.0
F100,3,2,0.017495067053898816,0.1903690845712771,0.7422149271611072,0.9855447360689457,0.42623329506801483,0.19887079906559824,-0.04399665892412723,-0.77743818370402,0.011449983895124425,0.019633003885382482,0.019495108435032715,0.014853513779485726,112.0,0.03,-0.161,100.0
F100,3,3,0.03856947470785638,0.4967571879003424,0.7448488869249192,0.9853576840915372,0.6058049227577276,0.010000000000024788,-0.04465885659836276,-0.7618038234448474,0.07557539483563812,0.09899999999969583,0.02645783444640289,0.014892987379643561,111.0,0.032,-0.184,100.0
F100,3,4,0.022298200612909276,0.21136148759938575,0.7495067749542033,0.9857054878311834,0.4145547602678768,0.14299952992823292,-0.036849765673738016,-0.648695519881095,0.01090477707067974,0.023138660053415364,0.02054633527091604,0.014801580187725228,111.5,0.032,-0.184,100.0
F100,3,5,0.021692250609277847,0.20089605266752475,0.7609973746354013,0.9857000995018925,0.4495325075578625,0.2030662758743378,-0.03848901889416637,-0.7872909460045024,0.010605486078772153,0.02261669201501475,0.02090539127803695,0.015239700174317623,112.5,0.032,-0.151,100.0
F100,3,6,0.008716960767167612,0.20219167559215412,0.7513312995277889,0.9847854929352108,0.569056226810189,0.19026133264241277,-0.03873886768629851,-0.9524722794467638,0.016615596597487674,0.022061492448611653,0.011103694835112681,0.015020595163264984,110.5,0.032,-0.157,100.0
F200,3,1,0.01974622373281233,0.19569215235008308,0.7650018506121335,0.9873337911053617,0.5008273592772887,0.20307677111978867,-0.05859797475217751,-0.9183188112307505,0.013693980459996489,0.023318272752341836,0.02911893426331908,0.016242781432936868,113.5,0.035,-0.138,200.0
F200,3,2,0.02643395516648639,0.1776959897723251,0.7793521406618122,0.9853470004723354,0.4017605710965655,0.21196415689482498,-0.05577400694384255,-0.6817959909971552,0.013480472436175126,0.023169446128569655,0.018228208883166327,0.014331294861792538,111.5,0.033,-0.153,200.0
F200,3,3,0.023680677272072584,0.200639686068313,0.7590461164797221,0.9857366846676848,0.5429518958626346,0.1931843560467093,-0.044006198396366374,-0.7449517022932718,0.01179312165080383,0.0227844414817669,0.017368320490597704,0.01593840382911149,110.5,0.033,-0.153,200.0
F200,3,4,0.02137173526891297,0.20944231639971914,0.7543416085866899,0.9856863741980523,0.46519889298058315,0.19892549347687583,-0.0505091283795891,-0.8229424970562766,0.012175552700114736,0.02160590873133873,0.023003946674307673,0.014835312343505817,113.5,0.032,-0.152,200.0
F200,3,5,0.02218241285958959,0.19673021841951152,0.7554206643455437,0.9851346345653398,0.4392634830314664,0.2031409190021255,-0.04817391026331408,-0.73317707263212,0.010884541350639397,0.02189696578158226,0.017464883065299936,0.01393578345624229,112.5,0.032,-0.152,200.0
F200,3,6,0.021342610902619383,0.20884082155454026,0.7666800078628968,0.9864115914697852,0.5053779196183572,0.20848423254808632,-0.04902663957746533,-0.7028185154570308,0.010316319291469879,0.02027262839370242,0.018793018254745695,0.016203556749455266,111.0,0.032,-0.139,200.0
F200,3,7,0.026641163994722175,0.2037637056372083,0.7522858814464894,0.9851938483489137,0.5426619850292276,0.19329561907986503,-0.04799047733309078,-0.8557746377215885,0.013575009475897012,0.027102303555713966,0.012990151752500264,0.014914671283899785,112.5,0.032,-0.14,200.0
F350,3,1,0.024403882086975043,0.20055484707918841,0.747074154988731,0.9869377859572366,0.6033674832114453,0.1389767460390468,-0.04046453481301501,-0.5522641382924347,0.012220476395301747,0.02051719052141645,0.026775254561339345,0.016752365672780906,110.5,0.038,-0.212,350.0
F350,3,2,0.028579495729189736,0.20203482065067357,0.7513946265219233,0.9859163299161602,0.5330789065868439,0.21919733314471773,-0.06092935787328166,-0.9433051459283198,0.01481345723598739,0.02779075095550236,0.024594395623925278,0.015504665146818804,112.0,0.035,-0.127,350.0
F350,3,3,0.021448932288339394,0.20109882606289067,0.7592139918779913,0.98523418066012,0.533213282963426,0.22909920951312,-0.053052664341939546,-0.9090289517850858,0.010477396312841707,0.018624992823669147,0.01540965251423766,0.015252950119827753,111.5,0.033,-0.127,350.0
F350,3,4,0.02554331679712527,0.19835386151597795,0.7575981152270176,0.9863493840384292,0.5433925520601129,0.255107042869695,-0.06046870387236677,-0.9010696644684199,0.01292243774470672,0.02647843458107119,0.023264569149853465,0.01627922442808557,110.5,0.032,-0.121,350.0
F350,3,5,0.02495896911517492,0.19892173322804224,0.7750555998826433,0.9868045866391274,0.5736686075772139,0.23824625505547253,-0.062298252380365814,-0.8425236630775312,0.012555741545621984,0.02827046251346573,0.01690955343363901,0.016373717904189917,112.0,0.033,-0.121,350.0
F350,3,6,0.02494337564750643,0.19402907393450433,0.7685101972137124,0.9863242575694672,0.498328965135887,0.26602018976971065,-0.06348697169509843,-0.932695505913462,0.012685861155539149,0.025566772965518507,0.016965564652216072,0.016289686681494345,112.5,0.032,-0.119,350.0
F500,3,1,0.026326440800950937,0.18918689207402029,0.7586993358320846,0.9866078736091556,0.5423000971480127,0.28131192665406,-0.05892972046142853,-0.9596116157683329,0.013406309314821493,0.02715270566606935,0.028430616120511044,0.017104111488649477,110.0,0.031,-0.108,500.0
F500,3,2,0.024153455783405785,0.1992914345453992,0.7633425518211625,0.986484923403436,0.5864553043749242,0.24700670674368916,-0.061972317368208234,-0.9276579622771006,0.012189229585889222,0.022290737411112285,0.019456473798807643,0.01683423201578132,111.0,0.03,-0.108,500.0
F500,3,3,0.015940180225656558,0.1914833990641898,0.75031213878244,0.9819343710481605,0.5536119525199872,0.28589392484735465,-0.0633337998248887,-0.9899999999999999,0.015855018516662885,0.02005312930992083,0.020147519775845567,0.01679167467545631,113.0,0.03,-0.11,500.0
F500,3,4,0.02832534874179551,0.18286507608948338,0.766079969791078,0.9867632368908336,0.5021806887006319,0.2900621070079087,-0.07160563280125022,-0.7823183497754678,0.014392339701507615,0.031212896700227095,0.029039883069858226,0.01757800020813401,108.5,0.03,-0.11,500.0
F500,3,5,0.027133565865413937,0.19355148383891,0.7689443862698387,0.9869445471447763,0.5357861747359968,0.291216728281698,-0.07551100674072983,-0.9421526212608444,0.013810881614909828,0.034288629171063574,0.01909924451160433,0.01646760088314723,112.0,0.031,-0.102,500.0
F500,3,6,0.02587298744127578,0.18914227735558967,0.7668640613486486,0.986639159330434,0.5592575637366662,0.29078483765377755,-0.07356628712546474,-0.9083435505935535,0.013141515631053226,0.027845605265692665,0.019500852574898773,0.016757053197220952,111.5,0.031,-0.106,500.0
F500,3,7,0.02850061195100958,0.18361276401014096,0.7737651863166339,0.9885120747100806,0.4752498232154179,0.2958114369191379,-0.06582417912285536,-0.9899999997349446,0.014489011538157568,0.031605961962548536,0.02500330823834684,0.01897547550164259,110.0,0.031,-0.106,500.0
F1000,3,1,0.029139527053320752,0.12673198092471183,0.7585221103665475,0.9877442452472842,0.7636448239648883,0.15358022031024118,-0.0309774794082812,-0.34262737480138117,0.014442633482541026,0.04323556615942104,0.023030358934342958,0.01890376380294971,108.5,0.037,-0.362,1000.0
F1000,3,2,0.02945682471931472,0.17538232582970492,0.764586707246181,0.9876064349056461,0.45224409117909836,0.39312152912109116,-0.0813846272867365,-0.9592609842302158,0.014840868470947408,0.03434557212683929,0.031131416224709718,0.0186152631353239,109.0,0.034,-0.092,1000.0
F1000,3,3,0.02760779558531849,0.18709506094261144,0.7601349839114672,0.9858286089309781,0.5593854831663713,0.3512162508831157,-0.08130169491461804,-0.9899999999999999,0.014333561368925593,0.02681448005039847,0.022983157604581098,0.018546822275909022,111.0,0.033,-0.092,1000.0
F1000,3,4,0.018266202244873485,0.1834096011142017,0.753992077608488,0.978676303371283,0.530577686477524,0.37511283785952093,-0.07976951250782185,-0.9899999999999999,0.021127256572703663,0.022870068463298754,0.022479708050203873,0.016934820245528896,111.5,0.033,-0.089,1000.0
F1000,3,5,0.031701898822293434,0.16516186004713934,0.7687935711926104,0.9883051159027662,0.41923645991048397,0.42861802700305635,-0.09174815448286094,-0.9687751344156429,0.015441228019695231,0.03791556413210903,0.028791116872151395,0.0192620901454191,108.5,0.032,-0.089,1000.0
F1000,3,6,0.02876140473920766,0.17871361522964618,0.7763263494860225,0.9878809719412258,0.4809217865276692,0.3953701230983881,-0.09861901811002972,-0.9899999998328901,0.014512048992132882,0.036312874001267405,0.020313805700315633,0.018143041848905115,111.5,0.034,-0.083,1000.0
F5000,3,1,0.03605518722413358,0.12245397995513733,0.768677509620778,0.989999999999994,0.4287978531340306,0.574567857350204,-0.04287681526870658,-0.3631587235783422,0.015180999092629894,0.04259153500740852,0.02699124025826615,0.025403424330086483,107.5,0.057,-0.382,5000.0
F5000,3,2,0.030844848691496864,0.1605853746561067,0.7923451557311538,0.9786646414940862,0.21785077690577606,0.7701580835682116,-0.21178747254489053,-0.9899999999999999,0.017405337971363663,0.04598768788595656,0.027528741719347313,0.020715295164812405,111.0,0.054,-0.054,5000.0
F5000,3,3,0.09344773578821716,0.14203179037749072,0.7756545325627554,0.9735489738265624,0.430258918268486,0.6516559742533589,-0.23054407776091498,-0.9899999999999999,0.09899999999999999,0.039437163344107316,0.03269316851123792,0.019945937428998434,111.5,0.055,-0.048,5000.0
F5000,3,4,0.1302597357405568,0.19209267807646557,0.785959646562962,0.9764616354319055,0.8933727566172595,0.11796636188289969,-0.2104107290847094,-0.9899999999999999,0.05411557318247949,0.024802002721450767,0.039650909933300914,0.020717879284833846,110.0,0.052,-0.048,5000.0
F5000,3,5,0.048690235836132745,0.15493479770959392,0.7875015094118231,0.9739295585099721,0.3785931429501875,0.7284397263478655,-0.27040397110118264,-0.9899999999999999,0.09899999999999999,0.042496465685620696,0.046917525563838984,0.020285728933154504,112.5,0.05,-0.047,5000.0
F5000,3,6,0.14122963410415237,0.46235414870726677,0.7653699199518001,0.9816950103643857,0.9353963532653641,0.032986480874683984,-0.22548056990624782,-0.9899999999999999,0.04719021418252146,0.013984027999907837,0.03907204742307672,0.019820439751889022,110.0,0.049,-0.047,5000.0
F5000,3,7,0.0398909715578735,0.1747104013429677,0.7863037269031211,0.979659046947957,0.07984209582695168,0.8720909437890082,-0.18652422828731066,-0.9899999999999999,0.011683043488113682,0.047285907951037306,0.030073482138480073,0.021038129951233067,110.5,0.046,-0.044,5000.0
