time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,0.022,32.0,0.022,32.0,0.023,32.0,0.021,32.0
0.5,0.023,32.0,0.022,32.0,0.024,32.0,0.024,32.1
1.0,0.024,32.0,0.023,32.0,0.023,32.1,0.025,32.0
1.5,0.022,32.1,0.023,32.1,0.020,32.0,0.022,32.0
2.0,0.021,32.1,0.020,32.1,0.021,32.0,0.020,32.1
2.5,0.022,32.1,0.022,32.1,0.020,32.1,0.021,32.1
3.0,0.020,32.1,0.021,32.1,0.019,32.1,0.023,32.0
3.5,0.024,32.1,0.025,32.1,0.025,32.1,0.025,32.1
4.0,0.022,32.1,0.023,32.1,0.021,32.1,0.021,32.1
4.5,0.017,32.1,0.017,32.1,0.019,32.1,0.017,32.1
5.0,0.019,32.1,0.018,32.1,0.020,32.1,0.020,32.1
5.5,0.019,32.2,0.020,32.2,0.019,32.2,0.022,32.2
6.0,0.018,32.2,0.018,32.2,0.018,32.2,0.021,32.2
6.5,0.016,32.2,0.015,32.2,0.017,32.2,0.016,32.2
7.0,0.014,32.2,0.012,32.2,0.016,32.2,0.014,32.1
7.5,0.011,32.2,0.012,32.2,0.018,32.2,0.013,32.3
8.0,0.011,32.2,0.010,32.2,0.015,32.2,0.009,32.2
8.5,0.016,32.3,0.016,32.3,0.022,32.3,0.014,32.2
9.0,0.016,32.3,0.019,32.3,0.017,32.3,0.016,32.3
9.5,0.018,32.3,0.019,32.3,0.020,32.3,0.019,32.3
10.0,0.018,32.3,0.018,32.3,0.022,32.3,0.017,32.3
10.5,0.017,32.3,0.017,32.3,0.017,32.4,0.016,32.3
11.0,0.017,32.3,0.016,32.3,0.016,32.3,0.019,32.3
11.5,0.014,32.4,0.014,32.4,0.013,32.4,0.020,32.4
12.0,0.012,32.4,0.013,32.4,0.012,32.4,0.014,32.3
12.5,0.013,32.4,0.014,32.4,0.010,32.4,0.014,32.4
13.0,0.014,32.4,0.015,32.4,0.014,32.4,0.015,32.4
