pump,liquid,known_viscosity_cP,cycle_number,A,B,tau_normalized,tau_physical,tau,A_error,B_error,tau_normalized_error,tau_physical_error,tau_error,r_squared,rmse,cycle_duration,cycle_amplitude,time_span_normalized,time_span_physical
4-Roller Pump,CF955,1.0,8,-0.0032878787878787836,0.1263911463948346,0.6060327114201836,49.08864962503487,49.08864962503487,0.004477738258668554,0.02991540051631248,0.11526101566182081,9.336142268607485,9.336142268607485,0.46689793920919076,0.014843262830924263,81.0,0.21300000000000002,0.9382716049382716,76.0
4-Roller Pump,CF955,1.0,9,-0.0028735930735930694,0.13801908443605787,0.5679464545070968,45.435716360567746,45.435716360567746,0.00444170831552924,0.030608607662092835,0.0959673054388952,7.677384435111616,7.677384435111616,0.5005925711119925,0.014442929108533738,80.0,0.21000000000000002,0.9375,75.0
4-Roller Pump,F50,50.0,1,-0.0015437229437229416,0.18533766233700918,0.5105032409347462,40.074504413377575,40.074504413377575,0.0032628429476624886,0.023815377394176298,0.04566253989110333,3.5845093814516114,3.5845093814516114,0.6370131226037756,0.0102707532791957,78.5,0.195,0.9363057324840764,73.5
4-Roller Pump,F50,50.0,2,-0.002867099567099417,0.18059618083289003,0.510491109530363,41.86027098148977,41.86027098148977,0.0036548355776975724,0.0264054188089112,0.052338936805697726,4.291792818067213,4.291792818067213,0.5521730001052303,0.011755138385569703,82.0,0.16999999999999998,0.9390243902439024,77.0
4-Roller Pump,F50,50.0,3,-0.0023593073593073505,0.18320434376844216,0.5009097020501796,39.57186646196419,39.57186646196419,0.0035932320250786592,0.02633659616205023,0.04970821187930849,3.9269487384653705,3.9269487384653705,0.5982231219319857,0.01128910683062315,79.0,0.172,0.9367088607594937,74.0
4-Roller Pump,F50,50.0,4,-0.0016021645021644998,0.17515522983912293,0.5128229794417457,41.5386613347814,41.5386613347814,0.0035975670982355246,0.026198170056559316,0.05351014335644634,4.334321611872154,4.334321611872154,0.5698679619260776,0.011509405651683182,81.0,0.187,0.9382716049382716,76.0
4-Roller Pump,F50,50.0,5,-0.002484415584415521,0.1767239748160968,0.5162879298272179,41.30303438617744,41.30303438617744,0.003540699724124698,0.02556203076646383,0.05270991138948734,4.216792911158987,4.216792911158987,0.5657298798240655,0.011275070518283145,80.0,0.19,0.9375,75.0
4-Roller Pump,F50,50.0,6,-0.0013316017316017297,0.17029870129870103,0.5268892181073905,42.94147127575233,42.94147127575233,0.0033488403973719297,0.024125630255233864,0.052975406181519136,4.31749560379381,4.31749560379381,0.5973369405992351,0.010816044612260777,81.5,0.175,0.9386503067484663,76.5
4-Roller Pump,F50,50.0,7,-0.002339393939393566,0.19275072057381515,0.49121003246626904,38.55998754860212,38.55998754860212,0.003552730728605155,0.026274805973810256,0.04560477199094048,3.5799746012888276,3.5799746012888276,0.6155143003498469,0.011079213886087612,78.5,0.193,0.9363057324840764,73.5
4-Roller Pump,F100,100.0,1,-0.0016688311688311667,0.1901298701298691,0.5073258068656716,40.83972745268657,40.83972745268657,0.003444946177478146,0.025219730105061216,0.046586677111111176,3.7502275074444498,3.7502275074444498,0.6067249039806751,0.010959648794127775,80.5,0.19,0.937888198757764,75.5
