time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,0.045,30.9,0.046,30.9,0.047,30.9,0.044,30.9
0.5,0.045,31.0,0.046,31.0,0.046,30.9,0.044,31.0
1.0,0.043,31.0,0.042,31.0,0.044,31.0,0.042,31.0
1.5,0.042,31.1,0.042,31.1,0.042,31.1,0.042,31.1
2.0,0.039,31.1,0.040,31.1,0.044,31.1,0.040,31.1
2.5,0.040,31.1,0.041,31.1,0.040,31.1,0.041,31.1
3.0,0.040,31.2,0.040,31.2,0.041,31.1,0.041,31.1
3.5,0.040,31.2,0.040,31.1,0.040,31.2,0.041,31.1
4.0,0.040,31.2,0.039,31.2,0.040,31.2,0.040,31.2
4.5,0.039,31.2,0.038,31.2,0.040,31.3,0.039,31.2
5.0,0.037,31.2,0.037,31.3,0.038,31.2,0.037,31.2
5.5,0.036,31.3,0.038,31.3,0.036,31.3,0.038,31.3
6.0,0.036,31.3,0.036,31.3,0.036,31.2,0.038,31.3
6.5,0.034,31.3,0.035,31.3,0.034,31.3,0.036,31.3
7.0,0.034,31.3,0.032,31.3,0.033,31.3,0.035,31.3
7.5,0.034,31.3,0.034,31.3,0.034,31.3,0.034,31.3
8.0,0.034,31.4,0.035,31.4,0.034,31.4,0.035,31.4
8.5,0.035,31.4,0.034,31.4,0.035,31.4,0.036,31.4
9.0,0.036,31.4,0.036,31.4,0.037,31.4,0.035,31.4
9.5,0.037,31.4,0.038,31.4,0.038,31.4,0.036,31.5
10.0,0.037,31.4,0.038,31.4,0.040,31.4,0.037,31.4
10.5,0.038,31.4,0.039,31.5,0.037,31.4,0.038,31.4
11.0,0.037,31.5,0.037,31.5,0.037,31.5,0.039,31.4
11.5,0.036,31.5,0.037,31.5,0.036,31.4,0.037,31.5
12.0,0.038,31.5,0.038,31.5,0.034,31.5,0.038,31.5
12.5,0.039,31.5,0.040,31.5,0.038,31.5,0.038,31.5
13.0,0.040,31.5,0.041,31.5,0.041,31.5,0.038,31.4
13.5,0.040,31.5,0.040,31.5,0.039,31.5,0.039,31.5
14.0,0.040,31.5,0.041,31.5,0.041,31.5,0.039,31.5
14.5,0.041,31.5,0.041,31.6,0.042,31.5,0.041,31.5
15.0,0.039,31.5,0.040,31.5,0.040,31.5,0.040,31.5
15.5,0.039,31.5,0.040,31.5,0.039,31.6,0.040,31.5
16.0,0.037,31.5,0.037,31.6,0.037,31.6,0.039,31.5
16.5,0.036,31.6,0.036,31.5,0.036,31.6,0.037,31.6
17.0,0.036,31.6,0.036,31.6,0.036,31.6,0.036,31.6
17.5,0.036,31.6,0.037,31.6,0.035,31.6,0.037,31.6
18.0,0.036,31.6,0.036,31.6,0.036,31.6,0.038,31.6
18.5,0.036,31.6,0.037,31.6,0.036,31.6,0.037,31.6
19.0,0.037,31.6,0.037,31.6,0.037,31.6,0.036,31.6
19.5,0.038,31.6,0.036,31.6,0.038,31.6,0.038,31.6
20.0,0.037,31.7,0.038,31.7,0.037,31.6,0.037,31.6
20.5,0.036,31.6,0.037,31.6,0.036,31.7,0.035,31.6
21.0,0.034,31.7,0.035,31.7,0.036,31.6,0.034,31.7
21.5,0.035,31.7,0.034,31.7,0.035,31.7,0.037,31.7
22.0,0.036,31.7,0.036,31.7,0.040,31.7,0.038,31.7
22.5,0.038,31.7,0.038,31.7,0.038,31.7,0.038,31.7
23.0,0.036,31.7,0.036,31.7,0.037,31.7,0.038,31.7
23.5,0.034,31.7,0.036,31.7,0.035,31.7,0.034,31.7
24.0,0.034,31.7,0.035,31.7,0.034,31.8,0.033,31.7
24.5,0.034,31.7,0.034,31.7,0.035,31.8,0.035,31.8
25.0,0.033,31.7,0.033,31.7,0.034,31.7,0.033,31.7
