time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,0.022,30.6,0.021,30.6,0.024,30.6,0.022,30.6
0.5,0.023,30.6,0.023,30.6,0.022,30.5,0.025,30.6
1.0,0.024,30.6,0.024,30.6,0.025,30.6,0.026,30.6
1.5,0.024,30.6,0.024,30.7,0.025,30.6,0.024,30.7
2.0,0.024,30.6,0.024,30.6,0.024,30.6,0.023,30.6
2.5,0.024,30.7,0.025,30.7,0.025,30.7,0.025,30.7
3.0,0.026,30.7,0.027,30.7,0.026,30.7,0.024,30.6
3.5,0.027,30.7,0.027,30.7,0.028,30.7,0.025,30.7
4.0,0.027,30.7,0.027,30.7,0.028,30.7,0.027,30.7
4.5,0.028,30.7,0.027,30.7,0.028,30.7,0.030,30.7
5.0,0.028,30.7,0.028,30.7,0.029,30.7,0.030,30.7
5.5,0.029,30.7,0.029,30.7,0.029,30.7,0.029,30.7
6.0,0.028,30.7,0.029,30.7,0.029,30.7,0.027,30.7
6.5,0.028,30.7,0.028,30.6,0.026,30.6,0.028,30.7
7.0,0.026,30.7,0.027,30.7,0.026,30.7,0.027,30.6
7.5,0.025,30.7,0.025,30.7,0.026,30.7,0.028,30.7
8.0,0.024,30.7,0.025,30.7,0.026,30.7,0.026,30.7
8.5,0.026,30.7,0.027,30.7,0.025,30.7,0.027,30.7
9.0,0.028,30.7,0.028,30.7,0.028,30.7,0.028,30.7
9.5,0.028,30.7,0.029,30.7,0.030,30.7,0.029,30.7
10.0,0.028,30.7,0.029,30.7,0.029,30.7,0.028,30.7
10.5,0.027,30.7,0.027,30.7,0.027,30.7,0.026,30.7
11.0,0.025,30.7,0.025,30.7,0.026,30.7,0.027,30.7
11.5,0.025,30.7,0.026,30.7,0.026,30.7,0.024,30.7
12.0,0.026,30.7,0.026,30.7,0.027,30.7,0.026,30.7
12.5,0.027,30.7,0.027,30.7,0.029,30.7,0.027,30.7
13.0,0.027,30.7,0.027,30.7,0.028,30.7,0.026,30.7
13.5,0.027,30.7,0.028,30.7,0.028,30.7,0.027,30.8
14.0,0.027,30.7,0.026,30.7,0.027,30.7,0.027,30.7
14.5,0.025,30.7,0.025,30.7,0.027,30.7,0.025,30.7
15.0,0.024,30.7,0.024,30.7,0.025,30.7,0.024,30.8
15.5,0.022,30.8,0.023,30.7,0.023,30.7,0.024,30.7
16.0,0.020,30.8,0.021,30.8,0.022,30.7,0.021,30.8
16.5,0.018,30.8,0.019,30.8,0.019,30.7,0.019,30.7
17.0,0.018,30.8,0.018,30.8,0.018,30.8,0.018,30.7
17.5,0.020,30.8,0.019,30.8,0.020,30.8,0.020,30.8
18.0,0.023,30.8,0.023,30.8,0.024,30.8,0.023,30.8
18.5,0.026,30.8,0.026,30.8,0.026,30.8,0.026,30.9
19.0,0.028,30.8,0.028,30.8,0.028,30.9,0.029,30.8
19.5,0.028,30.8,0.028,30.8,0.028,30.8,0.028,30.8
20.0,0.028,30.8,0.029,30.8,0.028,30.8,0.029,30.8
20.5,0.028,30.8,0.029,30.8,0.029,30.8,0.030,30.8
21.0,0.027,30.8,0.027,30.8,0.028,30.8,0.026,30.8
21.5,0.027,30.8,0.028,30.8,0.028,30.8,0.024,30.8
22.0,0.029,30.8,0.029,30.8,0.030,30.8,0.028,30.8
22.5,0.031,30.8,0.031,30.8,0.031,30.8,0.028,30.8
23.0,0.032,30.8,0.032,30.8,0.032,30.8,0.033,30.8
23.5,0.032,30.8,0.031,30.8,0.033,30.8,0.034,30.7
24.0,0.030,30.8,0.030,30.8,0.031,30.8,0.030,30.7
24.5,0.028,30.8,0.028,30.8,0.029,30.8,0.029,30.7
25.0,0.026,30.8,0.027,30.7,0.026,30.8,0.028,30.8
25.5,0.024,30.8,0.025,30.8,0.025,30.8,0.025,30.8
26.0,0.023,30.8,0.024,30.8,0.023,30.8,0.028,30.7
26.5,0.022,30.8,0.023,30.8,0.024,30.8,0.025,30.8
27.0,0.023,30.8,0.023,30.8,0.023,30.8,0.023,30.8
27.5,0.025,30.8,0.026,30.8,0.026,30.8,0.026,30.8
28.0,0.026,30.8,0.026,30.8,0.026,30.8,0.026,30.8
28.5,0.028,30.8,0.027,30.9,0.028,30.9,0.026,30.8
29.0,0.027,30.8,0.029,30.8,0.028,30.8,0.027,30.8
29.5,0.027,30.8,0.027,30.8,0.029,30.8,0.027,30.8
30.0,0.026,30.8,0.026,30.8,0.027,30.8,0.026,30.8
30.5,0.024,30.8,0.024,30.9,0.024,30.8,0.024,30.8
31.0,0.023,30.8,0.024,30.8,0.024,30.8,0.023,30.8
31.5,0.025,30.8,0.026,30.8,0.025,30.8,0.026,30.8
32.0,0.028,30.8,0.028,30.8,0.028,30.8,0.027,30.8
32.5,0.028,30.8,0.028,30.8,0.027,30.8,0.029,30.8
33.0,0.028,30.8,0.028,30.8,0.026,30.8,0.029,30.8
33.5,0.028,30.8,0.028,30.8,0.028,30.8,0.028,30.8
34.0,0.027,30.8,0.027,30.8,0.027,30.8,0.026,30.9
34.5,0.026,30.8,0.025,30.8,0.028,30.8,0.025,30.9
35.0,0.023,30.8,0.023,30.8,0.025,30.8,0.024,30.9
35.5,0.023,30.8,0.024,30.8,0.022,30.8,0.023,30.8
36.0,0.023,30.9,0.023,30.9,0.020,30.8,0.024,30.9
36.5,0.022,30.9,0.024,30.9,0.024,30.9,0.024,30.8
37.0,0.025,30.9,0.024,30.9,0.025,30.8,0.025,30.9
37.5,0.027,30.9,0.027,30.9,0.027,30.9,0.026,30.9
38.0,0.028,30.9,0.027,30.9,0.030,30.9,0.031,30.9
38.5,0.028,30.9,0.030,30.9,0.029,30.9,0.029,30.9
39.0,0.028,30.9,0.027,30.9,0.027,30.9,0.027,30.9
39.5,0.026,30.9,0.026,30.9,0.025,30.9,0.025,30.9
40.0,0.024,30.9,0.025,30.9,0.023,30.9,0.026,30.8
40.5,0.025,30.9,0.026,30.9,0.023,30.9,0.024,30.9
41.0,0.026,30.9,0.027,30.9,0.025,30.9,0.025,30.9
41.5,0.027,30.9,0.028,30.9,0.029,30.9,0.027,30.9
42.0,0.029,30.9,0.030,30.9,0.029,30.9,0.028,30.9
42.5,0.030,30.9,0.030,30.9,0.031,30.9,0.030,30.8
43.0,0.029,30.9,0.029,30.9,0.030,30.9,0.027,30.9
43.5,0.027,30.9,0.027,30.8,0.028,30.9,0.027,30.9
44.0,0.027,30.9,0.028,30.9,0.026,30.8,0.024,30.8
44.5,0.023,30.9,0.025,30.9,0.023,30.9,0.023,30.9
45.0,0.021,30.9,0.020,30.9,0.021,30.9,0.022,30.9
45.5,0.022,30.9,0.022,30.9,0.023,30.9,0.023,30.9
