time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,-0.000,30.8,0.001,30.8,0.004,30.8,-0.002,30.8
0.5,0.005,30.8,0.005,30.8,0.006,30.8,0.002,30.8
1.0,0.010,30.9,0.011,30.9,0.010,30.9,0.006,30.9
1.5,0.015,30.9,0.015,30.9,0.013,30.9,0.015,30.9
2.0,0.021,30.9,0.020,30.9,0.014,30.9,0.018,30.9
2.5,0.012,30.9,0.013,30.9,0.011,30.9,0.012,30.9
3.0,0.011,30.9,0.013,30.9,0.012,30.9,0.011,30.9
3.5,0.015,30.9,0.014,30.8,0.017,30.9,0.012,30.9
4.0,0.016,30.9,0.016,30.9,0.016,30.9,0.014,30.9
4.5,0.012,30.9,0.012,30.9,0.012,30.9,0.013,30.9
5.0,0.009,30.9,0.010,30.9,0.010,30.9,0.012,30.9
5.5,0.012,30.9,0.013,30.9,0.013,30.9,0.013,30.9
6.0,0.015,30.9,0.014,30.9,0.014,30.9,0.015,31.0
6.5,0.017,30.9,0.017,30.9,0.014,30.9,0.017,30.9
7.0,0.016,30.9,0.016,30.9,0.014,30.9,0.016,30.9
7.5,0.016,30.9,0.016,30.9,0.015,30.9,0.017,30.9
8.0,0.018,30.9,0.019,30.9,0.016,30.9,0.019,30.9
8.5,0.021,30.9,0.022,30.9,0.017,30.9,0.022,30.9
9.0,0.028,30.9,0.028,30.9,0.026,30.9,0.029,30.9
9.5,0.029,30.9,0.029,30.9,0.029,31.0,0.030,30.9
10.0,0.032,30.9,0.033,30.9,0.030,31.0,0.031,30.9
10.5,0.034,30.9,0.033,30.9,0.032,30.9,0.033,30.9
11.0,0.032,30.9,0.031,30.9,0.032,30.9,0.033,30.9
11.5,0.030,30.9,0.030,30.9,0.030,30.8,0.030,30.8
12.0,0.033,30.8,0.033,30.8,0.035,30.8,0.033,30.8
12.5,0.036,30.8,0.036,30.8,0.034,30.9,0.036,30.9
13.0,0.037,30.9,0.038,30.9,0.034,30.8,0.037,30.9
13.5,0.035,30.8,0.035,30.8,0.036,30.8,0.038,30.8
14.0,0.033,30.8,0.034,30.8,0.036,30.8,0.034,30.8
14.5,0.032,30.8,0.031,30.8,0.034,30.8,0.033,30.8
15.0,0.030,30.8,0.030,30.8,0.031,30.8,0.031,30.8
15.5,0.029,30.8,0.030,30.8,0.030,30.8,0.028,30.8
16.0,0.028,30.8,0.027,30.8,0.029,30.8,0.027,30.9
16.5,0.026,30.8,0.025,30.8,0.026,30.9,0.026,30.8
17.0,0.026,30.8,0.027,30.8,0.026,30.8,0.026,30.8
17.5,0.029,30.8,0.029,30.9,0.033,30.9,0.028,30.8
18.0,0.033,30.8,0.034,30.8,0.032,30.9,0.034,30.8
18.5,0.035,30.8,0.037,30.8,0.035,30.8,0.032,30.9
19.0,0.035,30.8,0.035,30.8,0.037,30.8,0.035,30.8
19.5,0.035,30.8,0.035,30.8,0.037,30.9,0.035,30.8
20.0,0.033,30.8,0.033,30.8,0.036,30.9,0.032,30.8
20.5,0.030,30.8,0.030,30.8,0.029,30.8,0.031,30.8
21.0,0.029,30.8,0.030,30.8,0.027,30.9,0.029,30.8
21.5,0.033,30.8,0.035,30.8,0.030,30.8,0.032,30.9
22.0,0.033,30.8,0.032,30.9,0.030,30.9,0.035,30.8
22.5,0.034,30.9,0.033,30.9,0.034,30.8,0.036,30.9
23.0,0.034,30.8,0.033,30.8,0.033,30.8,0.033,30.8
23.5,0.035,30.8,0.034,30.8,0.035,30.8,0.032,30.8
24.0,0.035,30.8,0.035,30.8,0.033,30.9,0.031,30.8
24.5,0.034,30.8,0.035,30.8,0.033,30.8,0.034,30.8
25.0,0.033,30.8,0.033,30.8,0.034,30.8,0.033,30.8
25.5,0.030,30.8,0.029,30.8,0.031,30.8,0.031,30.8
26.0,0.027,30.9,0.028,30.8,0.028,30.9,0.028,30.9
26.5,0.025,30.9,0.026,30.9,0.025,30.9,0.025,30.9
27.0,0.029,30.9,0.029,30.9,0.027,30.9,0.023,30.8
27.5,0.034,30.9,0.034,30.9,0.034,30.9,0.033,30.9
28.0,0.034,30.9,0.033,30.9,0.035,30.8,0.034,30.9
28.5,0.032,30.9,0.032,30.9,0.033,30.9,0.030,30.9
29.0,0.031,30.9,0.031,30.9,0.031,30.9,0.029,30.9
29.5,0.031,30.9,0.030,30.9,0.031,30.9,0.030,30.9
30.0,0.029,30.9,0.029,30.9,0.029,30.9,0.030,30.9
30.5,0.030,30.9,0.030,30.9,0.029,30.9,0.028,30.9
31.0,0.031,30.9,0.031,30.9,0.032,30.9,0.030,30.9
31.5,0.031,30.9,0.030,30.9,0.033,30.9,0.029,30.9
32.0,0.029,30.9,0.030,30.9,0.030,30.9,0.030,30.9
32.5,0.029,30.9,0.029,30.9,0.028,30.9,0.030,30.9
33.0,0.029,30.9,0.028,30.9,0.028,30.9,0.030,30.9
33.5,0.029,30.9,0.028,30.9,0.029,30.9,0.030,30.9
34.0,0.028,30.9,0.028,30.9,0.029,30.9,0.028,31.0
34.5,0.025,31.0,0.025,31.0,0.024,31.0,0.025,31.0
35.0,0.025,31.0,0.028,31.0,0.025,31.0,0.024,31.0
35.5,0.026,31.0,0.027,30.9,0.026,31.0,0.028,31.0
36.0,0.029,31.0,0.029,31.0,0.028,31.0,0.028,31.0
36.5,0.030,31.0,0.029,31.0,0.029,31.0,0.031,31.0
37.0,0.036,31.0,0.036,31.0,0.036,31.0,0.034,31.0
37.5,0.036,31.0,0.035,31.0,0.036,31.0,0.034,31.0
38.0,0.037,31.0,0.035,30.9,0.041,31.0,0.036,31.0
38.5,0.037,31.0,0.037,31.0,0.041,31.0,0.036,31.0
39.0,0.035,31.0,0.037,30.9,0.036,30.9,0.038,31.0
39.5,0.033,31.0,0.034,31.0,0.032,31.0,0.036,30.9
40.0,0.030,30.9,0.030,30.9,0.030,30.9,0.030,31.0
40.5,0.031,31.0,0.032,30.9,0.028,30.9,0.030,31.0
41.0,0.035,31.0,0.036,31.0,0.033,31.0,0.037,31.0
41.5,0.036,31.0,0.036,30.9,0.036,30.9,0.039,31.0
42.0,0.035,30.9,0.035,30.9,0.036,30.9,0.038,31.0
42.5,0.033,31.0,0.033,31.0,0.035,31.0,0.033,31.0
43.0,0.033,31.0,0.036,31.0,0.033,31.0,0.032,31.0
43.5,0.030,31.0,0.029,31.0,0.030,31.0,0.029,31.0
44.0,0.030,31.0,0.030,31.0,0.028,31.0,0.033,31.0
44.5,0.028,31.0,0.028,31.0,0.028,31.0,0.031,31.0
45.0,0.028,31.0,0.028,31.0,0.026,31.0,0.030,31.0
45.5,0.029,31.0,0.030,31.0,0.026,31.0,0.030,31.0
46.0,0.027,31.0,0.027,31.0,0.027,31.0,0.028,31.0
46.5,0.029,31.0,0.029,31.0,0.031,31.0,0.027,31.0
47.0,0.031,31.0,0.033,31.0,0.032,31.1,0.030,31.0
47.5,0.033,31.0,0.035,31.0,0.035,31.0,0.032,31.0
48.0,0.033,31.0,0.033,31.0,0.037,31.0,0.033,31.0
48.5,0.029,31.0,0.029,31.1,0.036,31.0,0.030,31.0
49.0,0.028,31.0,0.027,31.0,0.028,31.0,0.028,31.0
49.5,0.028,31.0,0.029,31.0,0.028,31.0,0.028,31.0
50.0,0.032,31.0,0.032,31.1,0.032,31.0,0.028,31.0
50.5,0.032,31.1,0.032,31.1,0.030,31.1,0.032,31.0
