time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,0.018,31.8,0.019,31.8,0.016,31.8,0.018,31.8
0.5,0.021,31.8,0.022,31.8,0.021,31.8,0.023,31.8
1.0,0.021,31.8,0.022,31.8,0.024,31.8,0.022,31.8
1.5,0.017,31.9,0.016,31.9,0.017,31.9,0.019,31.8
2.0,0.014,31.9,0.012,31.8,0.019,31.9,0.014,31.9
2.5,-0.005,31.9,-0.005,31.9,-0.004,31.9,0.000,31.9
3.0,-0.082,31.9,-0.084,31.9,-0.062,31.9,-0.065,31.9
3.5,-0.183,31.9,-0.181,31.9,-0.144,32.0,-0.176,31.9
4.0,-0.197,31.7,-0.198,31.7,-0.200,31.8,-0.210,31.8
4.5,-0.111,31.6,-0.120,31.6,-0.115,31.6,-0.158,31.6
5.0,-0.033,31.6,-0.033,31.6,-0.038,31.6,-0.055,31.6
5.5,-0.004,31.7,-0.004,31.7,-0.006,31.7,-0.006,31.7
6.0,0.006,31.8,0.004,31.7,0.005,31.8,0.003,31.7
6.5,0.004,31.8,0.004,31.9,0.005,31.8,0.006,31.9
7.0,0.003,31.9,0.002,31.9,-0.000,31.9,0.003,31.9
7.5,0.001,32.0,0.001,32.0,0.004,32.0,0.003,31.9
8.0,0.002,32.0,0.002,32.0,0.008,32.0,0.005,32.1
8.5,-0.001,32.1,-0.001,32.1,0.005,32.0,-0.001,32.1
9.0,-0.009,32.1,-0.009,32.1,-0.006,32.1,-0.009,32.1
9.5,-0.008,32.2,-0.007,32.2,-0.009,32.1,-0.007,32.1
10.0,0.035,32.2,0.055,32.2,-0.023,32.2,0.024,32.2
10.5,-0.035,32.2,-0.042,32.2,-0.117,32.2,-0.025,32.2
11.0,-0.014,32.2,-0.009,32.2,-0.049,32.2,-0.004,32.2
11.5,-0.015,32.3,-0.011,32.3,-0.018,32.3,-0.022,32.3
12.0,-0.015,32.3,-0.013,32.3,-0.021,32.3,-0.017,32.3
12.5,-0.014,32.3,-0.017,32.3,-0.012,32.3,-0.016,32.3
13.0,-0.012,32.4,-0.013,32.3,-0.011,32.3,-0.014,32.3
13.5,-0.008,32.4,-0.008,32.4,-0.008,32.4,-0.008,32.4
14.0,-0.010,32.4,-0.008,32.4,-0.013,32.4,-0.008,32.4
14.5,0.004,32.4,-0.001,32.4,0.001,32.4,0.003,32.4
15.0,0.001,32.5,0.002,32.4,0.004,32.5,0.005,32.4
15.5,-0.004,32.5,-0.003,32.5,-0.005,32.5,-0.004,32.4
16.0,-0.005,32.5,-0.005,32.5,-0.004,32.5,-0.005,32.4
16.5,-0.007,32.5,-0.007,32.5,-0.004,32.5,-0.005,32.5
