time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,0.032,31.6,0.032,31.6,0.031,31.6,0.032,31.5
0.5,0.035,31.6,0.035,31.6,0.030,31.6,0.035,31.6
1.0,0.040,31.6,0.039,31.6,0.040,31.6,0.039,31.6
1.5,0.041,31.7,0.043,31.6,0.041,31.7,0.043,31.7
2.0,0.042,31.6,0.043,31.7,0.040,31.7,0.042,31.7
2.5,0.043,31.7,0.041,31.7,0.044,31.7,0.044,31.7
3.0,0.041,31.7,0.040,31.7,0.041,31.7,0.041,31.7
3.5,0.039,31.7,0.040,31.7,0.038,31.7,0.039,31.7
4.0,0.039,31.7,0.041,31.7,0.038,31.7,0.040,31.7
4.5,0.041,31.7,0.041,31.8,0.041,31.8,0.042,31.7
5.0,0.044,31.7,0.044,31.7,0.044,31.8,0.045,31.8
5.5,0.045,31.7,0.045,31.7,0.046,31.8,0.046,31.7
6.0,0.045,31.7,0.044,31.7,0.044,31.7,0.044,31.7
6.5,0.043,31.8,0.043,31.8,0.044,31.8,0.046,31.7
7.0,0.039,31.8,0.040,31.7,0.042,31.7,0.039,31.8
7.5,0.037,31.8,0.037,31.8,0.040,31.8,0.038,31.8
8.0,0.034,31.8,0.035,31.8,0.035,31.8,0.036,31.8
8.5,0.033,31.8,0.035,31.8,0.033,31.8,0.032,31.8
9.0,0.032,31.8,0.032,31.8,0.034,31.8,0.032,31.8
9.5,0.031,31.9,0.033,31.9,0.030,31.8,0.031,31.9
10.0,0.033,31.9,0.034,31.9,0.033,31.9,0.033,31.9
10.5,0.035,31.9,0.036,31.9,0.033,31.9,0.036,31.9
11.0,0.038,31.9,0.038,31.9,0.034,32.0,0.037,31.9
11.5,0.040,31.9,0.039,31.9,0.040,32.0,0.040,31.9
12.0,0.039,31.9,0.040,31.9,0.040,31.9,0.040,31.9
12.5,0.036,31.9,0.036,31.9,0.039,31.9,0.036,31.9
13.0,0.032,32.0,0.033,32.0,0.034,31.9,0.032,31.9
13.5,0.031,32.0,0.031,32.0,0.036,32.0,0.030,32.0
14.0,0.035,32.0,0.037,32.0,0.037,32.0,0.032,32.0
14.5,0.040,32.0,0.038,32.0,0.038,32.0,0.041,32.0
15.0,0.040,32.0,0.039,32.0,0.039,32.0,0.040,32.0
15.5,0.039,32.0,0.040,32.0,0.039,32.0,0.039,32.0
16.0,0.037,32.0,0.039,32.0,0.038,32.0,0.039,32.0
16.5,0.035,32.0,0.035,32.0,0.036,32.0,0.034,32.0
17.0,0.033,32.0,0.035,32.0,0.033,32.0,0.033,32.0
17.5,0.030,32.0,0.030,32.0,0.031,32.0,0.031,32.0
18.0,0.028,32.1,0.027,32.1,0.027,32.0,0.029,32.1
18.5,0.028,32.1,0.028,32.1,0.026,32.1,0.029,32.1
19.0,0.030,32.1,0.030,32.1,0.030,32.1,0.031,32.1
19.5,0.031,32.1,0.031,32.1,0.032,32.0,0.031,32.1
20.0,0.034,32.1,0.034,32.1,0.032,32.1,0.035,32.1
20.5,0.036,32.1,0.036,32.1,0.036,32.1,0.034,32.1
21.0,0.037,32.1,0.039,32.1,0.036,32.1,0.034,32.1
21.5,0.037,32.1,0.037,32.1,0.037,32.1,0.035,32.1
22.0,0.034,32.1,0.033,32.1,0.037,32.1,0.034,32.1
22.5,0.031,32.1,0.030,32.1,0.032,32.1,0.032,32.2
23.0,0.032,32.1,0.031,32.1,0.031,32.1,0.031,32.1
23.5,0.035,32.1,0.035,32.1,0.036,32.1,0.031,32.1
24.0,0.037,32.2,0.038,32.1,0.038,32.1,0.036,32.2
24.5,0.038,32.1,0.038,32.1,0.037,32.2,0.036,32.2
25.0,0.038,32.2,0.037,32.1,0.036,32.1,0.037,32.2
25.5,0.037,32.2,0.037,32.2,0.036,32.2,0.037,32.2
26.0,0.034,32.2,0.034,32.2,0.035,32.1,0.033,32.2
26.5,0.032,32.2,0.030,32.2,0.033,32.2,0.031,32.2
27.0,0.028,32.2,0.028,32.2,0.030,32.2,0.029,32.2
27.5,0.025,32.2,0.027,32.2,0.026,32.2,0.026,32.2
28.0,0.028,32.2,0.027,32.2,0.028,32.2,0.027,32.2
28.5,0.030,32.2,0.031,32.2,0.032,32.3,0.031,32.2
29.0,0.032,32.3,0.033,32.3,0.031,32.2,0.032,32.3
29.5,0.034,32.3,0.035,32.3,0.032,32.2,0.035,32.3
30.0,0.035,32.3,0.034,32.3,0.036,32.2,0.035,32.3
30.5,0.034,32.3,0.032,32.3,0.038,32.3,0.034,32.3
