time_s,s1_flow_ml_min,s1_temp_c,s2_flow_ml_min,s2_temp_c,s3_flow_ml_min,s3_temp_c,s4_flow_ml_min,s4_temp_c
0.0,-0.022,34.4,-0.022,34.4,-0.022,34.4,-0.022,34.4
0.5,-0.024,34.5,-0.023,34.4,-0.024,34.5,-0.022,34.4
1.0,-0.024,34.5,-0.025,34.5,-0.023,34.5,-0.024,34.5
1.5,-0.022,34.5,-0.022,34.5,-0.022,34.5,-0.022,34.5
2.0,-0.020,34.5,-0.019,34.5,-0.022,34.5,-0.020,34.5
2.5,-0.016,34.5,-0.016,34.5,-0.022,34.5,-0.017,34.5
3.0,-0.014,34.5,-0.012,34.5,-0.014,34.5,-0.012,34.5
3.5,-0.012,34.5,-0.011,34.5,-0.011,34.5,-0.013,34.5
4.0,-0.013,34.5,-0.012,34.5,-0.011,34.5,-0.014,34.6
4.5,-0.011,34.6,-0.013,34.5,-0.011,34.6,-0.013,34.6
5.0,-0.010,34.6,-0.008,34.5,-0.011,34.6,-0.007,34.5
5.5,-0.009,34.5,-0.009,34.5,-0.012,34.5,-0.008,34.5
6.0,-0.010,34.5,-0.008,34.5,-0.009,34.5,-0.010,34.6
6.5,-0.006,34.5,-0.005,34.5,-0.006,34.5,-0.009,34.5
7.0,-0.004,34.5,-0.006,34.5,-0.002,34.5,-0.004,34.5
7.5,-0.006,34.4,-0.007,34.4,-0.003,34.5,-0.001,34.4
8.0,-0.006,34.4,-0.007,34.4,-0.005,34.4,-0.002,34.4
8.5,-0.006,34.3,-0.008,34.4,-0.010,34.3,-0.004,34.3
9.0,-0.007,34.3,-0.008,34.3,-0.007,34.3,-0.006,34.3
9.5,-0.007,34.3,-0.006,34.3,-0.009,34.3,-0.007,34.3
10.0,-0.007,34.3,-0.005,34.3,-0.007,34.3,-0.006,34.2
10.5,-0.008,34.2,-0.008,34.2,-0.009,34.3,-0.004,34.2
11.0,-0.007,34.2,-0.011,34.2,-0.008,34.2,-0.010,34.2
11.5,-0.006,34.2,-0.004,34.2,-0.006,34.2,-0.006,34.2
12.0,-0.007,34.2,-0.008,34.2,-0.008,34.2,-0.007,34.2
12.5,-0.009,34.2,-0.010,34.2,-0.008,34.2,-0.009,34.2
