time_s,s1_flow_ml_min,s1_temp_c
92,0.031,32
92.5,0.03,32
93,0.025,32
93.5,0.025,32.1
94,0.019,32.1
94.5,0.018,32.1
95,0.02,32.1
95.5,0.02,32.2
96,0.015,32.2
96.5,-0.007,32.2
97,-0.043,32.3
97.5,-0.087,32.3
98,-0.143,32.3
98.5,-0.219,32.3
99,-0.327,32.2
99.5,-0.464,32
100,-0.625,31.7
100.5,-0.742,31.3
101,-0.673,31
101.5,-0.418,30.9
102,-0.212,31
102.5,-0.112,31.1
103,-0.064,31.2
103.5,-0.04,31.4
104,-0.027,31.5
104.5,-0.021,31.6
105,-0.024,31.7
105.5,-0.031,31.8
106,-0.037,31.9
106.5,-0.044,32
107,-0.046,32
107.5,-0.048,32.1
108,-0.049,32.1
108.5,-0.046,32.2
109,-0.049,32.2
109.5,-0.051,32.3
110,-0.053,32.3
110.5,-0.055,32.3
111,-0.05,32.4
111.5,-0.04,32.4
112,-0.033,32.4
112.5,-0.028,32.4
113,-0.021,32.5
113.5,-0.014,32.5
114,-0.004,32.5
114.5,0.009,32.6
115,0.02,32.6
115.5,0.023,32.7
116,0.023,32.7
116.5,0.024,32.7
117,0.022,32.7
117.5,0.032,32.7
118,0.041,32.7
118.5,0.048,32.7
119,0.056,32.6
119.5,0.059,32.6
120,0.068,32.6
120.5,0.068,32.6
121,0.069,32.5
121.5,0.069,32.5
122,0.07,32.4
122.5,0.075,32.4
123,0.071,32.3
123.5,0.074,32.3
124,0.072,32.3
124.5,0.067,32.3
125,0.063,32.3
125.5,0.057,32.2
126,0.055,32.3
126.5,0.054,32.2
127,0.063,32.2
127.5,0.069,32.2
128,0.065,32.2
128.5,0.073,32.2
129,0.074,32.2
129.5,0.071,32.2
130,0.074,32.1
130.5,0.074,32.1
131,0.073,32.1
131.5,0.068,32.1
132,0.068,32.1
132.5,0.066,32.1
133,0.069,32.1
133.5,0.074,32.1
134,0.063,32.1
134.5,0.052,32.1
135,0.051,32.1
135.5,0.05,32.1
136,0.06,32.1
136.5,0.066,32.1
137,0.068,32.1
137.5,0.07,32.1
138,0.081,32.1
138.5,0.085,32.1
139,0.089,32.1
139.5,0.096,32
140,0.097,32
140.5,0.1,31.9
141,0.092,31.9
141.5,0.087,31.9
142,0.082,31.9
142.5,0.081,31.9
143,0.088,31.9
143.5,0.076,31.9
144,0.071,31.9
144.5,0.066,31.9
145,0.062,31.9
145.5,0.051,31.9
146,0.045,32
146.5,0.062,32
147,0.068,32
147.5,0.069,32
148,0.074,32
148.5,0.073,32
149,0.083,32
149.5,0.081,32
150,0.078,32
150.5,0.076,32
151,0.069,32
151.5,0.066,32
152,0.066,32
152.5,0.066,31.9
153,0.064,32
153.5,0.062,32
154,0.055,32
154.5,0.043,32
155,0.037,32
155.5,0.039,32.1
156,0.054,32.1
156.5,0.061,32.1
157,0.061,32.1
157.5,0.065,32.1
158,0.063,32.1
158.5,0.065,32.1
159,0.06,32.1
159.5,0.059,32.1
160,0.053,32.1
160.5,0.047,32.1
161,0.05,32.1
161.5,0.046,32.1
162,0.046,32.1
162.5,0.046,32.1
163,0.044,32.2
163.5,0.046,32.2
164,0.037,32.2
164.5,0.029,32.2
165,0.025,32.2
165.5,0.027,32.3
166,0.031,32.3
166.5,0.032,32.3
167,0.034,32.3
167.5,0.039,32.3
168,0.041,32.4
168.5,0.04,32.4
169,0.033,32.3
169.5,0.031,32.4
170,0.026,32.4
170.5,0.025,32.4
171,0.028,32.4
171.5,0.027,32.4
172,0.032,32.5
172.5,0.034,32.5
173,0.036,32.5
173.5,0.027,32.5
174,0.016,32.5
174.5,0.008,32.5
175,-0.172,32.5
175.5,-0.134,32.5
176,-0.015,32.6
176.5,-0.002,32.7
177,-0.016,32.7
177.5,-0.054,32.8
178,-0.119,32.8
178.5,-0.178,32.8
179,-0.193,32.7
179.5,-0.152,32.6
180,-0.094,32.6
180.5,-0.063,32.6
181,-0.046,32.6
181.5,-0.001,32.7
182,0.003,32.8
182.5,-0.008,32.8
183,-0.013,32.9
183.5,-0.027,32.9
184,-0.041,33
184.5,-0.039,33
185,-0.037,33
185.5,-0.029,33
186,-0.029,33.1
186.5,-0.03,33.1
187,-0.025,33.1
187.5,-0.035,33.1
188,-0.039,33.1
188.5,-0.035,33.2
189,-0.027,33.2
189.5,-0.022,33.2
190,-0.022,33.2
190.5,-0.02,33.2
191,-0.01,33.3
191.5,-0.001,33.3
192,0.004,33.3
192.5,0.003,33.3
193,0.002,33.3
193.5,0.007,33.3
194,0.012,33.3
194.5,0.014,33.3
195,0.022,33.3
195.5,0.028,33.4
196,0.03,33.3
196.5,0.034,33.3
197,0.039,33.3
197.5,0.044,33.3
198,0.046,33.2
198.5,0.052,33.2
199,0.056,33.2
199.5,0.061,33.1
200,0.062,33.1
200.5,0.067,33
201,0.071,33
201.5,0.066,32.9
202,0.069,32.9
202.5,0.062,32.8
203,0.057,32.8
203.5,0.052,32.8
204,0.042,32.8
204.5,0.051,32.8
205,0.065,32.8
205.5,0.073,32.8
206,0.079,32.7
206.5,0.079,32.7
207,0.081,32.6
207.5,0.075,32.6
208,0.076,32.5
208.5,0.069,32.5
209,0.066,32.5
209.5,0.063,32.5
210,0.064,32.5
210.5,0.072,32.5
211,0.068,32.5
211.5,0.066,32.5
212,0.061,32.4
212.5,0.055,32.4
213,0.051,32.5
213.5,0.044,32.5
214,0.059,32.5
214.5,0.069,32.5
215,0.074,32.5
215.5,0.082,32.4
216,0.078,32.4
216.5,0.081,32.4
217,0.078,32.3
217.5,0.079,32.3
218,0.078,32.3
218.5,0.071,32.3
219,0.069,32.3
219.5,0.066,32.3
220,0.073,32.3
220.5,0.07,32.3
221,0.066,32.3
221.5,0.061,32.2
222,0.052,32.3
222.5,0.051,32.3
223,0.046,32.3
223.5,0.057,32.3
224,0.067,32.3
224.5,0.072,32.3
225,0.073,32.3
225.5,0.073,32.3
226,0.079,32.3
226.5,0.078,32.3
227,0.078,32.2
227.5,0.078,32.2
228,0.068,32.2
228.5,0.073,32.2
229,0.069,32.2
229.5,0.072,32.2
230,0.067,32.2
230.5,0.063,32.2
231,0.061,32.2
231.5,0.057,32.2
232,0.054,32.2
232.5,0.051,32.2
233,0.055,32.2
233.5,0.057,32.2
234,0.054,32.3
234.5,0.061,32.3
235,0.058,32.2
235.5,0.06,32.2
236,0.062,32.2
236.5,0.058,32.2
237,0.057,32.2
237.5,0.055,32.2
238,0.052,32.2
238.5,0.049,32.2
239,0.047,32.3
239.5,0.049,32.3
240,0.043,32.3
240.5,0.044,32.3
241,0.041,32.3
241.5,0.038,32.3
242,0.032,32.3
242.5,0.029,32.4
243,0.038,32.4
243.5,0.038,32.4
244,0.042,32.4
244.5,0.04,32.4
245,0.037,32.4
245.5,0.039,32.4
246,0.034,32.4
246.5,0.035,32.4
247,0.033,32.4
247.5,0.032,32.4
248,0.032,32.4
248.5,0.031,32.5
249,0.033,32.5
249.5,0.03,32.5
250,0.028,32.5
250.5,0.028,32.5
251,0.026,32.5
251.5,0.025,32.5
252,0.023,32.5
252.5,0.027,32.5
253,0.028,32.6
253.5,0.026,32.6
254,0.027,32.6
254.5,0.026,32.6
255,0.027,32.6
255.5,0.022,32.6
256,0.019,32.6
256.5,-0.222,32.6
257,-0.1,32.6
257.5,-0.057,32.7
258,-0.08,32.8
258.5,-0.117,32.8
259,-0.144,32.8
259.5,-0.126,32.7
260,-0.093,32.7
260.5,-0.071,32.8
261,-0.056,32.8
261.5,-0.041,32.8
262,-0.031,32.8
262.5,-0.026,32.9
263,-0.031,33
263.5,-0.045,33
264,-0.045,33
264.5,-0.045,33
265,-0.043,33.1
265.5,-0.041,33.1
266,-0.038,33.1
266.5,-0.035,33.1
267,-0.021,33.1
267.5,-0.022,33.1
268,-0.026,33.2
268.5,-0.023,33.2
269,-0.027,33.2
269.5,-0.035,33.2
270,-0.044,33.2
270.5,-0.045,33.2
271,-0.044,33.3
271.5,-0.036,33.3
272,-0.028,33.3
272.5,-0.019,33.3
273,-0.012,33.3
273.5,-0.007,33.3
274,0.001,33.4
274.5,0.011,33.3
275,0.02,33.4
275.5,0.029,33.4
276,0.034,33.4
276.5,0.035,33.3
277,0.035,33.3
277.5,0.042,33.3
278,0.052,33.3
278.5,0.051,33.2
279,0.054,33.2
279.5,0.052,33.1
280,0.05,33.1
280.5,0.047,33
281,0.042,33
281.5,0.052,33
282,0.059,33
282.5,0.066,32.9
283,0.072,32.9
283.5,0.072,32.8
284,0.076,32.8
284.5,0.072,32.7
285,0.073,32.7
285.5,0.072,32.6
286,0.065,32.6
286.5,0.06,32.6
287,0.058,32.6
287.5,0.069,32.6
288,0.069,32.5
288.5,0.067,32.5
289,0.065,32.5
289.5,0.055,32.5
290,0.053,32.5
290.5,0.046,32.5
291,0.055,32.5
291.5,0.06,32.5
292,0.068,32.5
292.5,0.075,32.4
293,0.078,32.4
293.5,0.085,32.4
294,0.086,32.3
294.5,0.087,32.3
295,0.085,32.3
295.5,0.076,32.2
296,0.077,32.2
296.5,0.071,32.2
297,0.082,32.2
297.5,0.085,32.2
298,0.077,32.1
298.5,0.072,32.1
299,0.065,32.1
299.5,0.062,32.1
300,0.053,32.1
300.5,0.047,32.2
301,0.055,32.2
301.5,0.062,32.2
302,0.073,32.2
302.5,0.072,32.1
303,0.078,32.1
303.5,0.079,32.1
304,0.076,32.1
304.5,0.076,32.1
305,0.07,32
305.5,0.067,32
306,0.059,32
306.5,0.058,32.1
307,0.066,32.1
307.5,0.065,32.1
308,0.07,32
308.5,0.064,32
309,0.057,32
309.5,0.048,32
310,0.04,32
310.5,0.04,32.1
311,0.048,32.1
311.5,0.063,32.1
312,0.077,32.1
312.5,0.08,32.1
313,0.083,32
313.5,0.074,32
314,0.073,32
314.5,0.057,32
315,0.05,32
315.5,0.044,32
316,0.037,32
316.5,0.054,32.1
317,0.062,32.1
317.5,0.064,32
318,0.057,32
318.5,0.044,32
319,0.041,32
319.5,0.034,32.1
320,0.033,32.1
320.5,0.043,32.1
321,0.048,32.1
321.5,0.05,32.1
322,0.047,32.1
322.5,0.052,32.1
323,0.048,32.1
323.5,0.04,32.1
324,0.04,32.1
324.5,0.038,32.1
325,0.04,32.1
325.5,0.036,32.1
326,0.033,32.2
326.5,0.035,32.2
327,0.037,32.2
327.5,0.037,32.2
328,0.031,32.2
328.5,0.028,32.2
329,0.022,32.2
329.5,0.022,32.2
330,0.029,32.3
330.5,0.032,32.3
331,0.034,32.3
331.5,0.033,32.3
332,0.038,32.3
332.5,0.038,32.3
333,0.034,32.3
333.5,0.032,32.3
334,0.028,32.3
334.5,0.029,32.3
335,0.025,32.3
335.5,0.025,32.3
336,0.027,32.3
336.5,0.023,32.3
337,0.012,32.3
337.5,-0.019,32.4
338,-0.077,32.4
338.5,-0.167,32.4
339,-0.239,32.4
339.5,-0.244,32.3
340,-0.196,32.3
340.5,-0.142,32.2
341,-0.095,32.2
341.5,-0.068,32.3
342,-0.058,32.3
342.5,-0.051,32.4
343,-0.05,32.4
343.5,-0.039,32.5
344,-0.033,32.5
344.5,-0.03,32.5
345,-0.029,32.6
345.5,-0.015,32.6
346,-0.011,32.7
346.5,-0.021,32.7
347,-0.034,32.7
347.5,-0.047,32.8
348,-0.041,32.8
348.5,-0.031,32.8
349,-0.031,32.8
349.5,-0.029,32.8
350,-0.032,32.8
350.5,-0.036,32.9
351,-0.037,32.9
351.5,-0.035,32.9
352,-0.025,32.9
352.5,-0.01,32.9
353,0.004,33
353.5,0.012,33
354,0.019,33
354.5,0.016,33
355,0.024,33
355.5,0.033,33
356,0.033,33
356.5,0.033,32.9
357,0.029,32.9
357.5,0.029,32.9
358,0.03,32.9
358.5,0.04,32.9
359,0.043,32.8
359.5,0.046,32.8
360,0.055,32.8
360.5,0.059,32.7
361,0.063,32.7
361.5,0.062,32.6
362,0.062,32.6
362.5,0.062,32.5
363,0.059,32.5
363.5,0.063,32.5
364,0.058,32.4
364.5,0.061,32.4
365,0.065,32.4
365.5,0.061,32.3
366,0.057,32.3
366.5,0.053,32.3
367,0.055,32.3
367.5,0.059,32.3
368,0.061,32.2
368.5,0.059,32.2
369,0.061,32.2
369.5,0.075,32.2
370,0.078,32.1
370.5,0.082,32.1
371,0.086,32.1
371.5,0.081,32
372,0.08,32
372.5,0.075,31.9
373,0.074,31.9
373.5,0.069,31.9
374,0.068,31.9
374.5,0.076,31.9
375,0.07,31.9
375.5,0.072,31.9
376,0.063,31.8
376.5,0.064,31.9
377,0.069,31.9
377.5,0.064,31.9
378,0.065,31.8
378.5,0.067,31.8
379,0.074,31.8
379.5,0.075,31.8
380,0.076,31.8
380.5,0.078,31.8
381,0.076,31.7
381.5,0.079,31.7
382,0.072,31.7
382.5,0.072,31.7
383,0.067,31.7
383.5,0.064,31.7
384,0.076,31.7
384.5,0.075,31.7
385,0.071,31.7
385.5,0.064,31.7
386,0.056,31.7
386.5,0.057,31.7
387,0.056,31.7
387.5,0.059,31.7
388,0.06,31.7
388.5,0.068,31.7
389,0.077,31.7
389.5,0.076,31.6
390,0.081,31.6
390.5,0.076,31.6
391,0.074,31.6
391.5,0.073,31.6
392,0.065,31.6
392.5,0.06,31.6
393,0.062,31.6
393.5,0.061,31.6
394,0.065,31.6
394.5,0.066,31.6
395,0.06,31.6
395.5,0.049,31.6
396,0.045,31.6
396.5,0.041,31.6
397,0.048,31.6
397.5,0.054,31.7
398,0.052,31.6
398.5,0.06,31.6
399,0.057,31.6
399.5,0.059,31.7
400,0.056,31.6
400.5,0.053,31.6
401,0.049,31.6
401.5,0.042,31.6
402,0.042,31.6
402.5,0.041,31.7
403,0.049,31.7
403.5,0.049,31.7
404,0.043,31.7
404.5,0.044,31.7
405,0.038,31.7
405.5,0.033,31.7
406,0.029,31.7
406.5,0.029,31.8
407,0.032,31.8
407.5,0.035,31.8
408,0.04,31.8
408.5,0.043,31.8
409,0.041,31.8
409.5,0.041,31.8
410,0.034,31.8
410.5,0.034,31.8
411,0.031,31.8
411.5,0.028,31.8
412,0.027,31.8
412.5,0.028,31.8
413,0.031,31.8
413.5,0.027,31.8
414,0.026,31.9
414.5,0.022,31.9
415,0.016,31.9
415.5,0.013,31.9
416,0.012,31.9
416.5,0.016,31.9
417,0.013,32
417.5,0.004,32
418,-0.019,32
418.5,-0.061,32
419,-0.12,32.1
419.5,-0.174,32.1
420,-0.192,32
420.5,-0.165,32
421,-0.116,31.9
421.5,-0.085,32
422,-0.068,32
422.5,-0.061,32
423,-0.046,32
423.5,-0.032,32.1
424,-0.026,32.1
424.5,-0.025,32.2
425,-0.028,32.2
425.5,-0.032,32.2
426,-0.039,32.2
426.5,-0.035,32.3
427,-0.031,32.3
427.5,-0.028,32.3
428,-0.026,32.3
428.5,-0.029,32.4
429,-0.024,32.4
429.5,-0.024,32.4
430,-0.026,32.4
430.5,-0.025,32.4
431,-0.024,32.5
431.5,-0.021,32.5
432,-0.017,32.5
432.5,-0.015,32.5
433,-0.012,32.5
433.5,-0.008,32.6
434,-0.006,32.5
434.5,-0.007,32.5
435,-0.006,32.6
435.5,-0.002,32.6
436,-0.003,32.6
436.5,0.009,32.6
437,0.018,32.6
437.5,0.025,32.6
438,0.03,32.6
438.5,0.04,32.6
439,0.045,32.5
439.5,0.052,32.4
440,0.055,32.4
440.5,0.059,32.3
441,0.061,32.3
441.5,0.067,32.2
442,0.069,32.2
442.5,0.062,32.1
443,0.064,32.1
443.5,0.06,32
444,0.056,32
444.5,0.05,32
445,0.042,31.9
445.5,0.056,31.9
446,0.064,31.9
446.5,0.069,31.9
447,0.073,31.9
447.5,0.077,31.8
448,0.08,31.8
448.5,0.073,31.7
449,0.074,31.7
449.5,0.068,31.6
450,0.065,31.6
450.5,0.067,31.6
451,0.069,31.6
451.5,0.072,31.6
452,0.068,31.5
452.5,0.067,31.5
453,0.061,31.5
453.5,0.055,31.5
454,0.05,31.5
454.5,0.041,31.5
455,0.047,31.6
455.5,0.061,31.5
456,0.07,31.5
456.5,0.076,31.5
457,0.074,31.5
457.5,0.081,31.5
458,0.078,31.4
458.5,0.078,31.4
459,0.076,31.4
459.5,0.07,31.3
460,0.07,31.3
460.5,0.067,31.3
461,0.075,31.3
461.5,0.075,31.3
462,0.071,31.3
462.5,0.069,31.3
463,0.056,31.3
463.5,0.054,31.3
464,0.049,31.3
464.5,0.051,31.3
465,0.064,31.3
465.5,0.071,31.3
466,0.079,31.3
466.5,0.077,31.3
467,0.079,31.3
467.5,0.076,31.3
468,0.071,31.2
468.5,0.068,31.2
469,0.061,31.2
469.5,0.067,31.2
470,0.068,31.2
470.5,0.072,31.2
471,0.071,31.2
471.5,0.067,31.2
472,0.063,31.1
472.5,0.056,31.2
473,0.05,31.2
473.5,0.043,31.2
474,0.041,31.2
474.5,0.057,31.3
475,0.061,31.2
475.5,0.071,31.2
476,0.07,31.2
476.5,0.072,31.2
477,0.067,31.2
477.5,0.06,31.2
478,0.059,31.2
478.5,0.051,31.2
479,0.051,31.2
479.5,0.049,31.2
480,0.044,31.2
480.5,0.049,31.2
481,0.047,31.3
481.5,0.048,31.2
482,0.041,31.3
482.5,0.035,31.3
483,0.028,31.3
483.5,0.025,31.3
484,0.035,31.3
484.5,0.039,31.4
485,0.042,31.3
485.5,0.045,31.3
486,0.044,31.4
486.5,0.047,31.4
487,0.046,31.4
487.5,0.046,31.3
488,0.039,31.4
488.5,0.035,31.3
489,0.036,31.4
489.5,0.035,31.4
490,0.042,31.4
490.5,0.038,31.4
491,0.037,31.4
491.5,0.035,31.4
492,0.03,31.4
492.5,0.025,31.4
493,0.022,31.4
493.5,0.027,31.4
494,0.029,31.4
494.5,0.035,31.4
495,0.036,31.5
495.5,0.034,31.5
496,0.034,31.5
496.5,0.025,31.4
497,0.002,31.5
497.5,-0.061,31.5
498,-0.149,31.6
498.5,-0.183,31.6
499,-0.17,31.5
499.5,-0.147,31.5
500,-0.114,31.5
500.5,-0.084,31.5
501,-0.067,31.5
501.5,-0.075,31.6
502,-0.096,31.6
502.5,-0.08,31.6
503,-0.059,31.7
503.5,-0.041,31.7
504,-0.031,31.7
504.5,-0.016,31.8
505,-0.013,31.8
505.5,-0.018,31.8
506,-0.027,31.9
506.5,-0.031,31.9
507,-0.035,31.9
507.5,-0.028,32
508,-0.011,32
508.5,-0.006,32
509,-0.002,32
509.5,0.005,32.1
510,0.006,32.1
510.5,-0.007,32.1
511,-0.029,32.1
511.5,-0.045,32.1
512,-0.056,32.1
512.5,-0.049,32.1
513,-0.039,32.1
513.5,-0.028,32.1
514,-0.012,32.2
514.5,-0.003,32.2
515,0.004,32.2
515.5,0.013,32.2
516,0.017,32.2
516.5,0.024,32.2
517,0.027,32.2
517.5,0.032,32.2
518,0.039,32.2
518.5,0.04,32.1
519,0.041,32.1
519.5,0.045,32.1
520,0.052,32.1
520.5,0.054,32
521,0.053,31.9
521.5,0.051,31.9
522,0.048,31.9
522.5,0.052,31.8
523,0.056,31.8
523.5,0.062,31.8
524,0.065,31.7
524.5,0.063,31.7
525,0.069,31.6
525.5,0.07,31.6
526,0.071,31.6
526.5,0.069,31.5
527,0.064,31.5
527.5,0.064,31.4
528,0.057,31.4
528.5,0.066,31.4
529,0.072,31.4
529.5,0.07,31.3
530,0.069,31.3
530.5,0.059,31.3
531,0.059,31.3
531.5,0.051,31.3
532,0.059,31.3
532.5,0.061,31.3
533,0.06,31.2
533.5,0.07,31.2
534,0.072,31.2
534.5,0.077,31.2
535,0.077,31.2
535.5,0.077,31.1
536,0.076,31.1
536.5,0.067,31.1
537,0.067,31.1
537.5,0.063,31.1
538,0.068,31
538.5,0.075,31
539,0.071,31
539.5,0.071,31
540,0.064,31
540.5,0.06,31
541,0.053,31
541.5,0.054,31
542,0.06,31
542.5,0.062,31
543,0.074,31
543.5,0.078,31
544,0.087,30.9
544.5,0.093,30.9
545,0.086,30.9
545.5,0.085,30.8
546,0.08,30.8
546.5,0.078,30.8
547,0.072,30.8
547.5,0.072,30.8
548,0.081,30.8
548.5,0.074,30.8
549,0.072,30.8
549.5,0.064,30.8
550,0.058,30.8
550.5,0.05,30.8
551,0.038,30.8
551.5,0.04,30.8
552,0.046,30.9
552.5,0.054,30.9
553,0.059,30.9
553.5,0.058,30.9
554,0.06,30.9
554.5,0.061,30.9
555,0.062,30.9
555.5,0.058,30.8
556,0.052,30.8
556.5,0.05,30.8
557,0.048,30.8
557.5,0.057,30.8
558,0.048,30.9
558.5,0.049,30.8
559,0.047,30.9
559.5,0.041,30.9
560,0.039,30.9
560.5,0.033,30.9
561,0.028,30.9
561.5,0.038,30.9
562,0.042,30.9
562.5,0.045,31
563,0.043,30.9
563.5,0.047,31
564,0.047,30.9
564.5,0.046,30.9
565,0.043,31
565.5,0.038,30.9
566,0.041,30.9
566.5,0.036,30.9
567,0.035,30.9
567.5,0.039,31
568,0.039,31
568.5,0.039,31
569,0.032,31
569.5,0.028,31
570,0.024,31
570.5,0.022,31
571,0.028,31
571.5,0.032,31.1
572,0.034,31.1
572.5,0.033,31
573,0.037,31.1
573.5,0.036,31.1
574,0.033,31
574.5,0.033,31.1
575,0.028,31.1
575.5,0.027,31.1
576,0.024,31.1
576.5,0.019,31.1
577,0.011,31.1
577.5,0.01,31.1
578,0.008,31.2
578.5,-0.009,31.2
579,-0.042,31.2
579.5,-0.09,31.3
580,-0.13,31.3
580.5,-0.159,31.3
581,-0.166,31.2
581.5,-0.142,31.2
582,-0.106,31.2
582.5,-0.077,31.2
583,-0.061,31.2
583.5,-0.051,31.3
584,-0.043,31.3
584.5,-0.032,31.3
585,-0.025,31.4
585.5,-0.024,31.4
586,-0.019,31.5
586.5,-0.012,31.5
587,-0.013,31.5
587.5,-0.021,31.6
588,-0.03,31.6
588.5,-0.038,31.6
589,-0.04,31.6
589.5,-0.038,31.6
590,-0.039,31.7
590.5,-0.038,31.7
591,-0.039,31.7
591.5,-0.039,31.7
592,-0.038,31.7
592.5,-0.039,31.7
593,-0.035,31.7
593.5,-0.027,31.7
594,-0.017,31.7
594.5,-0.009,31.8
595,-0.004,31.8
595.5,-0.002,31.8
596,0.006,31.8
596.5,0.013,31.8
597,0.016,31.8
597.5,0.021,31.8
598,0.024,31.8
598.5,0.029,31.8
599,0.028,31.8
599.5,0.035,31.8
600,0.043,31.8
600.5,0.047,31.7
601,0.055,31.7
601.5,0.055,31.6
602,0.062,31.6
602.5,0.066,31.5
603,0.069,31.5
603.5,0.071,31.4
604,0.066,31.3
604.5,0.069,31.3
605,0.066,31.2
605.5,0.069,31.2
606,0.069,31.2
606.5,0.068,31.1
607,0.065,31.1
607.5,0.058,31.1
608,0.054,31
608.5,0.05,31
609,0.057,31
609.5,0.061,31
610,0.06,31
610.5,0.071,31
611,0.069,30.9
611.5,0.071,31
612,0.072,30.9
612.5,0.072,30.9
613,0.073,30.8
613.5,0.07,30.8
614,0.069,30.8
614.5,0.065,30.8
615,0.064,30.8
615.5,0.069,30.8
616,0.066,30.8
616.5,0.066,30.8
617,0.062,30.8
617.5,0.06,30.7
618,0.058,30.7
618.5,0.062,30.7
619,0.066,30.7
619.5,0.068,30.7
620,0.074,30.7
620.5,0.079,30.7
621,0.082,30.7
621.5,0.084,30.6
622,0.085,30.6
622.5,0.09,30.6
623,0.086,30.5
623.5,0.079,30.5
624,0.076,30.5
624.5,0.07,30.5
625,0.078,30.5
625.5,0.076,30.5
626,0.072,30.5
626.5,0.066,30.5
627,0.061,30.5
627.5,0.054,30.5
628,0.045,30.5
628.5,0.05,30.5
629,0.057,30.6
629.5,0.065,30.6
630,0.068,30.6
630.5,0.062,30.6
631,0.075,30.5
631.5,0.073,30.5
632,0.073,30.5
632.5,0.072,30.5
633,0.057,30.5
