time_s,s1_flow_ml_min,s1_temp_c
632.5,0.028,32.5
633,0.029,32.5
633.5,0.027,32.5
634,0.029,32.5
634.5,0.029,32.5
635,0.029,32.5
635.5,0.023,32.5
636,0.016,32.6
636.5,0.01,32.5
637,0.007,32.6
637.5,0.013,32.6
638,0.003,32.6
638.5,-0.021,32.6
639,-0.055,32.7
639.5,-0.109,32.7
640,-0.173,32.8
640.5,-0.212,32.7
641,-0.18,32.6
641.5,-0.111,32.6
642,-0.068,32.6
642.5,-0.043,32.6
643,-0.018,32.7
643.5,-0.003,32.8
644,-0.013,32.8
644.5,-0.034,32.8
645,-0.038,32.9
645.5,-0.044,32.9
646,-0.05,32.9
646.5,-0.039,33
647,-0.025,33
647.5,-0.025,33
648,-0.03,33.1
648.5,-0.036,33.1
649,-0.039,33.1
649.5,-0.038,33.1
650,-0.034,33.1
650.5,-0.032,33.1
651,-0.027,33.2
651.5,-0.027,33.2
652,-0.023,33.2
652.5,-0.026,33.2
653,-0.018,33.2
653.5,-0.015,33.2
654,-0.019,33.2
654.5,-0.019,33.3
655,-0.019,33.3
655.5,-0.01,33.3
656,0.007,33.3
656.5,0.017,33.3
657,0.024,33.3
657.5,0.024,33.3
658,0.03,33.3
658.5,0.039,33.3
659,0.047,33.3
659.5,0.05,33.2
660,0.049,33.2
660.5,0.054,33.1
661,0.055,33.1
661.5,0.06,33
662,0.058,33
662.5,0.057,32.9
663,0.06,32.9
663.5,0.059,32.9
664,0.062,32.8
664.5,0.056,32.8
665,0.064,32.7
665.5,0.063,32.7
666,0.06,32.7
666.5,0.06,32.7
667,0.062,32.6
667.5,0.069,32.6
668,0.071,32.6
668.5,0.067,32.5
669,0.07,32.5
669.5,0.069,32.5
670,0.072,32.4
670.5,0.066,32.4
671,0.065,32.4
671.5,0.063,32.4
672,0.055,32.4
672.5,0.067,32.4
673,0.065,32.3
673.5,0.065,32.3
674,0.06,32.3
674.5,0.053,32.3
675,0.058,32.3
675.5,0.055,32.3
676,0.056,32.3
676.5,0.056,32.3
677,0.062,32.3
677.5,0.071,32.3
678,0.071,32.3
678.5,0.08,32.2
679,0.077,32.2
679.5,0.076,32.2
680,0.076,32.2
680.5,0.069,32.1
681,0.069,32.1
681.5,0.066,32.1
682,0.071,32.1
682.5,0.071,32.1
683,0.067,32.1
683.5,0.062,32.1
684,0.051,32.1
684.5,0.052,32.1
685,0.058,32.1
685.5,0.065,32.1
686,0.065,32.1
686.5,0.067,32.1
687,0.077,32.1
687.5,0.073,32.1
688,0.079,32
688.5,0.079,32
689,0.078,32
689.5,0.078,32
690,0.069,31.9
690.5,0.068,31.9
691,0.066,31.9
691.5,0.075,31.9
692,0.076,31.9
692.5,0.063,31.9
693,0.065,31.9
693.5,0.056,31.9
694,0.05,31.9
694.5,0.048,32
695,0.051,32
695.5,0.053,32
696,0.053,32
696.5,0.063,32
697,0.065,32
697.5,0.066,32
698,0.067,32
698.5,0.054,32
699,0.057,32
699.5,0.05,32
700,0.047,32
700.5,0.045,32
701,0.048,32
701.5,0.048,32
702,0.043,32
702.5,0.044,32
703,0.04,32
703.5,0.034,32.1
704,0.028,32.1
704.5,0.023,32.1
705,0.03,32.1
705.5,0.034,32.1
706,0.038,32.1
706.5,0.042,32.2
707,0.041,32.2
707.5,0.041,32.2
708,0.038,32.2
708.5,0.038,32.2
709,0.035,32.2
709.5,0.034,32.2
710,0.03,32.2
710.5,0.028,32.2
711,0.032,32.2
711.5,0.032,32.2
712,0.032,32.2
712.5,0.028,32.2
713,0.023,32.2
713.5,0.02,32.2
714,0.018,32.3
714.5,0.021,32.3
715,0.024,32.3
715.5,0.023,32.3
716,0.025,32.3
716.5,0.025,32.3
717,0.028,32.4
717.5,0.026,32.3
718,0.022,32.4
718.5,0.016,32.3
719,0.006,32.4
719.5,-0.012,32.4
720,-0.059,32.4
720.5,-0.12,32.5
721,-0.159,32.5
721.5,-0.146,32.5
722,-0.105,32.4
722.5,-0.068,32.4
723,-0.044,32.5
723.5,-0.038,32.5
724,-0.034,32.6
724.5,-0.042,32.6
725,-0.048,32.6
725.5,-0.052,32.7
726,-0.045,32.7
726.5,-0.041,32.7
727,-0.037,32.7
727.5,-0.032,32.7
728,-0.03,32.8
728.5,-0.029,32.8
729,-0.03,32.8
729.5,-0.033,32.8
730,-0.029,32.9
730.5,-0.034,32.9
731,-0.039,32.9
731.5,-0.041,32.9
732,-0.039,32.9
732.5,-0.037,32.9
733,-0.034,32.9
733.5,-0.034,32.9
734,-0.027,33
734.5,-0.017,32.9
735,-0.013,33
735.5,-0.007,33
736,0,33
736.5,0.011,33
737,0.017,33
737.5,0.028,33
738,0.034,33
738.5,0.031,33
739,0.033,33
739.5,0.041,33
740,0.05,32.9
740.5,0.051,32.9
741,0.055,32.8
741.5,0.052,32.8
742,0.046,32.7
742.5,0.044,32.7
743,0.036,32.6
743.5,0.043,32.6
744,0.055,32.6
744.5,0.06,32.6
745,0.067,32.5
745.5,0.067,32.5
746,0.073,32.4
746.5,0.071,32.4
747,0.069,32.3
747.5,0.068,32.3
748,0.064,32.2
748.5,0.065,32.2
749,0.063,32.2
749.5,0.07,32.1
750,0.067,32.1
750.5,0.063,32.1
751,0.062,32.1
751.5,0.051,32.1
752,0.049,32
752.5,0.043,32.1
753,0.053,32.1
753.5,0.065,32.1
754,0.067,32
754.5,0.074,32
755,0.071,32
755.5,0.073,31.9
756,0.069,31.9
756.5,0.066,31.9
757,0.066,31.9
757.5,0.062,31.9
758,0.068,31.9
758.5,0.067,31.8
759,0.073,31.8
759.5,0.073,31.8
760,0.063,31.8
760.5,0.065,31.8
761,0.059,31.8
761.5,0.052,31.8
762,0.043,31.8
762.5,0.045,31.8
763,0.059,31.9
763.5,0.064,31.8
764,0.074,31.8
764.5,0.077,31.8
765,0.077,31.8
765.5,0.079,31.7
766,0.072,31.7
766.5,0.078,31.6
767,0.073,31.6
767.5,0.073,31.6
768,0.072,31.6
768.5,0.072,31.6
769,0.068,31.6
769.5,0.061,31.6
770,0.063,31.6
770.5,0.057,31.6
771,0.052,31.6
771.5,0.047,31.6
772,0.042,31.6
772.5,0.059,31.6
773,0.064,31.7
773.5,0.069,31.7
774,0.075,31.6
774.5,0.075,31.6
775,0.078,31.6
775.5,0.076,31.6
776,0.077,31.5
776.5,0.069,31.5
777,0.065,31.5
777.5,0.061,31.5
778,0.055,31.5
778.5,0.067,31.5
779,0.064,31.5
779.5,0.06,31.5
780,0.054,31.5
780.5,0.044,31.5
781,0.036,31.6
781.5,0.032,31.6
782,0.038,31.6
782.5,0.042,31.6
783,0.043,31.6
783.5,0.045,31.7
784,0.043,31.7
784.5,0.048,31.7
785,0.045,31.7
785.5,0.043,31.7
786,0.039,31.7
786.5,0.026,31.7
787,0.021,31.7
787.5,0.028,31.7
788,0.034,31.7
788.5,0.037,31.8
789,0.036,31.8
789.5,0.034,31.8
790,0.029,31.8
790.5,0.025,31.8
791,0.014,31.8
791.5,0.018,31.8
792,0.022,31.9
792.5,0.025,31.9
793,0.038,31.9
793.5,0.04,31.9
794,0.04,31.9
794.5,0.035,31.9
795,0.027,31.9
795.5,0.023,31.9
796,0.01,31.9
796.5,0.008,31.9
797,0.014,32
797.5,0.021,32
798,0.026,32
798.5,0.024,32
799,0.018,32
799.5,-0.017,32
800,-0.087,32.1
800.5,-0.18,32.1
801,-0.219,32
801.5,-0.181,31.9
802,-0.118,31.9
802.5,-0.08,31.9
803,-0.068,31.9
803.5,-0.065,32
804,-0.058,32
804.5,-0.04,32.1
805,-0.03,32.1
805.5,-0.025,32.1
806,-0.022,32.2
806.5,-0.02,32.3
807,-0.024,32.3
807.5,-0.031,32.3
808,-0.017,32.3
808.5,-0.018,32.3
809,-0.025,32.4
809.5,-0.03,32.4
810,-0.032,32.4
810.5,-0.028,32.5
811,-0.019,32.5
811.5,-0.016,32.5
812,-0.016,32.5
812.5,-0.016,32.5
813,-0.017,32.5
813.5,-0.015,32.6
814,-0.014,32.6
814.5,-0.005,32.5
815,0.002,32.6
815.5,0.006,32.6
816,0.013,32.6
816.5,0.014,32.6
817,0.031,32.6
817.5,0.038,32.6
818,0.035,32.5
818.5,0.034,32.5
819,0.029,32.5
819.5,0.028,32.4
820,0.028,32.4
820.5,0.04,32.4
821,0.045,32.4
821.5,0.044,32.4
822,0.054,32.3
822.5,0.059,32.3
823,0.065,32.2
823.5,0.066,32.1
824,0.065,32.1
824.5,0.068,32
825,0.063,32
825.5,0.062,31.9
826,0.059,31.9
826.5,0.065,31.9
827,0.07,31.8
827.5,0.066,31.8
828,0.066,31.8
828.5,0.059,31.7
829,0.056,31.7
829.5,0.049,31.8
830,0.048,31.7
830.5,0.055,31.7
831,0.06,31.7
831.5,0.068,31.7
832,0.072,31.7
832.5,0.078,31.6
833,0.082,31.6
833.5,0.077,31.5
834,0.081,31.5
834.5,0.075,31.5
835,0.074,31.5
835.5,0.071,31.5
836,0.071,31.4
836.5,0.077,31.4
837,0.073,31.4
837.5,0.071,31.4
838,0.063,31.4
838.5,0.057,31.4
839,0.053,31.4
839.5,0.043,31.4
840,0.053,31.4
840.5,0.056,31.4
841,0.065,31.4
841.5,0.069,31.4
842,0.068,31.4
842.5,0.07,31.4
843,0.068,31.4
843.5,0.07,31.3
844,0.068,31.3
844.5,0.066,31.3
845,0.063,31.3
845.5,0.059,31.3
846,0.064,31.3
846.5,0.066,31.3
847,0.065,31.3
847.5,0.063,31.3
848,0.056,31.3
848.5,0.054,31.3
849,0.046,31.3
849.5,0.045,31.3
850,0.058,31.3
850.5,0.066,31.3
851,0.07,31.3
851.5,0.07,31.3
852,0.075,31.2
852.5,0.072,31.2
853,0.07,31.2
853.5,0.069,31.2
854,0.06,31.2
854.5,0.063,31.2
855,0.063,31.2
855.5,0.059,31.2
856,0.064,31.2
856.5,0.064,31.2
857,0.06,31.2
857.5,0.05,31.2
858,0.047,31.2
858.5,0.041,31.2
859,0.04,31.2
859.5,0.047,31.2
860,0.047,31.2
860.5,0.051,31.2
861,0.05,31.2
861.5,0.052,31.2
862,0.053,31.2
862.5,0.052,31.2
863,0.047,31.3
863.5,0.042,31.2
864,0.044,31.2
864.5,0.04,31.3
865,0.041,31.3
865.5,0.038,31.3
866,0.035,31.3
866.5,0.038,31.3
867,0.035,31.3
867.5,0.033,31.3
868,0.029,31.3
868.5,0.025,31.4
869,0.026,31.4
869.5,0.031,31.4
870,0.035,31.4
870.5,0.036,31.4
871,0.034,31.4
871.5,0.036,31.4
872,0.034,31.4
872.5,0.035,31.4
873,0.031,31.4
873.5,0.03,31.4
874,0.029,31.4
874.5,0.028,31.5
875,0.025,31.5
875.5,0.022,31.5
876,0.024,31.5
876.5,0.023,31.5
877,0.017,31.5
877.5,0.014,31.5
878,0.01,31.5
878.5,0.01,31.6
879,0.011,31.6
879.5,-0.003,31.6
880,-0.032,31.7
880.5,-0.086,31.7
881,-0.155,31.7
881.5,-0.19,31.7
882,-0.172,31.6
882.5,-0.126,31.6
883,-0.083,31.5
883.5,-0.061,31.6
884,-0.051,31.6
884.5,-0.036,31.7
885,-0.029,31.7
885.5,-0.031,31.7
886,-0.031,31.8
886.5,-0.035,31.8
887,-0.039,31.8
887.5,-0.037,31.9
888,-0.034,31.9
888.5,-0.032,31.9
889,-0.03,32
889.5,-0.035,32
890,-0.04,32
890.5,-0.043,32
891,-0.042,32
891.5,-0.037,32
892,-0.032,32
892.5,-0.026,32
893,-0.025,32.1
893.5,-0.022,32.1
894,-0.017,32.1
894.5,-0.015,32.1
895,-0.012,32.1
895.5,-0.01,32.2
896,-0.006,32.2
896.5,0.004,32.2
897,0.007,32.2
897.5,0.017,32.2
898,0.028,32.2
898.5,0.027,32.2
899,0.034,32.1
899.5,0.034,32.1
900,0.035,32.1
900.5,0.042,32.1
901,0.044,32
901.5,0.048,32
902,0.048,32
902.5,0.055,31.9
903,0.056,31.9
903.5,0.052,31.8
904,0.056,31.8
904.5,0.053,31.7
905,0.056,31.7
905.5,0.057,31.7
906,0.055,31.6
906.5,0.055,31.6
907,0.057,31.6
907.5,0.064,31.6
908,0.061,31.5
908.5,0.068,31.5
909,0.073,31.5
909.5,0.075,31.4
910,0.078,31.4
910.5,0.079,31.3
911,0.088,31.3
911.5,0.083,31.2
912,0.078,31.2
912.5,0.07,31.2
913,0.064,31.1
913.5,0.068,31.1
914,0.069,31.1
914.5,0.068,31.1
915,0.065,31.1
915.5,0.057,31.1
916,0.054,31.1
916.5,0.052,31.1
917,0.06,31.1
917.5,0.059,31.1
918,0.059,31.1
918.5,0.068,31.1
919,0.068,31.1
919.5,0.078,31
920,0.075,31
920.5,0.074,31
921,0.074,31
921.5,0.066,30.9
922,0.065,31
922.5,0.063,30.9
923,0.065,31
923.5,0.069,30.9
924,0.064,30.9
924.5,0.062,30.9
925,0.056,30.9
925.5,0.057,30.9
926,0.058,30.9
926.5,0.062,30.9
927,0.064,30.9
927.5,0.064,30.9
928,0.075,30.9
928.5,0.075,30.9
929,0.078,30.9
929.5,0.08,30.8
930,0.075,30.8
930.5,0.074,30.8
931,0.067,30.8
931.5,0.066,30.8
932,0.069,30.8
932.5,0.068,30.8
933,0.066,30.8
933.5,0.059,30.8
934,0.061,30.8
934.5,0.054,30.8
935,0.047,30.8
935.5,0.038,30.8
936,0.037,30.9
936.5,0.044,30.9
937,0.046,30.9
937.5,0.056,30.9
938,0.057,30.9
938.5,0.06,30.9
939,0.064,30.9
939.5,0.055,30.9
940,0.057,30.9
940.5,0.05,30.9
941,0.051,30.9
941.5,0.055,30.9
942,0.048,30.9
942.5,0.044,30.9
943,0.046,30.9
943.5,0.048,30.9
944,0.047,30.9
944.5,0.042,30.9
945,0.036,30.9
945.5,0.026,30.9
946,0.034,31
946.5,0.039,31
947,0.042,31
947.5,0.043,31
948,0.042,31
948.5,0.043,31
949,0.041,31
949.5,0.04,31
950,0.036,31
950.5,0.034,31
951,0.03,31
951.5,0.032,31
952,0.032,31.1
952.5,0.032,31.1
953,0.035,31.1
953.5,0.033,31.1
954,0.027,31.1
954.5,0.023,31.1
955,0.015,31.1
955.5,0.013,31.1
956,0.019,31.2
956.5,0.021,31.2
957,0.025,31.2
957.5,0.024,31.2
958,0.023,31.2
958.5,0.019,31.2
959,0.002,31.2
959.5,-0.042,31.3
960,-0.111,31.3
960.5,-0.179,31.3
961,-0.226,31.3
961.5,-0.229,31.2
962,-0.157,31.1
962.5,-0.084,31.1
963,-0.057,31.1
963.5,-0.054,31.2
964,-0.051,31.2
964.5,-0.043,31.3
965,-0.035,31.4
965.5,-0.045,31.4
966,-0.042,31.4
966.5,-0.044,31.5
967,-0.033,31.5
967.5,-0.02,31.5
968,-0.03,31.6
968.5,-0.035,31.6
969,-0.04,31.6
969.5,-0.032,31.6
970,-0.022,31.7
970.5,-0.026,31.7
971,-0.021,31.7
971.5,-0.009,31.8
972,-0.011,31.8
972.5,-0.012,31.8
973,-0.014,31.8
973.5,-0.02,31.8
974,-0.019,31.8
974.5,-0.02,31.8
975,-0.024,31.9
975.5,-0.014,31.9
976,0.001,31.9
976.5,0.015,31.9
977,0.027,31.9
977.5,0.038,31.9
978,0.037,31.9
978.5,0.041,31.8
979,0.041,31.8
979.5,0.043,31.8
980,0.039,31.7
980.5,0.039,31.7
981,0.052,31.7
981.5,0.057,31.6
982,0.061,31.6
982.5,0.059,31.5
983,0.052,31.5
983.5,0.05,31.4
984,0.043,31.4
984.5,0.047,31.4
985,0.061,31.4
985.5,0.072,31.3
986,0.077,31.3
986.5,0.075,31.2
987,0.079,31.2
987.5,0.074,31.2
988,0.077,31.1
988.5,0.071,31.1
989,0.065,31
989.5,0.064,31
990,0.062,31
990.5,0.065,31
991,0.069,31
991.5,0.063,31
992,0.063,31
992.5,0.055,30.9
993,0.053,30.9
993.5,0.043,30.9
994,0.039,31
994.5,0.056,31
995,0.064,31
995.5,0.071,31
996,0.072,30.9
996.5,0.075,30.9
997,0.075,30.9
997.5,0.073,30.8
998,0.07,30.8
998.5,0.066,30.8
999,0.071,30.8
999.5,0.069,30.8
1000,0.07,30.8
1000.5,0.071,30.7
1001,0.066,30.7
1001.5,0.066,30.7
1002,0.061,30.7
1002.5,0.056,30.7
1003,0.049,30.7
1003.5,0.052,30.7
1004,0.064,30.7
1004.5,0.067,30.7
1005,0.07,30.7
1005.5,0.073,30.7
1006,0.076,30.7
1006.5,0.077,30.7
1007,0.07,30.6
1007.5,0.077,30.6
1008,0.074,30.6
1008.5,0.075,30.6
1009,0.072,30.6
1009.5,0.067,30.6
1010,0.067,30.6
1010.5,0.061,30.6
1011,0.059,30.6
1011.5,0.055,30.6
1012,0.05,30.6
1012.5,0.046,30.6
1013,0.04,30.7
1013.5,0.053,30.7
1014,0.057,30.7
1014.5,0.061,30.7
1015,0.065,30.7
1015.5,0.061,30.7
1016,0.063,30.7
1016.5,0.065,30.7
1017,0.066,30.6
1017.5,0.066,30.6
1018,0.061,30.6
1018.5,0.06,30.6
1019,0.051,30.6
1019.5,0.06,30.6
1020,0.052,30.6
1020.5,0.052,30.6
1021,0.05,30.6
1021.5,0.044,30.6
1022,0.04,30.7
1022.5,0.037,30.7
1023,0.041,30.7
1023.5,0.044,30.7
1024,0.044,30.7
1024.5,0.045,30.7
1025,0.04,30.8
1025.5,0.044,30.7
1026,0.041,30.8
1026.5,0.043,30.8
1027,0.043,30.8
1027.5,0.037,30.8
1028,0.039,30.8
1028.5,0.036,30.8
1029,0.038,30.8
1029.5,0.034,30.8
1030,0.03,30.8
1030.5,0.031,30.9
1031,0.03,30.9
1031.5,0.031,30.9
1032,0.026,30.9
1032.5,0.025,30.9
1033,0.028,30.9
1033.5,0.027,31
1034,0.031,31
1034.5,0.03,31
1035,0.031,31
1035.5,0.032,31
1036,0.029,31
1036.5,0.029,31
1037,0.024,31
1037.5,0.025,31
1038,0.021,31
1038.5,0.018,31
1039,0.02,31.1
1039.5,0.013,31.1
1040,0.006,31.1
1040.5,-0.014,31.1
1041,-0.055,31.2
1041.5,-0.108,31.2
1042,-0.146,31.2
1042.5,-0.161,31.2
1043,-0.149,31.1
1043.5,-0.118,31.1
1044,-0.086,31.1
1044.5,-0.071,31.2
1045,-0.06,31.2
1045.5,-0.054,31.2
1046,-0.051,31.2
1046.5,-0.043,31.3
1047,-0.037,31.3
1047.5,-0.034,31.4
1048,-0.035,31.4
1048.5,-0.032,31.5
