time_s,s1_flow_ml_min,s1_temp_c
292.5,0.058,31.6
293,0.055,31.6
293.5,0.046,31.6
294,0.048,31.7
294.5,0.055,31.6
295,0.066,31.7
295.5,0.07,31.6
296,0.073,31.6
296.5,0.072,31.6
297,0.07,31.6
297.5,0.077,31.6
298,0.075,31.5
298.5,0.075,31.5
299,0.075,31.5
299.5,0.065,31.5
300,0.07,31.5
300.5,0.068,31.5
301,0.073,31.5
301.5,0.068,31.5
302,0.064,31.5
302.5,0.058,31.5
303,0.05,31.5
303.5,0.058,31.5
304,0.062,31.5
304.5,0.065,31.5
305,0.066,31.5
305.5,0.061,31.5
306,0.069,31.5
306.5,0.067,31.5
307,0.071,31.5
307.5,0.074,31.5
308,0.067,31.5
308.5,0.064,31.5
309,0.065,31.5
309.5,0.065,31.5
310,0.066,31.4
310.5,0.064,31.4
311,0.06,31.5
311.5,0.05,31.5
312,0.054,31.5
312.5,0.047,31.5
313,0.043,31.5
313.5,0.052,31.5
314,0.053,31.5
314.5,0.055,31.6
315,0.053,31.6
315.5,0.055,31.6
316,0.056,31.6
316.5,0.056,31.6
317,0.055,31.6
317.5,0.046,31.6
318,0.049,31.6
318.5,0.045,31.6
319,0.045,31.6
319.5,0.045,31.6
320,0.042,31.6
320.5,0.043,31.6
321,0.039,31.7
321.5,0.041,31.7
322,0.035,31.7
322.5,0.028,31.7
323,0.034,31.7
323.5,0.036,31.8
324,0.041,31.8
324.5,0.04,31.8
325,0.04,31.8
325.5,0.042,31.8
326,0.038,31.8
326.5,0.043,31.8
327,0.039,31.8
327.5,0.039,31.8
328,0.036,31.8
328.5,0.032,31.8
329,0.035,31.8
329.5,0.035,31.8
330,0.031,31.8
330.5,0.029,31.9
331,0.03,31.9
331.5,0.029,31.9
332,0.023,31.9
332.5,0.027,32
333,0.028,32
333.5,0.031,32
334,0.029,32
334.5,0.027,32
335,0.024,32
335.5,0.011,32
336,-0.017,32
336.5,-0.074,32.1
337,-0.138,32.1
337.5,-0.166,32.1
338,-0.144,32
338.5,-0.097,32
339,-0.057,32
339.5,-0.028,32.1
340,-0.02,32.1
340.5,-0.025,32.2
341,-0.027,32.2
341.5,-0.024,32.3
342,-0.024,32.3
342.5,-0.022,32.4
343,-0.023,32.4
343.5,-0.025,32.4
344,-0.032,32.5
344.5,-0.037,32.5
345,-0.039,32.5
345.5,-0.033,32.5
346,-0.028,32.5
346.5,-0.024,32.6
347,-0.024,32.6
347.5,-0.025,32.6
348,-0.022,32.6
348.5,-0.012,32.7
349,-0.012,32.7
349.5,-0.014,32.7
350,-0.017,32.7
350.5,-0.02,32.7
351,-0.019,32.8
351.5,-0.008,32.8
352,0,32.8
352.5,0.004,32.8
353,0.01,32.8
353.5,0.014,32.8
354,0.021,32.8
354.5,0.027,32.8
355,0.03,32.8
355.5,0.035,32.8
356,0.036,32.8
356.5,0.037,32.8
357,0.038,32.8
357.5,0.038,32.8
358,0.049,32.7
358.5,0.055,32.7
359,0.06,32.6
359.5,0.056,32.6
360,0.055,32.5
360.5,0.053,32.5
361,0.044,32.5
361.5,0.047,32.5
362,0.051,32.4
362.5,0.062,32.4
363,0.069,32.3
363.5,0.07,32.3
364,0.073,32.3
364.5,0.07,32.2
365,0.078,32.2
365.5,0.075,32.1
366,0.073,32.1
366.5,0.075,32.1
367,0.059,32.1
367.5,0.069,32
368,0.073,32
368.5,0.074,32
369,0.069,32
369.5,0.065,32
370,0.06,32
370.5,0.055,31.9
371,0.051,32
371.5,0.052,32
372,0.061,32
372.5,0.07,32
373,0.063,32
373.5,0.073,32
374,0.07,31.9
374.5,0.072,31.9
375,0.072,31.9
375.5,0.066,31.9
376,0.064,31.9
376.5,0.06,31.9
377,0.062,31.9
377.5,0.059,31.9
378,0.067,31.9
378.5,0.068,31.9
379,0.059,31.9
379.5,0.061,31.9
380,0.053,31.9
380.5,0.05,31.9
381,0.044,31.9
381.5,0.05,31.9
382,0.064,31.9
382.5,0.068,31.9
383,0.086,31.9
383.5,0.088,31.8
384,0.087,31.8
384.5,0.083,31.8
385,0.07,31.7
385.5,0.065,31.7
386,0.055,31.7
386.5,0.048,31.8
387,0.068,31.8
387.5,0.069,31.8
388,0.071,31.8
388.5,0.065,31.8
389,0.061,31.8
389.5,0.054,31.8
390,0.046,31.8
390.5,0.045,31.8
391,0.049,31.8
391.5,0.064,31.9
392,0.065,31.8
392.5,0.069,31.8
393,0.072,31.8
393.5,0.062,31.8
394,0.061,31.8
394.5,0.055,31.8
395,0.056,31.8
395.5,0.055,31.8
396,0.053,31.8
396.5,0.05,31.8
397,0.05,31.9
397.5,0.057,31.9
398,0.051,31.9
398.5,0.047,31.9
399,0.038,31.9
399.5,0.032,31.9
400,0.033,31.9
400.5,0.039,32
401,0.047,32
401.5,0.047,32
402,0.043,32
402.5,0.05,32
403,0.047,32
403.5,0.051,32
404,0.047,32
404.5,0.044,32
405,0.041,32
405.5,0.035,32
406,0.033,32
406.5,0.036,32.1
407,0.04,32.1
407.5,0.037,32.1
408,0.032,32.1
408.5,0.031,32.1
409,0.023,32.2
409.5,0.02,32.2
410,0.02,32.2
410.5,0.024,32.3
411,0.031,32.2
411.5,0.032,32.3
412,0.037,32.3
412.5,0.037,32.3
413,0.033,32.3
413.5,0.028,32.3
414,0.024,32.3
414.5,0.021,32.3
415,0.019,32.3
415.5,0.006,32.3
416,-0.008,32.4
416.5,-0.022,32.4
417,-0.055,32.5
417.5,-0.111,32.5
418,-0.163,32.5
418.5,-0.166,32.4
419,-0.119,32.3
419.5,-0.065,32.3
420,-0.047,32.4
420.5,-0.039,32.4
421,-0.024,32.5
421.5,-0.024,32.5
422,-0.028,32.6
422.5,-0.029,32.6
423,-0.025,32.7
423.5,-0.014,32.7
424,-0.008,32.7
424.5,-0.007,32.8
425,-0.012,32.8
425.5,-0.007,32.8
426,-0.001,32.8
426.5,-0.005,32.9
427,-0.013,32.9
427.5,-0.024,32.9
428,-0.03,33
428.5,-0.031,33
429,-0.019,33
429.5,-0.018,33
430,-0.02,33
430.5,-0.016,33
431,-0.011,33.1
431.5,-0.007,33.1
432,-0.003,33.1
432.5,-0.001,33.1
433,0.006,33.2
433.5,0.014,33.2
434,0.022,33.1
434.5,0.023,33.2
435,0.02,33.1
435.5,0.026,33.2
436,0.036,33.2
436.5,0.029,33.1
437,0.028,33.1
437.5,0.029,33.1
438,0.035,33.1
438.5,0.047,33.1
439,0.047,33
439.5,0.058,33
440,0.059,32.9
440.5,0.062,32.9
441,0.071,32.8
441.5,0.069,32.8
442,0.072,32.7
442.5,0.07,32.7
443,0.071,32.6
443.5,0.066,32.6
444,0.061,32.5
444.5,0.058,32.5
445,0.064,32.5
445.5,0.067,32.5
446,0.065,32.5
446.5,0.055,32.4
447,0.061,32.4
447.5,0.062,32.4
448,0.064,32.4
448.5,0.063,32.4
449,0.06,32.4
449.5,0.064,32.4
450,0.065,32.4
450.5,0.068,32.3
451,0.068,32.3
451.5,0.072,32.3
452,0.073,32.3
452.5,0.063,32.3
453,0.066,32.3
453.5,0.062,32.2
454,0.066,32.2
454.5,0.069,32.2
455,0.066,32.2
455.5,0.065,32.2
456,0.059,32.2
456.5,0.057,32.2
457,0.055,32.2
457.5,0.06,32.2
458,0.06,32.2
458.5,0.055,32.2
459,0.064,32.3
459.5,0.066,32.2
460,0.075,32.2
460.5,0.078,32.2
461,0.072,32.2
461.5,0.073,32.2
462,0.069,32.1
462.5,0.071,32.2
463,0.07,32.1
463.5,0.068,32.1
464,0.07,32.1
464.5,0.066,32.1
465,0.068,32.1
465.5,0.062,32.1
466,0.059,32.1
466.5,0.051,32.1
467,0.046,32.1
467.5,0.06,32.1
468,0.059,32.1
468.5,0.07,32.2
469,0.073,32.1
469.5,0.075,32.1
470,0.073,32.1
470.5,0.07,32.1
471,0.073,32.1
471.5,0.069,32.1
472,0.065,32.1
472.5,0.061,32.1
473,0.051,32.1
473.5,0.068,32.1
474,0.065,32.1
474.5,0.062,32.1
475,0.059,32.1
475.5,0.054,32.1
476,0.047,32.1
476.5,0.039,32.1
477,0.049,32.1
477.5,0.047,32.2
478,0.051,32.2
478.5,0.053,32.2
479,0.053,32.2
479.5,0.057,32.2
480,0.053,32.2
480.5,0.05,32.2
481,0.044,32.2
481.5,0.04,32.2
482,0.04,32.2
482.5,0.037,32.2
483,0.042,32.3
483.5,0.045,32.3
484,0.039,32.3
484.5,0.039,32.3
485,0.034,32.3
485.5,0.033,32.4
486,0.027,32.4
486.5,0.024,32.4
487,0.027,32.4
487.5,0.031,32.5
488,0.036,32.5
488.5,0.035,32.5
489,0.039,32.5
489.5,0.04,32.5
490,0.035,32.5
490.5,0.034,32.5
491,0.031,32.5
491.5,0.031,32.5
492,0.027,32.5
492.5,0.029,32.5
493,0.028,32.5
493.5,0.028,32.6
494,0.03,32.6
494.5,0.026,32.6
495,0.022,32.6
495.5,0.015,32.6
496,0.015,32.7
496.5,0.015,32.7
497,0.004,32.7
497.5,-0.023,32.7
498,-0.076,32.8
498.5,-0.128,32.8
499,-0.146,32.8
499.5,-0.111,32.7
500,-0.063,32.7
500.5,-0.037,32.7
501,-0.022,32.8
501.5,-0.014,32.8
502,-0.019,32.9
502.5,-0.021,32.9
503,-0.013,33
503.5,-0.013,33
504,-0.012,33
504.5,-0.016,33.1
505,-0.021,33.1
505.5,-0.027,33.1
506,-0.033,33.2
506.5,-0.04,33.2
507,-0.035,33.2
507.5,-0.037,33.2
508,-0.038,33.2
508.5,-0.038,33.2
509,-0.036,33.2
509.5,-0.033,33.2
510,-0.029,33.2
510.5,-0.027,33.3
511,-0.021,33.3
511.5,-0.02,33.3
512,-0.014,33.3
512.5,-0.006,33.3
513,0.001,33.4
513.5,0.009,33.4
514,0.015,33.4
514.5,0.018,33.4
515,0.017,33.4
515.5,0.015,33.4
516,0.018,33.4
516.5,0.028,33.4
517,0.034,33.4
517.5,0.037,33.4
518,0.049,33.4
518.5,0.054,33.3
519,0.056,33.3
519.5,0.061,33.2
520,0.056,33.2
520.5,0.058,33.1
521,0.055,33.1
521.5,0.064,33
522,0.068,33
522.5,0.064,32.9
523,0.062,32.9
523.5,0.056,32.9
524,0.052,32.8
524.5,0.047,32.8
525,0.043,32.8
525.5,0.045,32.8
526,0.056,32.8
526.5,0.065,32.8
527,0.064,32.8
527.5,0.07,32.7
528,0.073,32.7
528.5,0.065,32.7
529,0.067,32.6
529.5,0.063,32.6
530,0.066,32.6
530.5,0.065,32.6
531,0.064,32.5
531.5,0.067,32.5
532,0.064,32.5
532.5,0.067,32.5
533,0.059,32.5
533.5,0.058,32.5
534,0.051,32.5
534.5,0.042,32.5
535,0.051,32.5
535.5,0.061,32.5
536,0.07,32.5
536.5,0.074,32.5
537,0.071,32.5
537.5,0.069,32.4
538,0.064,32.4
538.5,0.066,32.4
539,0.062,32.4
539.5,0.064,32.4
540,0.066,32.4
540.5,0.061,32.4
541,0.072,32.4
541.5,0.067,32.3
542,0.067,32.3
542.5,0.065,32.3
543,0.058,32.3
543.5,0.051,32.3
544,0.041,32.4
544.5,0.047,32.4
545,0.062,32.4
545.5,0.073,32.4
546,0.079,32.4
546.5,0.073,32.3
547,0.081,32.3
547.5,0.074,32.2
548,0.073,32.2
548.5,0.07,32.2
549,0.066,32.2
549.5,0.064,32.2
550,0.061,32.2
550.5,0.063,32.2
551,0.06,32.2
551.5,0.058,32.2
552,0.058,32.2
552.5,0.051,32.3
553,0.049,32.3
553.5,0.041,32.3
554,0.04,32.3
554.5,0.054,32.3
555,0.057,32.3
555.5,0.063,32.3
556,0.063,32.3
556.5,0.069,32.3
557,0.072,32.3
557.5,0.066,32.3
558,0.064,32.2
558.5,0.057,32.2
559,0.056,32.2
559.5,0.051,32.2
560,0.055,32.3
560.5,0.055,32.3
561,0.05,32.3
561.5,0.053,32.3
562,0.046,32.3
562.5,0.042,32.3
563,0.034,32.3
563.5,0.031,32.3
564,0.035,32.3
564.5,0.034,32.4
565,0.038,32.4
565.5,0.038,32.4
566,0.037,32.4
566.5,0.04,32.4
567,0.037,32.5
567.5,0.039,32.5
568,0.033,32.5
568.5,0.024,32.5
569,0.022,32.5
569.5,0.029,32.5
570,0.032,32.6
570.5,0.032,32.6
571,0.032,32.6
571.5,0.031,32.6
572,0.027,32.6
572.5,0.022,32.6
573,0.012,32.6
573.5,0.018,32.7
574,0.021,32.7
574.5,0.025,32.7
575,0.036,32.7
575.5,0.034,32.7
576,0.032,32.7
576.5,0.024,32.7
577,0.011,32.7
577.5,-0.033,32.8
578,-0.097,32.8
578.5,-0.138,32.8
579,-0.132,32.8
579.5,-0.102,32.7
580,-0.063,32.7
580.5,-0.031,32.7
581,-0.026,32.8
581.5,-0.045,32.8
582,-0.07,32.9
582.5,-0.078,32.9
583,-0.064,32.9
583.5,-0.037,32.9
584,-0.021,32.9
584.5,-0.013,33
585,-0.02,33
585.5,-0.029,33
586,-0.031,33.1
586.5,-0.031,33.1
587,-0.029,33.1
587.5,-0.023,33.2
588,-0.023,33.2
588.5,-0.021,33.2
589,-0.019,33.2
589.5,-0.016,33.2
590,-0.004,33.3
590.5,-0.001,33.3
591,-0.005,33.3
591.5,-0.006,33.3
592,-0.007,33.3
592.5,0.001,33.3
593,0.008,33.3
593.5,0.014,33.4
594,0.019,33.4
594.5,0.019,33.4
595,0.025,33.4
595.5,0.03,33.4
596,0.031,33.4
596.5,0.031,33.3
597,0.031,33.3
597.5,0.038,33.3
598,0.038,33.3
598.5,0.037,33.3
599,0.05,33.2
599.5,0.052,33.2
600,0.059,33.1
600.5,0.053,33.1
601,0.052,33
601.5,0.051,33
602,0.043,33
602.5,0.054,32.9
603,0.052,32.9
603.5,0.058,32.9
604,0.064,32.9
604.5,0.067,32.8
605,0.066,32.8
605.5,0.063,32.7
606,0.069,32.7
606.5,0.065,32.6
607,0.064,32.6
607.5,0.06,32.6
608,0.052,32.6
608.5,0.062,32.5
609,0.063,32.5
609.5,0.066,32.5
610,0.062,32.5
610.5,0.057,32.5
611,0.052,32.5
611.5,0.046,32.5
612,0.052,32.5
612.5,0.055,32.5
613,0.063,32.5
613.5,0.067,32.5
614,0.067,32.4
614.5,0.079,32.4
615,0.076,32.4
615.5,0.078,32.3
616,0.077,32.3
616.5,0.073,32.3
617,0.067,32.3
617.5,0.063,32.3
618,0.071,32.2
618.5,0.074,32.2
619,0.07,32.2
619.5,0.068,32.2
620,0.055,32.2
620.5,0.053,32.2
621,0.047,32.2
621.5,0.049,32.3
622,0.052,32.3
622.5,0.054,32.3
623,0.062,32.3
623.5,0.062,32.2
624,0.067,32.2
624.5,0.067,32.2
625,0.067,32.2
625.5,0.065,32.2
626,0.058,32.2
626.5,0.062,32.2
627,0.057,32.2
627.5,0.061,32.2
628,0.067,32.2
628.5,0.059,32.2
629,0.059,32.2
629.5,0.057,32.1
