time_s,s1_flow_ml_min,s1_temp_c
97.5,0.042,32.2
98,0.031,32.3
98.5,0.028,32.3
99,0.033,32.3
99.5,0.037,32.3
100,0.041,32.3
100.5,0.04,32.4
101,0.043,32.3
101.5,0.044,32.4
102,0.038,32.4
102.5,0.036,32.4
103,0.033,32.4
103.5,0.034,32.4
104,0.032,32.4
104.5,0.033,32.4
105,0.031,32.4
105.5,0.029,32.5
106,0.034,32.5
106.5,0.031,32.5
107,0.026,32.5
107.5,0.02,32.5
108,0.013,32.5
108.5,0.014,32.6
109,0.02,32.6
109.5,0.022,32.6
110,0.024,32.6
110.5,0.022,32.6
111,0.018,32.6
111.5,-0.004,32.7
112,-0.053,32.7
112.5,-0.142,32.7
113,-0.22,32.7
113.5,-0.245,32.6
114,-0.217,32.5
114.5,-0.141,32.4
115,-0.073,32.4
115.5,-0.042,32.5
116,-0.038,32.6
116.5,-0.04,32.6
117,-0.041,32.7
117.5,-0.032,32.7
118,-0.037,32.8
118.5,-0.047,32.8
119,-0.041,32.8
119.5,-0.04,32.9
120,-0.027,32.9
120.5,-0.027,33
121,-0.038,33
121.5,-0.04,33
122,-0.036,33
122.5,-0.022,33
123,-0.022,33.1
123.5,-0.031,33.1
124,-0.021,33.1
124.5,-0.01,33.1
125,-0.01,33.2
125.5,-0.005,33.2
126,-0.012,33.2
126.5,-0.016,33.3
127,-0.015,33.3
127.5,-0.02,33.3
128,-0.019,33.3
128.5,-0.006,33.3
129,0.011,33.3
129.5,0.023,33.4
130,0.037,33.4
130.5,0.041,33.3
131,0.042,33.3
131.5,0.043,33.3
132,0.042,33.3
132.5,0.043,33.2
133,0.04,33.2
133.5,0.047,33.2
134,0.057,33.1
134.5,0.057,33.1
135,0.061,33.1
135.5,0.055,33
136,0.054,33
136.5,0.049,33
137,0.043,32.9
137.5,0.049,32.9
138,0.064,32.9
138.5,0.075,32.9
139,0.077,32.8
139.5,0.077,32.8
140,0.076,32.7
140.5,0.07,32.7
141,0.075,32.6
141.5,0.067,32.6
142,0.065,32.6
142.5,0.063,32.6
143,0.061,32.6
143.5,0.063,32.6
144,0.064,32.6
144.5,0.064,32.5
145,0.059,32.5
145.5,0.055,32.5
146,0.049,32.5
146.5,0.036,32.6
147,0.043,32.6
147.5,0.06,32.6
148,0.07,32.6
148.5,0.074,32.6
149,0.071,32.5
149.5,0.073,32.5
150,0.07,32.5
150.5,0.071,32.4
151,0.069,32.4
151.5,0.068,32.4
152,0.068,32.4
152.5,0.064,32.4
153,0.071,32.4
153.5,0.067,32.4
154,0.067,32.4
154.5,0.065,32.4
155,0.055,32.3
155.5,0.05,32.4
156,0.043,32.4
156.5,0.057,32.4
157,0.071,32.4
157.5,0.07,32.4
158,0.07,32.4
158.5,0.068,32.3
159,0.073,32.3
159.5,0.075,32.3
160,0.075,32.3
160.5,0.068,32.3
161,0.069,32.3
161.5,0.073,32.2
162,0.066,32.2
162.5,0.067,32.2
163,0.064,32.2
163.5,0.057,32.3
164,0.056,32.3
164.5,0.048,32.3
165,0.047,32.3
165.5,0.041,32.3
166,0.048,32.3
166.5,0.056,32.3
167,0.054,32.3
167.5,0.061,32.3
168,0.06,32.3
168.5,0.063,32.3
169,0.061,32.3
169.5,0.06,32.3
170,0.064,32.3
170.5,0.06,32.3
171,0.061,32.3
171.5,0.058,32.3
172,0.053,32.2
172.5,0.053,32.2
173,0.048,32.2
173.5,0.052,32.3
174,0.047,32.3
174.5,0.044,32.3
175,0.036,32.3
175.5,0.037,32.3
176,0.04,32.3
176.5,0.042,32.4
177,0.045,32.4
177.5,0.043,32.4
178,0.04,32.4
178.5,0.042,32.4
179,0.039,32.4
179.5,0.042,32.4
180,0.039,32.4
180.5,0.038,32.4
181,0.036,32.4
181.5,0.033,32.4
182,0.037,32.4
182.5,0.03,32.4
183,0.032,32.5
183.5,0.031,32.5
184,0.028,32.5
184.5,0.026,32.5
185,0.02,32.5
185.5,0.028,32.5
186,0.027,32.5
186.5,0.03,32.6
187,0.03,32.6
187.5,0.027,32.6
188,0.031,32.6
188.5,0.029,32.6
189,0.028,32.6
189.5,0.026,32.6
190,0.021,32.6
190.5,0.021,32.6
191,0.019,32.6
191.5,0.02,32.6
192,0.018,32.6
192.5,0.01,32.7
193,-0.006,32.7
193.5,-0.043,32.7
194,-0.09,32.8
194.5,-0.143,32.8
195,-0.16,32.8
195.5,-0.153,32.7
196,-0.119,32.7
196.5,-0.083,32.7
197,-0.062,32.7
197.5,-0.058,32.7
198,-0.054,32.7
198.5,-0.047,32.8
199,-0.041,32.8
199.5,-0.037,32.8
200,-0.035,32.9
200.5,-0.035,32.9
201,-0.032,33
201.5,-0.031,33
202,-0.034,33
202.5,-0.038,33
203,-0.041,33
203.5,-0.044,33.1
204,-0.045,33.1
204.5,-0.043,33.1
205,-0.037,33.1
205.5,-0.036,33.1
206,-0.032,33.1
206.5,-0.028,33.1
207,-0.021,33.2
207.5,-0.015,33.2
208,-0.01,33.2
208.5,-0.004,33.2
209,0,33.2
209.5,0.009,33.3
210,0.019,33.3
210.5,0.021,33.3
211,0.021,33.3
211.5,0.031,33.3
212,0.034,33.2
212.5,0.031,33.2
213,0.03,33.2
213.5,0.029,33.2
214,0.027,33.2
214.5,0.04,33.2
215,0.043,33.1
215.5,0.052,33.1
216,0.055,33.1
216.5,0.058,33
217,0.067,32.9
217.5,0.07,32.9
218,0.075,32.8
218.5,0.071,32.7
219,0.07,32.7
219.5,0.072,32.7
220,0.057,32.6
220.5,0.075,32.6
221,0.076,32.5
221.5,0.075,32.5
222,0.069,32.4
222.5,0.062,32.4
223,0.057,32.4
223.5,0.05,32.4
224,0.056,32.4
224.5,0.058,32.4
225,0.06,32.4
225.5,0.065,32.4
226,0.063,32.4
226.5,0.071,32.4
227,0.068,32.3
227.5,0.068,32.3
228,0.065,32.3
228.5,0.058,32.3
229,0.059,32.3
229.5,0.057,32.2
230,0.065,32.2
230.5,0.067,32.2
231,0.069,32.2
231.5,0.065,32.2
232,0.058,32.2
232.5,0.055,32.2
233,0.046,32.2
233.5,0.039,32.2
234,0.04,32.2
234.5,0.053,32.2
235,0.068,32.2
235.5,0.073,32.2
236,0.085,32.2
236.5,0.082,32.1
237,0.08,32.1
237.5,0.074,32.1
238,0.068,32
238.5,0.069,32
239,0.063,32
239.5,0.065,32
240,0.076,32
240.5,0.075,32
241,0.077,32
241.5,0.064,31.9
242,0.06,32
242.5,0.05,31.9
243,0.042,32
243.5,0.05,32
244,0.064,32
244.5,0.076,32
245,0.079,32
245.5,0.075,31.9
246,0.081,31.9
246.5,0.068,31.9
247,0.065,31.9
247.5,0.059,31.9
248,0.059,31.9
248.5,0.055,31.9
249,0.053,31.9
249.5,0.064,31.9
250,0.064,31.9
250.5,0.066,31.9
251,0.057,31.9
251.5,0.046,31.9
252,0.04,31.9
252.5,0.031,31.9
253,0.041,31.9
253.5,0.054,32
254,0.054,31.9
254.5,0.054,32
255,0.055,32
255.5,0.063,31.9
256,0.055,31.9
256.5,0.052,31.9
257,0.047,31.9
257.5,0.04,31.9
258,0.039,31.9
258.5,0.033,32
259,0.04,32
259.5,0.041,32
260,0.04,32
260.5,0.039,32
261,0.034,32
261.5,0.031,32
262,0.024,32
262.5,0.019,32.1
263,0.02,32.1
263.5,0.03,32.1
264,0.035,32.1
264.5,0.038,32.1
265,0.043,32.1
265.5,0.041,32.1
266,0.037,32.1
266.5,0.034,32.1
267,0.027,32.1
267.5,0.029,32.1
268,0.027,32.1
268.5,0.029,32.2
269,0.029,32.1
269.5,0.028,32.1
270,0.027,32.2
270.5,0.02,32.2
271,0.016,32.2
271.5,0.005,32.2
272,-0.007,32.2
272.5,-0.018,32.3
273,-0.059,32.3
273.5,-0.106,32.4
274,-0.144,32.4
274.5,-0.161,32.4
275,-0.147,32.3
275.5,-0.108,32.2
276,-0.074,32.3
276.5,-0.058,32.3
277,-0.055,32.3
277.5,-0.021,32.4
278,-0.015,32.4
278.5,-0.027,32.5
279,0.001,32.5
279.5,0.014,32.5
280,-0.006,32.6
280.5,-0.037,32.6
281,-0.06,32.6
281.5,-0.051,32.6
282,-0.024,32.7
282.5,-0.02,32.7
283,-0.019,32.7
283.5,-0.018,32.7
284,-0.023,32.7
284.5,-0.03,32.7
285,-0.033,32.8
285.5,-0.033,32.8
286,-0.025,32.8
286.5,-0.016,32.8
287,-0.01,32.8
287.5,-0.011,32.8
288,-0.008,32.8
288.5,-0.006,32.9
289,-0.009,32.9
289.5,-0.01,32.9
290,-0.011,32.9
290.5,-0.013,32.9
291,0.002,32.9
291.5,0.014,32.9
292,0.022,32.9
292.5,0.026,32.9
293,0.032,32.9
293.5,0.034,32.9
294,0.043,32.8
294.5,0.047,32.8
295,0.047,32.7
295.5,0.046,32.7
296,0.043,32.7
296.5,0.048,32.6
297,0.051,32.6
297.5,0.056,32.5
298,0.06,32.5
298.5,0.06,32.4
299,0.056,32.4
299.5,0.05,32.4
300,0.049,32.3
300.5,0.053,32.3
301,0.062,32.3
301.5,0.063,32.3
302,0.058,32.2
302.5,0.067,32.2
303,0.065,32.1
303.5,0.074,32.1
304,0.082,32.1
304.5,0.081,32
305,0.079,31.9
305.5,0.072,31.9
306,0.07,31.9
306.5,0.068,31.8
307,0.065,31.9
307.5,0.074,31.8
308,0.064,31.8
308.5,0.067,31.8
309,0.06,31.8
309.5,0.057,31.8
310,0.063,31.8
310.5,0.062,31.8
311,0.059,31.8
311.5,0.061,31.8
312,0.071,31.7
312.5,0.073,31.7
313,0.077,31.7
313.5,0.077,31.7
314,0.066,31.7
314.5,0.072,31.6
315,0.066,31.6
315.5,0.065,31.6
316,0.066,31.6
316.5,0.06,31.6
317,0.065,31.6
317.5,0.063,31.6
318,0.064,31.6
318.5,0.059,31.6
319,0.051,31.6
319.5,0.05,31.6
320,0.06,31.6
320.5,0.064,31.6
321,0.063,31.6
321.5,0.072,31.6
322,0.077,31.6
322.5,0.069,31.5
323,0.076,31.5
323.5,0.07,31.5
324,0.075,31.5
324.5,0.07,31.5
325,0.065,31.4
325.5,0.062,31.4
326,0.053,31.4
326.5,0.066,31.4
327,0.067,31.4
327.5,0.067,31.4
328,0.054,31.4
328.5,0.047,31.4
329,0.045,31.4
329.5,0.046,31.5
330,0.048,31.5
330.5,0.052,31.5
331,0.052,31.5
331.5,0.061,31.5
332,0.06,31.5
332.5,0.064,31.5
333,0.061,31.5
333.5,0.056,31.5
334,0.055,31.4
334.5,0.044,31.4
335,0.042,31.4
335.5,0.039,31.5
336,0.048,31.5
336.5,0.046,31.5
337,0.039,31.5
337.5,0.039,31.5
338,0.033,31.5
338.5,0.031,31.5
339,0.026,31.5
339.5,0.026,31.6
340,0.027,31.6
340.5,0.031,31.6
341,0.037,31.6
341.5,0.037,31.7
342,0.04,31.6
342.5,0.039,31.6
343,0.035,31.6
343.5,0.036,31.6
344,0.032,31.6
344.5,0.031,31.7
345,0.03,31.7
345.5,0.03,31.7
346,0.033,31.7
346.5,0.03,31.7
347,0.032,31.7
347.5,0.028,31.7
348,0.025,31.7
348.5,0.019,31.7
349,0.02,31.7
349.5,0.022,31.7
350,0.024,31.8
350.5,0.026,31.8
351,0.024,31.8
351.5,0.02,31.8
352,0.023,31.8
352.5,0.024,31.8
353,0.022,31.8
353.5,0.014,31.8
354,-0.008,31.8
354.5,-0.05,31.9
355,-0.114,31.9
355.5,-0.174,31.9
356,-0.171,31.9
356.5,-0.115,31.8
357,-0.065,31.8
357.5,-0.039,31.9
358,-0.028,31.9
358.5,-0.026,31.9
359,-0.035,32
359.5,-0.057,32
360,-0.056,32.1
360.5,-0.047,32.1
361,-0.031,32.1
361.5,-0.028,32.1
362,-0.028,32.2
362.5,-0.027,32.2
363,-0.021,32.2
363.5,-0.019,32.2
364,-0.027,32.3
364.5,-0.033,32.3
365,-0.022,32.3
365.5,-0.016,32.3
366,-0.017,32.3
366.5,-0.019,32.4
367,-0.02,32.4
367.5,-0.023,32.4
368,-0.024,32.4
368.5,-0.027,32.4
369,-0.021,32.4
369.5,-0.017,32.4
370,-0.014,32.5
370.5,-0.005,32.5
371,0,32.5
371.5,0.007,32.5
372,0.014,32.5
372.5,0.02,32.5
373,0.023,32.5
373.5,0.029,32.5
374,0.033,32.5
374.5,0.037,32.4
375,0.045,32.4
375.5,0.043,32.4
376,0.045,32.3
376.5,0.044,32.3
377,0.043,32.2
377.5,0.037,32.2
378,0.034,32.2
378.5,0.048,32.1
379,0.055,32.1
379.5,0.061,32.1
380,0.064,32
380.5,0.069,32
381,0.07,31.9
381.5,0.061,31.8
382,0.066,31.8
382.5,0.061,31.8
383,0.061,31.7
383.5,0.062,31.7
384,0.068,31.7
384.5,0.068,31.6
385,0.064,31.6
385.5,0.063,31.6
386,0.057,31.5
386.5,0.051,31.5
387,0.047,31.5
387.5,0.049,31.6
388,0.063,31.5
388.5,0.062,31.5
389,0.068,31.5
389.5,0.073,31.5
390,0.069,31.5
390.5,0.069,31.4
391,0.065,31.4
391.5,0.07,31.4
392,0.068,31.4
392.5,0.066,31.3
393,0.07,31.3
393.5,0.069,31.3
394,0.073,31.3
394.5,0.065,31.2
395,0.063,31.2
395.5,0.058,31.2
396,0.05,31.3
396.5,0.049,31.3
397,0.048,31.3
397.5,0.064,31.3
398,0.066,31.3
398.5,0.061,31.2
399,0.075,31.2
399.5,0.072,31.2
400,0.075,31.2
400.5,0.071,31.2
401,0.068,31.1
401.5,0.067,31.1
402,0.062,31.1
402.5,0.072,31.1
403,0.071,31.1
403.5,0.068,31.1
404,0.064,31.1
404.5,0.06,31.1
405,0.057,31.1
405.5,0.048,31.1
406,0.045,31.1
406.5,0.045,31.1
407,0.055,31.1
407.5,0.062,31.1
408,0.061,31.1
408.5,0.07,31.1
409,0.074,31.1
409.5,0.079,31
410,0.072,31
410.5,0.066,31
411,0.067,31
411.5,0.06,31
412,0.063,31
412.5,0.059,31
413,0.061,31
413.5,0.063,31
414,0.056,30.9
414.5,0.054,31
415,0.043,31
415.5,0.036,31
416,0.029,31
416.5,0.03,31.1
417,0.037,31.1
417.5,0.036,31.1
418,0.041,31.1
418.5,0.042,31.1
419,0.044,31.1
419.5,0.044,31.1
420,0.04,31.1
420.5,0.04,31.1
421,0.032,31.1
421.5,0.025,31.1
422,0.023,31.2
422.5,0.027,31.2
423,0.034,31.2
423.5,0.034,31.2
424,0.035,31.2
424.5,0.03,31.2
425,0.025,31.2
425.5,0.022,31.3
426,0.016,31.3
426.5,0.026,31.3
427,0.029,31.3
427.5,0.03,31.3
428,0.037,31.3
428.5,0.035,31.3
429,0.037,31.3
429.5,0.031,31.3
430,0.028,31.3
430.5,0.02,31.3
431,0.011,31.3
431.5,0.013,31.3
432,0.019,31.4
432.5,0.026,31.4
433,0.025,31.4
433.5,0.02,31.4
434,0.011,31.4
434.5,-0.015,31.4
435,-0.074,31.4
435.5,-0.146,31.5
436,-0.181,31.5
436.5,-0.176,31.4
437,-0.133,31.3
437.5,-0.092,31.3
438,-0.066,31.3
438.5,-0.055,31.4
439,-0.044,31.4
439.5,-0.032,31.5
440,-0.029,31.5
440.5,-0.026,31.5
441,-0.025,31.6
441.5,-0.029,31.6
442,-0.026,31.6
442.5,-0.015,31.7
443,-0.013,31.7
443.5,-0.02,31.8
444,-0.03,31.8
444.5,-0.038,31.8
445,-0.031,31.8
445.5,-0.026,31.8
446,-0.027,31.8
446.5,-0.034,31.8
447,-0.039,31.9
447.5,-0.037,31.9
448,-0.029,31.9
448.5,-0.022,31.9
449,-0.016,31.9
449.5,-0.009,31.9
450,-0.004,31.9
450.5,0.003,31.9
451,0.011,32
451.5,0.027,32
452,0.031,32
452.5,0.03,31.9
453,0.027,31.9
453.5,0.023,31.9
454,0.022,31.9
454.5,0.023,31.9
455,0.026,31.9
455.5,0.035,31.9
456,0.036,31.8
456.5,0.045,31.8
457,0.052,31.8
457.5,0.055,31.7
458,0.062,31.7
458.5,0.062,31.6
459,0.064,31.5
459.5,0.061,31.5
460,0.058,31.4
460.5,0.057,31.4
461,0.059,31.4
461.5,0.07,31.4
462,0.067,31.3
462.5,0.067,31.2
463,0.062,31.2
463.5,0.053,31.2
464,0.054,31.2
464.5,0.05,31.1
465,0.056,31.1
465.5,0.062,31.1
466,0.064,31.1
466.5,0.067,31.1
467,0.066,31.1
467.5,0.071,31
468,0.067,31
468.5,0.068,31
469,0.067,31
469.5,0.056,30.9
470,0.062,31
470.5,0.069,30.9
471,0.075,30.9
471.5,0.073,30.9
472,0.064,30.9
472.5,0.059,30.8
473,0.051,30.8
473.5,0.046,30.8
474,0.038,30.8
474.5,0.048,30.9
475,0.063,30.9
475.5,0.067,30.9
476,0.076,30.9
476.5,0.071,30.8
477,0.075,30.8
477.5,0.071,30.8
478,0.066,30.8
478.5,0.065,30.8
479,0.059,30.7
479.5,0.062,30.7
480,0.067,30.7
480.5,0.067,30.7
481,0.072,30.7
481.5,0.064,30.7
482,0.065,30.7
482.5,0.057,30.7
483,0.053,30.7
483.5,0.049,30.7
484,0.054,30.7
484.5,0.061,30.7
485,0.068,30.7
485.5,0.078,30.7
486,0.082,30.7
486.5,0.08,30.6
487,0.08,30.6
487.5,0.074,30.6
488,0.074,30.6
488.5,0.068,30.5
489,0.067,30.5
489.5,0.068,30.5
490,0.065,30.5
490.5,0.071,30.5
491,0.063,30.5
491.5,0.058,30.5
492,0.048,30.5
492.5,0.038,30.6
493,0.036,30.6
493.5,0.035,30.6
494,0.042,30.6
494.5,0.046,30.6
495,0.045,30.7
495.5,0.049,30.7
496,0.046,30.7
496.5,0.05,30.7
497,0.045,30.7
497.5,0.045,30.7
498,0.042,30.7
498.5,0.04,30.7
499,0.038,30.7
499.5,0.034,30.8
500,0.038,30.8
500.5,0.039,30.8
501,0.037,30.8
501.5,0.034,30.8
502,0.028,30.8
502.5,0.027,30.8
503,0.025,30.8
503.5,0.025,30.9
504,0.032,30.9
504.5,0.03,30.9
505,0.032,30.9
505.5,0.032,30.9
506,0.038,30.9
506.5,0.038,30.9
507,0.035,30.9
507.5,0.03,30.9
508,0.027,30.9
508.5,0.025,30.9
509,0.021,30.9
509.5,0.026,31
510,0.032,31
510.5,0.029,31
511,0.028,31
511.5,0.023,31
512,0.02,31
512.5,0.018,31
513,0.021,31
513.5,0.023,31
514,0.022,31
514.5,0.021,31.1
515,0.009,31.1
515.5,-0.02,31.1
516,-0.075,31.1
516.5,-0.132,31.2
517,-0.154,31.2
517.5,-0.13,31.2
518,-0.096,31.1
518.5,-0.06,31.1
519,-0.044,31.2
519.5,-0.037,31.2
520,-0.034,31.3
520.5,-0.037,31.3
521,-0.04,31.4
521.5,-0.038,31.4
522,-0.038,31.4
522.5,-0.037,31.4
523,-0.037,31.4
523.5,-0.036,31.5
524,-0.037,31.5
524.5,-0.036,31.5
525,-0.036,31.5
525.5,-0.041,31.6
526,-0.042,31.6
526.5,-0.041,31.6
527,-0.034,31.6
527.5,-0.029,31.6
528,-0.026,31.6
528.5,-0.023,31.7
529,-0.017,31.7
529.5,-0.014,31.7
530,-0.009,31.7
530.5,-0.005,31.7
531,-0.003,31.7
531.5,0,31.8
532,0.011,31.8
532.5,0.018,31.8
533,0.019,31.8
533.5,0.022,31.8
534,0.029,31.8
534.5,0.025,31.8
535,0.031,31.7
535.5,0.035,31.7
536,0.037,31.7
536.5,0.04,31.7
537,0.038,31.6
537.5,0.042,31.6
538,0.043,31.6
538.5,0.053,31.5
539,0.053,31.5
539.5,0.048,31.4
540,0.044,31.4
540.5,0.032,31.4
541,0.045,31.4
541.5,0.056,31.3
542,0.061,31.3
542.5,0.065,31.3
543,0.065,31.2
543.5,0.074,31.2
544,0.072,31.1
544.5,0.081,31.1
545,0.086,31
545.5,0.085,31
546,0.084,30.9
546.5,0.078,30.8
547,0.075,30.8
547.5,0.07,30.8
548,0.072,30.8
548.5,0.071,30.8
549,0.062,30.8
549.5,0.057,30.7
550,0.05,30.7
550.5,0.046,30.7
551,0.053,30.8
551.5,0.056,30.8
552,0.058,30.8
552.5,0.061,30.8
553,0.067,30.8
553.5,0.074,30.7
554,0.076,30.7
554.5,0.074,30.7
555,0.07,30.7
555.5,0.072,30.6
556,0.065,30.6
556.5,0.064,30.6
557,0.061,30.6
557.5,0.064,30.6
558,0.068,30.6
558.5,0.059,30.6
559,0.058,30.6
559.5,0.052,30.6
560,0.048,30.6
560.5,0.058,30.6
561,0.057,30.6
561.5,0.063,30.6
562,0.07,30.6
562.5,0.074,30.6
563,0.079,30.6
563.5,0.076,30.6
564,0.079,30.5
564.5,0.072,30.5
565,0.075,30.5
565.5,0.069,30.5
566,0.061,30.5
566.5,0.07,30.5
567,0.062,30.5
567.5,0.068,30.5
568,0.065,30.5
568.5,0.06,30.5
569,0.052,30.5
569.5,0.039,30.5
570,0.041,30.5
570.5,0.043,30.6
571,0.049,30.6
571.5,0.058,30.6
572,0.057,30.6
572.5,0.065,30.6
573,0.064,30.5
573.5,0.066,30.5
574,0.062,30.5
574.5,0.059,30.5
575,0.054,30.5
575.5,0.046,30.5
576,0.049,30.5
576.5,0.048,30.5
577,0.056,30.5
577.5,0.055,30.5
578,0.05,30.5
578.5,0.045,30.6
579,0.035,30.6
579.5,0.028,30.6
580,0.028,30.6
580.5,0.035,30.7
581,0.042,30.7
581.5,0.04,30.7
582,0.048,30.7
582.5,0.046,30.7
583,0.044,30.7
583.5,0.039,30.7
584,0.034,30.7
584.5,0.034,30.7
585,0.03,30.7
585.5,0.031,30.7
586,0.035,30.8
586.5,0.034,30.8
587,0.037,30.7
587.5,0.033,30.8
588,0.031,30.8
588.5,0.023,30.8
589,0.018,30.8
589.5,0.01,30.9
590,0.016,30.9
590.5,0.026,30.9
591,0.027,30.9
591.5,0.03,30.9
592,0.03,30.9
592.5,0.029,30.9
593,0.027,31
593.5,0.019,30.9
594,0.016,31
594.5,0.01,31
595,-0.009,31
595.5,-0.061,31.1
596,-0.111,31.1
596.5,-0.132,31.1
597,-0.151,31.1
597.5,-0.153,31.1
598,-0.135,31
598.5,-0.11,31
599,-0.107,31
599.5,-0.077,31
600,-0.049,31
600.5,-0.032,31.1
601,-0.013,31.1
601.5,-0.01,31.2
602,-0.017,31.2
602.5,-0.028,31.3
603,-0.039,31.3
603.5,-0.041,31.4
604,-0.025,31.4
604.5,-0.016,31.4
605,0.004,31.5
605.5,0.021,31.5
606,0.018,31.5
606.5,0.005,31.5
607,-0.01,31.5
607.5,-0.026,31.5
608,-0.04,31.6
608.5,-0.047,31.6
609,-0.039,31.6
609.5,-0.018,31.6
610,-0.002,31.7
610.5,0.002,31.7
611,0.005,31.7
611.5,0.009,31.7
612,0.015,31.7
612.5,0.017,31.7
613,0.014,31.7
613.5,0.017,31.7
614,0.019,31.7
614.5,0.031,31.7
615,0.04,31.7
615.5,0.045,31.6
616,0.047,31.6
616.5,0.041,31.6
617,0.04,31.6
617.5,0.035,31.5
618,0.034,31.5
618.5,0.035,31.5
619,0.043,31.5
619.5,0.053,31.4
620,0.056,31.4
620.5,0.066,31.4
621,0.069,31.3
621.5,0.069,31.3
622,0.071,31.2
622.5,0.063,31.2
623,0.067,31.1
623.5,0.059,31.1
624,0.063,31
624.5,0.062,31
625,0.062,31
625.5,0.064,31
626,0.057,31
626.5,0.055,31
627,0.05,31
627.5,0.045,31
628,0.044,31
628.5,0.049,31
629,0.062,31
629.5,0.063,31
630,0.067,30.9
630.5,0.07,30.9
631,0.065,30.9
631.5,0.071,30.9
632,0.069,30.8
632.5,0.07,30.8
633,0.069,30.8
