time_s,s1_flow_ml_min,s1_temp_c
633.5,0.064,30.8
634,0.068,30.8
634.5,0.065,30.8
635,0.07,30.7
635.5,0.065,30.8
636,0.059,30.8
636.5,0.056,30.8
637,0.05,30.8
637.5,0.057,30.8
638,0.057,30.8
638.5,0.064,30.8
639,0.065,30.8
639.5,0.062,30.8
640,0.068,30.7
640.5,0.068,30.7
641,0.074,30.7
641.5,0.073,30.7
642,0.069,30.7
642.5,0.069,30.7
643,0.063,30.7
643.5,0.068,30.7
644,0.069,30.7
644.5,0.07,30.7
645,0.069,30.6
645.5,0.058,30.6
646,0.057,30.6
646.5,0.049,30.7
647,0.047,30.7
647.5,0.055,30.7
648,0.063,30.7
648.5,0.064,30.7
649,0.058,30.7
649.5,0.063,30.7
650,0.061,30.7
650.5,0.064,30.7
651,0.061,30.7
651.5,0.057,30.7
652,0.059,30.7
652.5,0.053,30.7
653,0.055,30.7
653.5,0.059,30.7
654,0.051,30.7
654.5,0.051,30.7
655,0.048,30.7
655.5,0.049,30.7
656,0.042,30.7
656.5,0.036,30.8
657,0.038,30.8
657.5,0.042,30.8
658,0.048,30.8
658.5,0.047,30.8
659,0.05,30.8
659.5,0.051,30.8
660,0.046,30.8
660.5,0.052,30.8
661,0.049,30.8
661.5,0.051,30.8
662,0.045,30.8
662.5,0.042,30.9
663,0.04,30.9
663.5,0.038,30.9
664,0.036,30.9
664.5,0.035,30.9
665,0.036,30.9
665.5,0.032,30.9
666,0.026,31
666.5,0.028,31
667,0.029,31
667.5,0.031,31
668,0.031,31
668.5,0.029,31
669,0.028,31.1
669.5,0.025,31.1
670,0.029,31.1
670.5,0.028,31.1
671,0.026,31.1
671.5,0.025,31.1
672,0.02,31.1
672.5,0.02,31.2
673,0.018,31.2
673.5,0.013,31.2
674,0.013,31.2
674.5,0.014,31.3
675,0.014,31.3
675.5,0.01,31.3
676,-0.001,31.3
676.5,-0.017,31.3
677,-0.048,31.4
677.5,-0.096,31.4
678,-0.141,31.4
678.5,-0.166,31.4
679,-0.151,31.3
679.5,-0.105,31.3
680,-0.061,31.3
680.5,-0.037,31.4
681,-0.026,31.4
681.5,-0.025,31.5
682,-0.025,31.5
682.5,-0.02,31.6
683,-0.019,31.6
683.5,-0.018,31.6
684,-0.021,31.7
684.5,-0.028,31.7
685,-0.032,31.8
685.5,-0.031,31.8
686,-0.03,31.8
686.5,-0.028,31.8
687,-0.031,31.8
687.5,-0.035,31.9
688,-0.038,31.9
688.5,-0.036,31.9
689,-0.032,31.9
689.5,-0.029,31.9
690,-0.026,31.9
690.5,-0.026,31.9
691,-0.025,32
691.5,-0.022,32
692,-0.014,32
692.5,-0.005,32
693,0.006,32
693.5,0.009,32.1
694,0.014,32.1
694.5,0.017,32.1
695,0.016,32.1
695.5,0.02,32.1
696,0.024,32.1
696.5,0.032,32.1
697,0.036,32.1
697.5,0.044,32
698,0.054,32
698.5,0.061,31.9
699,0.066,31.9
699.5,0.066,31.8
700,0.066,31.8
700.5,0.066,31.7
701,0.061,31.7
701.5,0.066,31.6
702,0.067,31.6
702.5,0.072,31.5
703,0.068,31.5
703.5,0.066,31.4
704,0.06,31.4
704.5,0.05,31.4
705,0.047,31.4
705.5,0.049,31.4
706,0.056,31.4
706.5,0.065,31.4
707,0.066,31.4
707.5,0.067,31.3
708,0.066,31.3
708.5,0.063,31.3
709,0.063,31.3
709.5,0.062,31.3
710,0.062,31.3
710.5,0.057,31.2
711,0.06,31.2
711.5,0.054,31.2
712,0.062,31.2
712.5,0.065,31.3
713,0.057,31.2
713.5,0.058,31.2
714,0.05,31.2
714.5,0.049,31.2
715,0.04,31.2
715.5,0.049,31.2
716,0.061,31.3
716.5,0.063,31.2
717,0.079,31.2
717.5,0.08,31.2
718,0.081,31.2
718.5,0.077,31.1
719,0.071,31.1
719.5,0.072,31.1
720,0.064,31.1
720.5,0.057,31.1
721,0.064,31
721.5,0.069,31.1
722,0.072,31.1
722.5,0.066,31.1
723,0.064,31.1
723.5,0.055,31.1
724,0.051,31.1
724.5,0.046,31.1
725,0.049,31.1
725.5,0.068,31.1
726,0.071,31.1
726.5,0.077,31.1
727,0.074,31.1
727.5,0.07,31
728,0.071,31
728.5,0.062,31
729,0.063,31
729.5,0.059,31
730,0.058,31.1
730.5,0.056,31
731,0.056,31
731.5,0.064,31.1
732,0.058,31.1
732.5,0.056,31.1
733,0.048,31
733.5,0.039,31.1
734,0.041,31.1
734.5,0.046,31.1
735,0.059,31.2
735.5,0.05,31.2
736,0.047,31.2
736.5,0.059,31.2
737,0.055,31.1
737.5,0.058,31.2
738,0.052,31.2
738.5,0.052,31.1
739,0.05,31.2
739.5,0.041,31.2
740,0.038,31.2
740.5,0.041,31.2
741,0.045,31.2
741.5,0.042,31.2
742,0.038,31.2
742.5,0.032,31.3
743,0.025,31.3
743.5,0.022,31.3
744,0.023,31.3
744.5,0.03,31.4
745,0.035,31.4
745.5,0.037,31.4
746,0.042,31.4
746.5,0.04,31.4
747,0.041,31.4
747.5,0.036,31.4
748,0.03,31.4
748.5,0.03,31.4
749,0.029,31.4
749.5,0.03,31.5
750,0.028,31.5
750.5,0.031,31.5
751,0.032,31.5
751.5,0.027,31.5
752,0.022,31.5
752.5,0.015,31.6
753,0.014,31.6
753.5,0.017,31.6
754,0.021,31.6
754.5,0.021,31.7
755,0.017,31.7
755.5,0.016,31.7
756,-0.001,31.7
756.5,-0.034,31.7
757,-0.098,31.8
757.5,-0.164,31.8
758,-0.189,31.7
758.5,-0.158,31.7
759,-0.085,31.6
759.5,-0.035,31.7
760,-0.012,31.7
760.5,-0.011,31.8
761,-0.023,31.9
761.5,-0.043,31.9
762,-0.068,32
762.5,-0.07,32
763,-0.046,32
763.5,-0.031,32
764,-0.031,32
764.5,-0.029,32.1
765,-0.028,32.1
765.5,-0.031,32.1
766,-0.034,32.2
766.5,-0.037,32.2
767,-0.033,32.2
767.5,-0.025,32.2
768,-0.024,32.3
768.5,-0.026,32.3
769,-0.029,32.3
769.5,-0.021,32.4
770,-0.021,32.4
770.5,-0.028,32.4
771,-0.034,32.4
771.5,-0.029,32.4
772,-0.019,32.4
772.5,-0.006,32.5
773,0.002,32.5
773.5,0.01,32.5
774,0.015,32.5
774.5,0.022,32.5
775,0.031,32.5
775.5,0.033,32.5
776,0.036,32.5
776.5,0.038,32.5
777,0.043,32.5
777.5,0.048,32.4
778,0.044,32.4
778.5,0.043,32.3
779,0.049,32.3
779.5,0.058,32.3
780,0.059,32.2
780.5,0.057,32.2
781,0.055,32.1
781.5,0.056,32.1
782,0.058,32.1
782.5,0.057,32
783,0.059,32
783.5,0.066,32
784,0.062,31.9
784.5,0.07,31.9
785,0.065,31.9
785.5,0.069,31.8
786,0.07,31.8
786.5,0.065,31.8
787,0.062,31.8
787.5,0.06,31.7
788,0.06,31.8
788.5,0.061,31.7
789,0.066,31.7
789.5,0.064,31.7
790,0.054,31.7
790.5,0.054,31.7
791,0.051,31.7
791.5,0.058,31.7
792,0.056,31.7
792.5,0.053,31.7
793,0.059,31.7
793.5,0.06,31.7
794,0.073,31.7
794.5,0.075,31.6
795,0.07,31.6
795.5,0.073,31.6
796,0.069,31.6
796.5,0.073,31.6
797,0.068,31.5
797.5,0.066,31.5
798,0.066,31.5
798.5,0.066,31.5
799,0.069,31.5
799.5,0.061,31.5
800,0.059,31.5
800.5,0.053,31.5
801,0.048,31.5
801.5,0.061,31.5
802,0.061,31.5
802.5,0.068,31.5
803,0.074,31.5
803.5,0.078,31.5
804,0.077,31.5
804.5,0.071,31.5
805,0.078,31.4
805.5,0.074,31.4
806,0.075,31.4
806.5,0.067,31.4
807,0.062,31.4
807.5,0.066,31.4
808,0.073,31.4
808.5,0.075,31.4
809,0.068,31.4
809.5,0.059,31.4
810,0.055,31.4
810.5,0.044,31.4
811,0.055,31.4
811.5,0.054,31.4
812,0.058,31.5
812.5,0.062,31.5
813,0.063,31.4
813.5,0.068,31.5
814,0.062,31.4
814.5,0.066,31.5
815,0.06,31.4
815.5,0.053,31.4
816,0.052,31.5
816.5,0.045,31.5
817,0.049,31.5
817.5,0.054,31.5
818,0.05,31.5
818.5,0.047,31.5
819,0.042,31.5
819.5,0.039,31.5
820,0.031,31.6
820.5,0.026,31.6
821,0.031,31.6
821.5,0.034,31.7
822,0.041,31.7
822.5,0.039,31.7
823,0.043,31.7
823.5,0.044,31.7
824,0.043,31.7
824.5,0.038,31.7
825,0.035,31.7
825.5,0.036,31.7
826,0.031,31.7
826.5,0.033,31.7
827,0.033,31.8
827.5,0.033,31.8
828,0.032,31.8
828.5,0.031,31.8
829,0.029,31.8
829.5,0.023,31.8
830,0.018,31.9
830.5,0.023,31.9
831,0.021,31.9
831.5,0.027,31.9
832,0.026,31.9
832.5,0.028,32
833,0.03,31.9
833.5,0.028,32
834,0.027,32
834.5,0.024,32
835,0.024,32
835.5,0.023,32
836,0.019,32
836.5,0.012,32.1
837,-0.012,32.1
837.5,-0.046,32.1
838,-0.08,32.2
838.5,-0.111,32.2
839,-0.122,32.2
839.5,-0.098,32.2
840,-0.072,32.2
840.5,-0.058,32.2
841,-0.053,32.3
841.5,-0.047,32.3
842,-0.049,32.3
842.5,-0.044,32.4
843,-0.039,32.4
843.5,-0.036,32.4
844,-0.029,32.5
844.5,-0.027,32.5
845,-0.024,32.5
845.5,-0.025,32.5
846,-0.021,32.6
846.5,-0.014,32.6
847,-0.018,32.6
847.5,-0.028,32.6
848,-0.034,32.7
848.5,-0.039,32.7
849,-0.042,32.7
849.5,-0.045,32.7
850,-0.044,32.7
850.5,-0.037,32.7
851,-0.03,32.7
851.5,-0.025,32.7
852,-0.02,32.8
852.5,-0.014,32.8
853,-0.009,32.8
853.5,0,32.8
854,0.01,32.8
854.5,0.021,32.9
855,0.02,32.8
855.5,0.026,32.9
856,0.034,32.8
856.5,0.038,32.8
857,0.042,32.8
857.5,0.041,32.8
858,0.043,32.8
858.5,0.034,32.7
859,0.032,32.7
859.5,0.03,32.7
860,0.044,32.7
860.5,0.055,32.7
861,0.058,32.6
861.5,0.064,32.5
862,0.066,32.5
862.5,0.067,32.4
863,0.07,32.4
863.5,0.063,32.3
864,0.066,32.3
864.5,0.061,32.2
865,0.063,32.2
865.5,0.069,32.2
866,0.063,32.2
866.5,0.062,32.1
867,0.056,32.1
867.5,0.056,32.1
868,0.05,32.1
868.5,0.043,32.1
869,0.043,32.1
869.5,0.052,32.1
870,0.064,32.1
870.5,0.068,32
871,0.072,32
871.5,0.066,32
872,0.065,32
872.5,0.067,32
873,0.061,32
873.5,0.065,32
874,0.066,31.9
874.5,0.058,31.9
875,0.069,31.9
875.5,0.067,31.9
876,0.067,31.9
876.5,0.061,31.9
877,0.057,31.9
877.5,0.053,31.9
878,0.042,31.9
878.5,0.042,31.9
879,0.054,31.9
879.5,0.068,31.9
880,0.069,31.9
880.5,0.068,31.9
881,0.074,31.9
881.5,0.072,31.9
882,0.075,31.8
882.5,0.072,31.8
883,0.068,31.8
883.5,0.07,31.7
884,0.065,31.7
884.5,0.071,31.7
885,0.069,31.7
885.5,0.066,31.7
886,0.065,31.7
886.5,0.057,31.7
887,0.054,31.7
887.5,0.046,31.7
888,0.045,31.8
888.5,0.057,31.8
889,0.063,31.8
889.5,0.066,31.8
890,0.065,31.8
890.5,0.078,31.8
891,0.078,31.7
891.5,0.081,31.7
892,0.073,31.7
892.5,0.07,31.7
893,0.069,31.7
893.5,0.062,31.7
894,0.062,31.7
894.5,0.067,31.7
895,0.061,31.7
895.5,0.062,31.6
896,0.055,31.7
896.5,0.053,31.7
897,0.042,31.7
897.5,0.035,31.7
898,0.04,31.8
898.5,0.04,31.8
899,0.045,31.8
899.5,0.045,31.8
900,0.047,31.8
900.5,0.049,31.8
901,0.046,31.8
901.5,0.046,31.9
902,0.04,31.9
902.5,0.037,31.9
903,0.023,31.9
903.5,0.027,31.9
904,0.033,32
904.5,0.035,32
905,0.04,32
905.5,0.036,32
906,0.034,32
906.5,0.028,32
907,0.02,32
907.5,0.017,32.1
908,0.022,32.1
908.5,0.027,32.1
909,0.034,32.1
909.5,0.041,32.1
910,0.041,32.1
910.5,0.036,32.1
911,0.035,32.1
911.5,0.026,32.1
912,0.018,32.1
912.5,0.011,32.2
913,0.012,32.2
913.5,0.021,32.2
914,0.024,32.3
914.5,0.028,32.3
915,0.026,32.3
915.5,0.021,32.3
916,0.006,32.3
916.5,-0.021,32.3
917,-0.073,32.4
917.5,-0.133,32.4
918,-0.165,32.4
918.5,-0.162,32.3
919,-0.124,32.3
919.5,-0.087,32.3
920,-0.068,32.3
920.5,-0.063,32.3
921,-0.057,32.4
921.5,-0.048,32.4
922,-0.033,32.5
922.5,-0.022,32.5
923,-0.02,32.6
923.5,-0.028,32.6
924,-0.022,32.6
924.5,-0.011,32.7
925,-0.017,32.7
925.5,-0.024,32.8
926,-0.029,32.8
926.5,-0.03,32.8
927,-0.021,32.8
927.5,-0.021,32.8
928,-0.02,32.9
928.5,-0.019,32.9
929,-0.025,32.9
929.5,-0.025,32.9
930,-0.02,33
930.5,-0.016,33
931,-0.011,33
931.5,-0.005,33
932,-0.002,33
932.5,-0.002,33.1
933,0.013,33.1
933.5,0.023,33.1
934,0.026,33.1
934.5,0.023,33.1
935,0.022,33
935.5,0.018,33
936,0.019,33
936.5,0.026,33
937,0.033,33
937.5,0.035,33
938,0.039,33
938.5,0.045,32.9
939,0.05,32.9
939.5,0.049,32.9
940,0.059,32.8
940.5,0.06,32.8
941,0.061,32.7
941.5,0.058,32.7
942,0.055,32.6
942.5,0.058,32.6
943,0.061,32.6
943.5,0.068,32.5
944,0.063,32.5
944.5,0.059,32.5
945,0.057,32.4
945.5,0.047,32.4
946,0.048,32.4
946.5,0.051,32.4
947,0.058,32.4
947.5,0.063,32.4
948,0.066,32.4
948.5,0.072,32.3
949,0.074,32.3
949.5,0.079,32.2
950,0.077,32.2
950.5,0.071,32.2
951,0.07,32.2
951.5,0.06,32.2
952,0.067,32.2
952.5,0.071,32.2
953,0.075,32.1
953.5,0.07,32.1
954,0.063,32.1
954.5,0.059,32.1
955,0.05,32.1
955.5,0.046,32.1
956,0.05,32.1
956.5,0.051,32.1
957,0.062,32.1
957.5,0.062,32.1
958,0.07,32.1
958.5,0.07,32.1
959,0.069,32.1
959.5,0.065,32.1
960,0.062,32
960.5,0.062,32
961,0.057,32
961.5,0.059,32
962,0.062,32
962.5,0.067,32.1
963,0.068,32.1
963.5,0.061,32
964,0.06,32
964.5,0.054,32
965,0.048,32
965.5,0.044,32.1
966,0.05,32.1
966.5,0.065,32.1
967,0.066,32
967.5,0.074,32.1
968,0.076,32
968.5,0.07,32
969,0.07,32
969.5,0.065,32
970,0.067,31.9
970.5,0.064,31.9
971,0.066,31.9
971.5,0.061,31.9
972,0.059,31.9
972.5,0.065,31.9
973,0.059,31.9
973.5,0.056,32
974,0.048,31.9
974.5,0.043,32
975,0.041,32
975.5,0.044,32
976,0.054,32
976.5,0.054,32
977,0.054,32
977.5,0.055,32
978,0.051,32.1
978.5,0.056,32
979,0.051,32
979.5,0.049,32
980,0.047,32.1
980.5,0.041,32.1
981,0.044,32.1
981.5,0.038,32.1
982,0.04,32.1
982.5,0.04,32.1
983,0.038,32.1
983.5,0.035,32.1
984,0.029,32.2
984.5,0.027,32.2
985,0.025,32.2
985.5,0.034,32.2
986,0.038,32.2
986.5,0.033,32.3
987,0.038,32.3
987.5,0.036,32.3
988,0.037,32.3
988.5,0.034,32.3
989,0.033,32.3
989.5,0.031,32.3
990,0.029,32.3
990.5,0.031,32.3
991,0.027,32.3
991.5,0.024,32.3
992,0.027,32.3
992.5,0.023,32.4
993,0.023,32.4
993.5,0.017,32.4
994,0.015,32.4
994.5,0.012,32.5
995,0.016,32.5
995.5,0.02,32.5
996,0.02,32.5
996.5,0.021,32.5
997,0.01,32.5
997.5,-0.017,32.6
998,-0.063,32.6
998.5,-0.131,32.7
999,-0.173,32.6
999.5,-0.171,32.6
1000,-0.129,32.5
1000.5,-0.083,32.5
1001,-0.048,32.6
1001.5,-0.033,32.6
1002,-0.031,32.7
1002.5,-0.036,32.7
1003,-0.041,32.8
1003.5,-0.035,32.8
1004,-0.022,32.8
1004.5,-0.025,32.9
1005,-0.029,32.9
1005.5,-0.029,33
1006,-0.034,33
1006.5,-0.037,33
1007,-0.038,33
1007.5,-0.037,33
1008,-0.036,33
1008.5,-0.032,33.1
1009,-0.028,33.1
1009.5,-0.029,33.1
1010,-0.024,33.1
1010.5,-0.025,33.1
1011,-0.023,33.2
1011.5,-0.024,33.2
1012,-0.025,33.2
1012.5,-0.02,33.2
1013,-0.012,33.2
1013.5,-0.006,33.3
1014,0.005,33.3
1014.5,0.018,33.3
1015,0.02,33.3
1015.5,0.023,33.3
1016,0.025,33.3
1016.5,0.025,33.3
1017,0.029,33.3
1017.5,0.03,33.3
1018,0.033,33.2
1018.5,0.038,33.2
1019,0.037,33.2
1019.5,0.042,33.2
1020,0.044,33.1
1020.5,0.048,33.1
1021,0.047,33.1
1021.5,0.048,33
1022,0.049,33
1022.5,0.048,33
1023,0.057,32.9
1023.5,0.059,32.9
1024,0.063,32.8
1024.5,0.066,32.8
1025,0.064,32.7
1025.5,0.072,32.7
1026,0.071,32.6
1026.5,0.076,32.6
1027,0.082,32.5
1027.5,0.076,32.5
1028,0.081,32.4
1028.5,0.068,32.4
1029,0.068,32.4
1029.5,0.063,32.4
1030,0.062,32.4
1030.5,0.064,32.4
1031,0.058,32.3
1031.5,0.058,32.3
1032,0.05,32.4
1032.5,0.05,32.4
1033,0.057,32.3
1033.5,0.052,32.4
1034,0.059,32.3
1034.5,0.063,32.3
1035,0.071,32.4
1035.5,0.075,32.3
1036,0.069,32.3
1036.5,0.07,32.2
1037,0.066,32.2
1037.5,0.069,32.2
1038,0.064,32.2
1038.5,0.061,32.2
1039,0.062,32.2
1039.5,0.06,32.2
1040,0.065,32.2
1040.5,0.058,32.2
1041,0.057,32.2
1041.5,0.053,32.2
1042,0.054,32.2
1042.5,0.06,32.2
1043,0.058,32.2
1043.5,0.064,32.2
1044,0.072,32.2
1044.5,0.076,32.2
1045,0.078,32.1
1045.5,0.072,32.1
1046,0.077,32.1
1046.5,0.071,32
1047,0.071,32
1047.5,0.067,32
1048,0.065,32
1048.5,0.07,32
1049,0.062,32
1049.5,0.065,32
1050,0.061,32
1050.5,0.057,32
1051,0.051,32
1051.5,0.038,32
1052,0.037,32.1
1052.5,0.043,32.1
1053,0.049,32.1
1053.5,0.055,32.1
1054,0.053,32.1
1054.5,0.06,32.1
1055,0.061,32.1
1055.5,0.064,32.1
1056,0.06,32.1
1056.5,0.054,32.1
1057,0.052,32.1
1057.5,0.048,32.1
1058,0.057,32.1
1058.5,0.049,32.1
1059,0.049,32.1
1059.5,0.051,32.1
1060,0.046,32.1
1060.5,0.045,32.1
1061,0.038,32.1
1061.5,0.031,32.1
1062,0.035,32.1
1062.5,0.039,32.2
1063,0.042,32.2
1063.5,0.041,32.2
1064,0.046,32.2
1064.5,0.046,32.2
1065,0.043,32.2
1065.5,0.042,32.2
1066,0.034,32.2
1066.5,0.037,32.2
1067,0.008,32.2
